Name,Street_Address,City,State,Zip-Code,Latitude,Longitude,Phone#,Loc Type,24/7 Self-Service
Sunoco,2739 Annapolis Road,Hanover,MD,21076,39.1372,-76.750599,,Propane Tank Exchange,False
7 Eleven,5617 Gov Ritchie Hwy,Brooklyn Park,MD,21225,39.21852,-76.613606,,Propane Tank Exchange,False
Mickey's CITGO,5200 North Point Blvd,Edgemere,MD,21219,39.235361,-76.456402,,Propane Tank Exchange,False
Shore Stop,21340 Rock Hall Ave,Rock Hall,MD,21661,39.139179,-76.232907,,Propane Tank Exchange,False
Dollar General,21378 Rock Hall Ave,Rock Hall,MD,21661,39.139267,-76.232477,,Propane Tank Exchange,False
7 Eleven,6971 Baltimore Annapolis Blvd,Linthicum,MD,21225,39.209787,-76.641566,,Propane Tank Exchange,False
Wawa,10620 Martin Luther King Jr Hwy,Lanham,MD,20706,38.956468,-76.824208,,Propane Tank Exchange,True
Home Depot (QR code),10301 Martin Luther King Jr Hwy,Lanham,MD,20706,38.953525,-76.826499,,Propane Tank Exchange,True
Wawa,7710 Milestone Pkwy,Hanover,MD,21076,39.15407,-76.744642,,Propane Tank Exchange,True
Safeway,3900 Wadsworth Blvd,Wheat Ridge,CO,80033,39.771092,-105.079579,,Propane Tank Exchange,False
7 Eleven,3790 Wadsworth Blvd,Wheat Ridge,CO,80033,39.768985,-105.081024,,Propane Tank Exchange,False
Circle K,411 W Florida Ave,Denver,CO,80223,39.69,-104.992938,,Propane Tank Exchange,False
AAA Propane Sales & Rental,7405 W 44th Ave,Wheat Ridge,CO,80033,39.776989,-105.079465,,Propane Cylinder Refill,False
7 Eleven,5405 Marshall,Arvada,CO,80002,39.794559,-105.06903,,Propane Tank Exchange,False
7 Eleven,1585 South Broadway,Denver,CO,80210,39.687745,-104.987774,,Propane Tank Exchange,False
7 Eleven,1499 S Federal Blvd,Denver,CO,80219,39.689785,-105.025266,,Propane Tank Exchange,False
Safeway,6220 East 14th Ave,Denver,CO,80220,39.737257,-104.915616,,Propane Tank Exchange,False
Home Depot,6701 W Alameda Ave,Lakewood,CO,80226,39.712193,-105.07048,,Propane Tank Exchange,False
Century Mart,1696 S Broadway,Denver,CO,80210,39.685975,-104.987215,,Propane Tank Exchange,False
Walmart,440 Wadsworth Blvd,Lakewood,CO,80226,39.722251,-105.080402,,Propane Tank Exchange,True
7 Eleven,290 S Pierce St,Lakewood,CO,80226,39.711522,-105.071747,,Propane Tank Exchange,False
7 Eleven,8390 West 14th Ave,Lakewood,CO,80214,39.738135,-105.090304,,Propane Tank Exchange,False
E & K Of Denver Inc.,1401 E 69th Ave,Denver,CO,80229,39.82205,-104.971286,,Propane Cylinder Refill,False
Home Depot,860 S Colorado Blvd,Glendale,CO,80246,39.701075,-104.937246,,Propane Tank Exchange,False
CONOCO,5490 Wadsworth Bypass,Arvada,CO,80002,39.796046,-105.077113,,Propane Tank Exchange,False
7 Eleven,7211 Pecos St,Denver,CO,80221,39.827633,-105.006683,,Propane Tank Exchange,False
Home Depot,5215 Wadsworth Blvd,Arvada,CO,80002,39.792291,-105.082552,,Propane Tank Exchange,False
Meijer,1350 W. Lake Lansing Road,East Lansing,MI,48823-1314,42.762769,-84.500915,,Propane Tank Exchange,False
Meijer,5307 W. Saginaw Highway,Lansing,MI,48917-1916,42.740422,-84.624775,,Propane Tank Exchange,False
Dollar General,1700 E Cavanaugh Rd,Lansing,MI,48910,42.689638,-84.527666,,Propane Tank Exchange,False
Dollar General,3520 S Waverly Rd,Lansing,MI,48911,42.696378,-84.603959,,Propane Tank Exchange,False
7 Eleven,311 Grove Street,East Lansing,MI,48823,42.736125,-84.482433,,Propane Tank Exchange,False
CVS,5118 S Mlk Jr Blvd,Lansing,MI,48911,42.682599,-84.569256,,Propane Tank Exchange,False
Dollar General,5640 S Martin Luther King Jr,Lansing,MI,48911,42.675926,-84.575811,,Propane Tank Exchange,False
Tractor Supply Co.,5241 W Grand River,Lansing,MI,48906,42.775683,-84.627228,,Propane Cylinder Refill,False
Meijer,6250 S Pennsylvania Ave,Lansing,MI,48911-5719,42.667574,-84.538764,,Propane Tank Exchange,False
Dollar General,815 W Edgewood Blvd,Lansing,MI,48911,42.66227,-84.56427,,Propane Tank Exchange,False
CVS,2240 North Cedar Street,Holt,MI,48842,42.64784,-84.522956,,Propane Tank Exchange,False
Meijer,12875 Us-27,Dewitt,MI,48820-9377,42.829978,-84.542367,,Propane Tank Exchange,False
Meijer,2055 W. Grand River,Okemos,MI,48864-1706,42.71906,-84.424675,,Propane Tank Exchange,False
Dollar General,2040 Aurelius Rd,Holt,MI,48842,42.641218,-84.522231,,Propane Tank Exchange,False
Pilot Flying J,7800 West Grand River Ave,Grand Ledge,MI,48837,42.787503,-84.678327,,Propane Tank Exchange,False
7 Eleven,3500 Okemos Road,Okemos,MI,48864,42.683338,-84.431668,,Propane Tank Exchange,False
Meijer,7149 E. Saginaw St.,East Lansing,MI,48823-9627,42.771118,-84.418743,,Propane Tank Exchange,False
Home Depot (QR code),1749 Newman Rd    ,Okemos,MI,48864,42.721221,-84.412835,,Propane Tank Exchange,True
Meijer,740 E. Saginaw Hwy.,Grand Ledge,MI,48837-8411,42.740382,-84.740534,,Propane Tank Exchange,False
AmeriGas Propane,20415 Pinto Ln,Caldwell,ID,83607,43.668524,-116.781289,(208) 454-1417,AmeriGas Office,False
Jacksons Food Stores,2323 N Bogus Basin Road,Boise,ID,83702,43.641159,-116.208743,,Propane Tank Exchange,False
Stinker Stores,1620 N 13th St,Boise,ID,83702,43.630826,-116.20294,,Propane Tank Exchange,False
Jacksons Food Stores,818 N 8th St,Boise,ID,83702,43.621405,-116.197528,,Propane Tank Exchange,False
Albertsons,1650 W State St,Boise,ID,83702,43.624947,-116.209172,,Propane Tank Exchange,False
Chevron,1470 W State St,Boise,ID,83702,43.622972,-116.208213,,Propane Tank Exchange,False
76,1522 W State St,Boise,ID,83702,43.623546,-116.209353,,Propane Tank Exchange,False
Jacksons Food Stores,3110 W State St,Boise,ID,83703,43.635301,-116.227527,,Propane Tank Exchange,False
7 Eleven,7100 N Point Rd,Sparrows Point,MD,21219,39.241184,-76.446293,,Propane Tank Exchange,False
Dollar General,6808 North Point Rd,Edgemere,MD,21219,39.242402,-76.448896,,Propane Tank Exchange,False
High's,2871 Jessup Rd,Jessup,MD,20794,39.143042,-76.764276,,Propane Tank Exchange,False
7 Eleven,1595 West Nursery Road,Linthicum,MD,21090,39.205145,-76.67972,,Propane Tank Exchange,False
Sam's Club ,3535 Russett Green E,Laurel,MD,20724,39.101018,-76.799829,,Propane Tank Exchange,True
7 Eleven,645 East Patapsaco Avenue,Baltimore,MD,21225,39.235574,-76.601349,,Propane Tank Exchange,False
High's,6801 Broening Road,Dundalk,MD,21222,39.250522,-76.51983,,Propane Tank Exchange,False
Exxon,9500 Lanham Severn Rd,Lanham,MD,20706,38.973871,-76.84446,,Propane Tank Exchange,False
7 Eleven,3393 Laurel Fort Meade Rd,Laurel,MD,20724,39.098379,-76.810228,,Propane Tank Exchange,False
7 Eleven,9464 Lanham Severn Rd,Seabrook,MD,20706,38.973605,-76.845113,,Propane Tank Exchange,False
Exxon,10350 Campus Way South,Upper Marlboro,MD,20774,38.890219,-76.826033,,Propane Tank Exchange,False
BP,3396 Fort Meade Road,Laurel,MD,20724,39.099356,-76.810809,,Propane Tank Exchange,False
7 Eleven,7501 Dunman Way,Baltimore,MD,21222,39.258747,-76.512345,,Propane Tank Exchange,False
7 Eleven,4315 Annapolis Road,Halethorpe,MD,21227,39.234837,-76.640955,,Propane Tank Exchange,False
Sunoco,12705 Laurel Bowie Rd,Laurel,MD,20708,39.064973,-76.839036,,Propane Tank Exchange,False
Dollar General,1355 S Sheridan Blvd,Lakewood,CO,80232,39.692213,-105.054372,,Propane Tank Exchange,False
ACE Hardware,7100 E. Colfax Avenue,Denver,CO,80220,39.739745,-104.905031,,Propane Tank Exchange,False
Circle K,7285 N Pecos Street,Denver,CO,80221,39.829071,-105.006661,,Propane Tank Exchange,False
Walmart,5990 Dahlia St,Commerce City,CO,80022,39.804668,-104.928117,,Propane Tank Exchange,False
7 Eleven,5605 E 56th Ave,Commerce City,CO,80022,39.798891,-104.92189,,Propane Tank Exchange,False
7 Eleven,7270 Broadway,Denver,CO,80221,39.828774,-104.986862,,Propane Tank Exchange,False
Sharistan Convenience,7310 N Broadway,Denver,CO,80221,39.8294,-104.98701,,Propane Tank Exchange,False
Comarket,1495 S Sheridan Blvd,Lakewood,CO,80232,39.689804,-105.053664,,Propane Tank Exchange,False
Circle K,2200 W Evans,Englewood,CO,80110,39.678355,-105.013805,,Propane Tank Exchange,False
7 Eleven,7355 Ralston Rd,Arvada,CO,80002,39.802352,-105.077266,,Propane Tank Exchange,False
Stinker Stores,3485 W 72nd Ave,Westminster,CO,80030,39.827522,-105.031062,,Propane Tank Exchange,False
Chuys,499 S Vance St,Lakewood,CO,80226,39.7074,-105.080128,,Propane Tank Exchange,False
Safeway,9160 W Colfax Ave,Lakewood,CO,80215,39.739404,-105.098887,,Propane Tank Exchange,False
7 Eleven,2950 W Evans,Denver,CO,80219,39.67825,-105.023575,,Propane Tank Exchange,False
Dollar General,654 E Lansing Road,Potterville,MI,48876,42.627925,-84.730209,,Propane Tank Exchange,False
Dollar General,132 S Cedar St,Mason,MI,48854,42.581428,-84.453857,,Propane Tank Exchange,False
Meijer,550 Hull Road,Mason,MI,48854-9270,42.566181,-84.445085,,Propane Tank Exchange,False
Tractor Supply Co.,3001 N Williamston Rd,Williamston,MI,48895,42.674105,-84.283591,,Propane Cylinder Refill,False
Murphy USA,1686 Packard Hwy,Charlotte,MI,48813,42.581683,-84.803804,,Propane Tank Exchange,False
Dollar General,900 South Main St,Eaton Rapids,MI,48827,42.503794,-84.657108,,Propane Tank Exchange,False
Tractor Supply Co.,2150 S US Highway 27,St. Johns,MI,48879,42.981883,-84.544579,,Propane Cylinder Refill,False
ACE Hardware And Lumber,108 E Elizabeth St,Eaton Rapids,MI,48827,42.503223,-84.655514,,Propane Cylinder Refill,False
Dollar General,3300 Lansing Road,Perry,MI,48872,42.835205,-84.225986,,Propane Tank Exchange,False
Dollar General,707 E State St,St Johns,MI,48879,43.001737,-84.548796,,Propane Tank Exchange,False
Meijer,1085 East Clinton Trail,Charlotte,MI,48813-7317,42.553462,-84.815893,,Propane Tank Exchange,False
7 Eleven,3013 Lansing Rd,Perry,MI,48872,42.835441,-84.22014,,Propane Tank Exchange,False
CVS,301 S Cochran Ave,Charlotte,MI,48813,42.56053,-84.835369,,Propane Tank Exchange,False
Dollar General,4668 W Grand River Ave,Webberville,MI,48892,42.665994,-84.182993,,Propane Tank Exchange,False
Self Serve Lumber,2500 N US 27,St Johns,MI,48879,43.023286,-84.561773,,Propane Tank Exchange,False
Albertsons,3614 W State St,Boise,ID,83703,43.640035,-116.232669,,Propane Tank Exchange,False
Stinker Stores,3412 State St,Boise,ID,83703,43.638117,-116.23205,,Propane Tank Exchange,False
Jacksons Food Stores,107 Broadway Ave,Boise,ID,83702,43.610693,-116.193731,,Propane Tank Exchange,False
Stinker Stores,2323 Main St,Boise,ID,83702,43.621504,-116.219515,,Propane Tank Exchange,False
Jacksons Food Stores,505 S Capitol Blvd,Boise,ID,83702,43.611899,-116.205618,,Propane Tank Exchange,False
Jacksons Food Stores,2510 W Fairview Ave,Boise,ID,83702,43.621136,-116.221545,,Propane Tank Exchange,False
Maverik,2710 Main St,Boise,ID,83702,43.622229,-116.224442,,Propane Tank Exchange,False
M & W Markets,1835 Warm Springs,Boise,ID,83712,43.602471,-116.172865,,Propane Tank Exchange,False
On The Fly,4780 W State St,Boise,ID,83703,43.649501,-116.247945,,Propane Tank Exchange,False
Jacksons Food Stores,1005 Broadway Ave,Boise,ID,83706,43.600789,-116.194132,,Propane Tank Exchange,False
7 Eleven,9111 Annapolis Road,Lanham,MD,20706,38.963269,-76.856533,,Propane Tank Exchange,False
7 Eleven,7901 Wise Ave,Baltimore,MD,21222,39.266184,-76.495098,,Propane Tank Exchange,False
CVS,7845 Wise Avenue,Baltimore,MD,21222,39.266469,-76.495709,,Propane Tank Exchange,False
BP,7801 Wise Ave,Dundalk,MD,21222,39.268101,-76.499367,,Propane Tank Exchange,False
7 Eleven,2950 W Evans,Denver,CO,80219,39.67825,-105.023575,,Propane Tank Exchange,False
Home Depot (QR code),3870 Quebec St ,Denver,CO,80207,39.770585,-104.901293,,Propane Tank Exchange,True
Walmart,2770 West Evans Avenue,Denver,CO,80219,39.677703,-105.02161,,Propane Tank Exchange,True
CONOCO,2110 S Federal Blvd,Denver,CO,80219,39.678219,-105.024556,,Propane Tank Exchange,False
7 Eleven,7201 Lowell Blvd,Westminster,CO,80030,39.827706,-105.034875,,Propane Tank Exchange,False
7 Eleven,7382 Federal Blvd,Westminster,CO,80030,39.830193,-105.024484,,Propane Tank Exchange,False
Safeway,7353 Federal Blvd,Westminster,CO,80030,39.829672,-105.027433,,Propane Tank Exchange,False
7 Eleven,7295 East 7th Ave,Denver,CO,80220,39.727158,-104.903941,,Propane Tank Exchange,False
7 Eleven,7675 East Colfax,Denver,CO,80220,39.74045,-104.899162,,Propane Tank Exchange,False
Phillips,1645 E Evans Ave,Denver,CO,80210,39.678728,-104.96784,,Propane Tank Exchange,False
Safeway,2150 S Downing St,Denver,CO,80210,39.677371,-104.972016,,Propane Tank Exchange,False
7 Eleven,1600 E Evans,Denver,CO,80210,39.678228,-104.968342,,Propane Tank Exchange,False
7 Eleven,7540 Pecos St,Denver,CO,80221,39.833934,-105.005565,,Propane Tank Exchange,False
Food & Gas Mart,7590 Pecos Street,Denver,CO,80022,39.83418,-105.005634,,Propane Tank Exchange,False
Safeway,1653 S Colorado Boulevard,Denver,CO,80222,39.687039,-104.942523,,Propane Tank Exchange,False
Circle K,1600 S Colorado,Denver,CO,80222,39.687171,-104.9403,,Propane Tank Exchange,False
7 Eleven,2396 South Federal Blvd,Denver,CO,80219,39.673726,-105.024556,,Propane Tank Exchange,False
Walmart,7155 Sheridan Blvd,Westminster,CO,80003,39.825229,-105.056289,,Propane Tank Exchange,True
Safeway,200 Quebec,Denver,CO,80230,39.720049,-104.901707,,Propane Tank Exchange,False
Circle K,5600 E 64th Ave,Commerce City,CO,80022,39.812603,-104.921859,,Propane Tank Exchange,False
Albertsons,1219 S Broadway Ave,Boise,ID,83706,43.598206,-116.19523,,Propane Tank Exchange,False
Jacksons Food Stores,3780 W Chinden Blvd,Garden City,ID,83714,43.626426,-116.243877,,Propane Tank Exchange,False
Jacksons Food Stores,4168 W Chinden Blvd,Boise,ID,83714,43.63125,-116.250839,,Propane Tank Exchange,False
Jacksons Food Stores,4400 W Chinden Blvd,Boise,ID,83714,43.634247,-116.254713,,Propane Tank Exchange,False
Stinker Stores,1607 Broadway Ave,Boise,ID,83706,43.59308,-116.19399,,Propane Tank Exchange,False
Jacksons Food Stores,6010 W  State St,Boise,ID,83703,43.659287,-116.263517,,Propane Tank Exchange,False
Stinker Stores,620 S Vista Ave,Boise,ID,83705,43.59841,-116.213158,,Propane Tank Exchange,False
Jacksons Food Stores,791 N Garden St,Boise,ID,83706,43.611386,-116.239027,,Propane Tank Exchange,False
Jacksons Food Stores,6400 W State St,Boise,ID,83714,43.662262,-116.268978,,Propane Tank Exchange,False
Jacksons Food Stores,2002 Broadway Ave,Boise,ID,83706,43.587884,-116.19313,,Propane Tank Exchange,False
Gas For Less,201 W Boise Ave,Boise,ID,83706,43.585883,-116.183792,,Propane Tank Exchange,False
Jacksons Food Stores,201 W Boise Ave,Boise,ID,83706,43.585882,-116.183791,,Propane Tank Exchange,False
Campos Market,413 N Orchard St,Boise,ID,83706,43.608394,-116.243958,,Propane Tank Exchange,False
Jacksons Food Stores,4133 W Rose Hill St,Boise,ID,83705,43.6004,-116.232898,,Propane Tank Exchange,False
Stinker Stores,300 N Orchard,Boise,ID,83706,43.607145,-116.24294,,Propane Tank Exchange,False
Albertsons,2300 S Apple St,Boise,ID,83706,43.582374,-116.172837,,Propane Tank Exchange,False
U-Haul,883 University Ave,Saint Paul,MN,55104,44.956117,-93.137465,,Propane Cylinder Refill,False
Holiday Station,1345 Marshall Avenue,St. Paul,MN,55104,44.948785,-93.157434,,Propane Tank Exchange,False
Holiday Station,965 Sibley Memorial Highway,Lilydale,MN,55118,44.900258,-93.137683,,Propane Tank Exchange,False
CVS,1471 Robert St,West St. Paul,MN,55118,44.902054,-93.081336,,Propane Tank Exchange,False
Holiday Station,281 Snelling Ave N,Saint Paul,MN,55104,44.949832,-93.167259,,Propane Tank Exchange,False
ACE Hardware,840 Payne Ave,Saint Paul,MN,55130,44.96631,-93.073258,,Propane Tank Exchange,False
M&H Gas,721 Arcade Street,Saint Paul,MN,55106,44.963433,-93.066433,,Propane Tank Exchange,False
Tiger Stop,976 East 7th Street,Saint Paul,MN,55105,44.963048,-93.06357,,Propane Tank Exchange,False
CVS,30 Fairview Ave S,Saint Paul,MN,55105,44.940435,-93.176318,,Propane Tank Exchange,False
Dollar General,1055 Payne Ave,St Paul,MN,55130,44.973246,-93.074121,,Propane Tank Exchange,False
Bobby & Steves Auto,1820 South Robert Street,St Paul,MN,55118,44.891378,-93.080058,,Propane Tank Exchange,False
CVS,810 Maryland Ave E,Saint Paul,MN,55106,44.976953,-93.066351,,Propane Tank Exchange,False
Home Depot,1300 East Mendota Road,Inver Grove Heights,MN,55077,44.882321,-93.076154,,Propane Tank Exchange,False
Dollar General,1990 Suburban Ave,St Paul,MN,55119,44.949208,-93.016132,,Propane Tank Exchange,False
Holiday Station,4601 Hiawatha Avenue,Minneapolis,MN,55406,44.919205,-93.217488,,Propane Tank Exchange,False
Holiday Station,280 McKnight Road South,Maplewood,MN,55109,44.932548,-93.004047,,Propane Tank Exchange,False
Super USA,3801 Minniehaha Ave S,Minneapolis,MN,55406,44.934004,-93.223232,,Propane Tank Exchange,False
ABC Rental,460 E Villaume Ave,So St Paul,MN,55075,44.879509,-93.029379,,Propane Cylinder Refill,False
ABC Rentals,460 E Villaume Avenue,South St Paul,MN,55075,44.879509,-93.029379,,Propane Cylinder Refill,False
Hudsons Hardware,2900 East 42nd Street,Minneapolis,MN,55407,44.92722,-93.230515,,Propane Tank Exchange,False
Holiday Station,1040 South Concord St,South St. Paul,MN,55075,44.873261,-93.029653,,Propane Tank Exchange,False
Stinker Stores,10010 W 27th Ave,Wheat Ridge,CO,80033,39.755584,-105.110022,,Propane Tank Exchange,False
7 Eleven,750 S Monaco,Denver,CO,80224,39.703127,-104.912376,,Propane Tank Exchange,False
ACE Hardware,2563 Kipling St,Lakewood,CO,80215,39.753775,-105.110455,,Propane Cylinder Refill,False
ACE Hardware,2563 Kipling Street,Lakewood,CO,80215,39.753775,-105.110455,,Propane Tank Exchange,False
7 Eleven,5241 W 72nd Ave,Westminster,CO,80003,39.827751,-105.056232,,Propane Tank Exchange,False
Circle K,1155 S Wadsworth Blvd,Lakewood,CO,80232,39.69576,-105.082206,,Propane Tank Exchange,False
Circle K,5601 Quebec St,Commerce City,CO,80022,39.799158,-104.904331,,Propane Tank Exchange,False
ACE Hardware,1417 S Holly St,Denver,CO,80222,39.69075,-104.922916,,Propane Tank Exchange,False
Cherry Creek ACE Hardware,1417 S Holly St,Denver,CO,80222,39.69075,-104.922916,,Propane Cylinder Refill,False
7 Eleven,6966 Dahlia St,Commerce City,CO,80022,39.822959,-104.931128,,Propane Tank Exchange,False
7 Eleven,2410 South University Blvd,Denver,CO,80210,39.672731,-104.958864,,Propane Tank Exchange,False
Circle K,990 S Monaco Parkway,Denver,CO,80224,39.698779,-104.912468,,Propane Tank Exchange,False
Circle K,722 Kipling Street,Lakewood,CO,80215,39.728575,-105.109331,,Propane Tank Exchange,False
7 Eleven,8755 Montview Blvd,Denver,CO,80220,39.747805,-104.886465,,Propane Tank Exchange,False
7 Eleven,5797 Quebec Street,Commerce City,CO,80022,39.80181,-104.903982,,Propane Tank Exchange,False
7 Eleven,1510 S Holly St,Denver,CO,80222,39.689119,-104.92209,,Propane Tank Exchange,False
7 Eleven,2201 S Sheridan,Denver,CO,80222,39.675369,-105.053755,,Propane Tank Exchange,False
Circle K,7584 Sheridan Blvd,Arvada,CO,80003,39.834146,-105.052773,,Propane Tank Exchange,False
All-In-One Store,6725 Wadsworth Blvd,Arvada,CO,80003,39.818658,-105.081643,,Propane Tank Exchange,False
Onkar,6215 Carr St,Arvada,CO,80004,39.810653,-105.091226,,Propane Tank Exchange,False
Carniceria,2796 S Federal Blvd,Denver,CO,80236,39.665866,-105.024445,,Propane Tank Exchange,False
Circle K,4885 Kipling Street,Wheat Ridge,CO,80033,39.785353,-105.110069,,Propane Tank Exchange,False
Circle K,2210 S Colorado Blvd,Denver,CO,80222,39.676419,-104.940443,,Propane Tank Exchange,False
7 Eleven,5010 Kipling,Wheat Ridge,CO,80033,39.788153,-105.109039,,Propane Tank Exchange,False
Circle K,6802 Wadsworth,Arvada,CO,80003,39.820424,-105.080995,,Propane Tank Exchange,False
Jacksons Food Stores,1107 N Curtis Rd,Boise,ID,83706,43.614839,-116.253937,,Propane Tank Exchange,False
Albertsons,909 E Parkcenter Blvd,Boise,ID,83706,43.58114,-116.172243,,Propane Tank Exchange,False
Stinker Stores,1601 S Vista Avenue,Boise,ID,83706,43.589621,-116.214028,,Propane Tank Exchange,False
Albertsons,1653 S Vista,Boise,ID,83705,43.589221,-116.215577,,Propane Tank Exchange,False
Jacksons Food Stores,6350 W Fairview Ave,Boise,ID,83704,43.619433,-116.260292,,Propane Tank Exchange,False
D & B Supply,680 E Boise Ave,Boise,ID,83706,43.579898,-116.174843,,Propane Tank Exchange,False
D & B Supply,6650 Glenwood,Garden City,ID,83714,43.664274,-116.277755,,Propane Tank Exchange,False
Albertsons,7100 W State St,Boise,ID,83714,43.668929,-116.27764,,Propane Tank Exchange,False
Stinker Stores,2550 S Apple,Boise,ID,83706,43.579156,-116.172577,,Propane Tank Exchange,False
Maverik,7333 Ustick Rd,Boise,ID,83704,43.633504,-116.273687,,Propane Tank Exchange,False
Jacksons Food Stores,5985 Glenwood St,Garden City,ID,83714,43.659018,-116.280624,,Propane Tank Exchange,False
Stinker Stores,3203 N Cole Rd,Boise,ID,83704,43.634332,-116.274625,,Propane Tank Exchange,False
Jacksons Food Stores,2581 Broadway Ave,Boise,ID,83706,43.57924,-116.193967,,Propane Tank Exchange,False
Walmart,3233 N Cole Rd,Boise,ID,83704,43.634402,-116.276103,,Propane Tank Exchange,False
Walmart,3233 N Cole Rd,Boise,ID,83704,43.634402,-116.276103,,Propane Tank Exchange,True
Walmart,7319 West State Street,Garden City,ID,83714,43.669056,-116.283928,,Propane Tank Exchange,False
Jacksons Food Stores,2689 S Federal Way,Boise,ID,83705,43.578086,-116.197883,,Propane Tank Exchange,False
Jacksons Food Stores,1575 E Boise Ave,Boise,ID,83706,43.573871,-116.164195,,Propane Tank Exchange,False
Jacksons Food Stores,5801 Franklin Rd,Boise,ID,83709,43.603019,-116.253961,,Propane Tank Exchange,False
Jacksons Food Stores,2405 S Vista Ave,Boise,ID,83705,43.58053,-116.214253,,Propane Tank Exchange,False
Jacksons Food Stores,4190 Nez Perce St,Boise,ID,83705,43.587623,-116.23322,,Propane Tank Exchange,False
Jacksons Food Stores,1203 S Orchard St,Boise,ID,83705,43.593173,-116.244286,,Propane Tank Exchange,False
Albertsons,1520 N Cole Rd,Boise,ID,83704,43.618144,-116.272732,,Propane Tank Exchange,False
Albertsons,5100 Overland Rd,Boise,ID,83705,43.59194,-116.245052,,Propane Tank Exchange,False
Stinker Stores,1525 S Orchard,Boise,ID,83705,43.590196,-116.244076,,Propane Tank Exchange,False
Pilot Flying J,3353 S Federal Way,Boise,ID,83709,43.571226,-116.189548,,Propane Tank Exchange,False
Home Depot (QR code),3639 E Federal Way,Boise,ID,83705,43.567527,-116.184514,,Propane Tank Exchange,True
Jacksons Food Stores,3200 S Vista Ave,Boise,ID,83705,43.573226,-116.214061,,Propane Tank Exchange,False
Home Brew Stuff,9115 W Chinden,Garden City,ID,83714,43.654628,-116.29571,,Propane Tank Exchange,False
Jacksons Food Stores,5797 Overland Rd,Boise,ID,83705,43.589483,-116.25335,,Propane Tank Exchange,False
Holiday Station,2660 Eagan Woods Drive,Eagan,MN,55121,44.857016,-93.167977,,Propane Tank Exchange,False
CVS,2650 Rice St,Little Canada,MN,55113,45.021481,-93.105406,,Propane Tank Exchange,False
Holiday Station,3044 Holiday Lane,Eagan,MN,55121,44.846455,-93.122862,,Propane Tank Exchange,False
Koob Moo,1259 Gervais Ave,Maplewood,MN,55109,45.01428,-93.047565,,Propane Tank Exchange,False
CVS,2196 White Bear Ave N,Maplewood,MN,55109,45.00708,-93.024633,,Propane Tank Exchange,False
Holiday Station,3550 Cedar Avenue South,Minneapolis,MN,55407,44.937913,-93.247707,,Propane Tank Exchange,False
Holiday Station,2124 E Franklin Ave,Minneapolis,MN,55404,44.962971,-93.241882,,Propane Tank Exchange,False
Holiday Station,1301 Industrial Blvd Ne,Minneapolis,MN,55413,45.002032,-93.211176,,Propane Tank Exchange,False
U-Haul,2242 White Bear Ave,Maplewood,MN,55109,45.008931,-93.024259,,Propane Cylinder Refill,False
Holiday Station,6976 Cahill Avenue,Inver Grove Heights,MN,55076,44.848391,-93.042402,,Propane Tank Exchange,False
Holiday Station,2729 Stillwater Road,Maplewood,MN,55119,44.975749,-92.985298,,Propane Tank Exchange,False
Home Depot,3220 Denmark Avenue,Eagan,MN,55121,44.839423,-93.155687,,Propane Tank Exchange,False
Holiday Station,6380 E Concord Blvd,Inver Grove Heights,MN,55076,44.857727,-93.019986,,Propane Tank Exchange,False
Home Depot (QR code),2360 White Bear Ave N,Maplewood,MN,55109,45.012457,-93.017111,,Propane Tank Exchange,True
Dollar General,1433 E Franklin Avenue,Minneapolis,MN,55404,44.962409,-93.253595,,Propane Tank Exchange,False
Holiday Station,2255 East South Avenue,North St. Paul,MN,55109,45.006982,-93.00588,,Propane Tank Exchange,False
Holiday Station,7700 34th Avenue S,Minneapolis,MN,55450,44.864111,-93.223715,,Propane Tank Exchange,False
Home Depot,6301 Richfield Pkwy,Richfield,MN,55423,44.887161,-93.247991,,Propane Tank Exchange,False
Freedom Valu,1535 Beam Ave,Maplewood,MN,55109,45.028714,-93.036577,,Propane Tank Exchange,False
Holiday Station,1617 Broadway St Ne,Minneapolis,MN,55413,44.999007,-93.23618,,Propane Tank Exchange,False
Holiday Station,1025 Hadley Ave,Oakdale,MN,55128,44.96369,-92.963816,,Propane Tank Exchange,False
Home Depot,1520 New Brighton Blvd,Minneapolis,MN,55413,45.005051,-93.234313,,Propane Tank Exchange,False
Holiday Station,620 Central Ave Ne,Minneapolis,MN,55414,44.990243,-93.251759,,Propane Tank Exchange,False
Holiday Station,3615 Pilot Knob Rd,Eagan,MN,55122,44.826798,-93.168183,,Propane Tank Exchange,False
Holiday Station,2159 Division St N,North St Paul,MN,55109,45.006293,-92.985327,,Propane Tank Exchange,False
Holiday Station,2438 Margaret Street,St. Paul,MN,55109,45.014795,-92.991911,,Propane Tank Exchange,False
Holiday Station,5444 Nicollet Ave,Minneapolis,MN,55419,44.904403,-93.27863,,Propane Tank Exchange,False
AmeriGas Propane,2727 West Main St,Jefferson City,MO,65109,38.595194,-92.223244,(573) 636-5155,AmeriGas Office,False
Dollar General,2114 Schotthill Woods Drive,Jefferson City,MO,65101,38.546665,-92.148495,,Propane Tank Exchange,False
Schulte's Fresh Foods,1904 Southwest Blvd,Jefferson City,MO,65109,38.553773,-92.200382,,Propane Tank Exchange,False
Walmart,401 Super Center Drive,Jefferson City,MO,65101,38.54092,-92.11879,,Propane Tank Exchange,False
