Name,Street_Address,City,State,Zip-Code,Latitude,Longitude,Phone#,Loc Type,24/7 Self-Service
7 Eleven,16310 E Quincy,Aurora,CO,80015,39.638095,-104.798429,,Propane Tank Exchange,False
Circle K,8071 Blakeland Dr,Littleton,CO,80125,39.561683,-105.036518,,Propane Tank Exchange,False
7 Eleven,2093 S Cathay Way,Aurora,CO,80013,39.678688,-104.767806,,Propane Tank Exchange,False
7 Eleven,8380 S Colorado Blvd,Highlands Ranch,CO,80126,39.564532,-104.941246,,Propane Tank Exchange,False
7 Eleven,8076 Blakeland Dr,Littleton,CO,80125,39.561041,-105.037043,,Propane Tank Exchange,False
Circle K,2601 S Tower Road,Aurora,CO,80013,39.668609,-104.772924,,Propane Tank Exchange,False
Walmart,10900 E Briarwood Ave,Centennial,CO,80112,39.590409,-104.861698,,Propane Tank Exchange,True
7 Eleven,9355 E Dry Creek Rd,Centennial,CO,80112,39.581042,-104.88051,,Propane Tank Exchange,False
Stinker Stores,12022 E Arapahoe Rd,Englewood,CO,80112,39.594737,-104.848631,,Propane Tank Exchange,False
ACE Hardware,15181 E 104th Avenue,Commerce City,CO,80022,39.887562,-104.810716,,Propane Tank Exchange,False
Reunion Shops ACE Hardware,15181 E 104th Ave,Commerce City,CO,80022,39.887562,-104.810716,,Propane Cylinder Refill,False
Cabelas,14050 Lincoln St,Thornton,CO,80023,39.951747,-104.9858,,Propane Tank Exchange,False
7 Eleven,12060 E 120th Avenue,Henderson,CO,80640,39.913456,-104.847309,,Propane Tank Exchange,False
7 Eleven,5601 E 136th Ave,Thornton,CO,80602,39.943329,-104.921375,,Propane Tank Exchange,False
7 Eleven,15610 E 104th Ave,Commerce City,CO,80022,39.884858,-104.805518,,Propane Tank Exchange,False
Home Depot (QR code),5600 S Chambers Rd,Aurora,CO,80015,39.616495,-104.811719,,Propane Tank Exchange,True
Walmart,500 Summit Blvd,Broomfield,CO,80021,39.925737,-105.135779,,Propane Tank Exchange,True
Circle K,8263 S Quebec St,Englewood,CO,80112,39.56643,-104.905977,,Propane Tank Exchange,False
7 Eleven,16601 E Smokey Hill,Aurora,CO,80015,39.627973,-104.795554,,Propane Tank Exchange,False
Walmart,5650 S Chambers Rd,Aurora,CO,80015,39.613818,-104.811593,,Propane Tank Exchange,True
JDS Market,8808 S Colorado Blvd,Highlands Ranch,CO,80216,39.556222,-104.941371,,Propane Tank Exchange,False
Safeway,12442 W Ken Caryl Ave,Littleton,CO,80127,39.579338,-105.134833,,Propane Tank Exchange,False
7 Eleven,7505 Parkway Drive,Littleton,CO,80124,39.565143,-104.901992,,Propane Tank Exchange,False
Circle K,3504 S Tower Road,Aurora,CO,80013,39.652571,-104.771665,,Propane Tank Exchange,False
Circle K,595 Summit Blvd,Broomfield,CO,80021,39.928172,-105.137586,,Propane Tank Exchange,False
Walmart,6675 Business Center Dr,Highlands Ranch,CO,80130,39.562358,-104.91078,,Propane Tank Exchange,False
7 Eleven,18883 East Hampden,Aurora,CO,80013,39.654094,-104.770204,,Propane Tank Exchange,False
Safeway,3602 W 144th Ave,Broomfield,CO,80023,39.956534,-105.035742,,Propane Tank Exchange,False
Walmart,16746 E Smoky Hill Rd,Centennial,CO,80015,39.625198,-104.793939,,Propane Tank Exchange,True
Walmart,16746 East Smokey Hill Road,Centennial,CO,80015,39.625198,-104.793938,,Propane Tank Exchange,False
Safeway,18730 East Hampden Ave,Aurora,CO,80013,39.651301,-104.769779,,Propane Tank Exchange,False
Circle K,9275 S Broadway,Highlands Ranch,CO,80129,39.548285,-104.99251,,Propane Tank Exchange,False
Safeway,9255 S Broadway,Highlands Ranch,CO,80129,39.547786,-104.994199,,Propane Tank Exchange,False
Circle K,9986 W Remington Pl,Littleton,CO,80128,39.564611,-105.109313,,Propane Tank Exchange,False
Albertsons,8434 S Kipling Parkway,Littleton,CO,80127,39.563496,-105.107502,,Propane Tank Exchange,False
Home Depot (QR code),1200 Mayberry Rd     ,Highlands Ranch,CO,80129,39.545025,-105.000772,,Propane Tank Exchange,True
Safeway,1601 Coalton Rd,Superior,CO,80027,39.930421,-105.149104,,Propane Tank Exchange,False
Home Depot (QR code),8477 S Yosemite Ave  ,Lone Tree,CO,80124,39.562361,-104.884045,,Propane Tank Exchange,True
Circle K,14705 E Arapahoe Rd,Aurora,CO,80016,39.595714,-104.817416,,Propane Tank Exchange,False
Circle K,9356 S Colorado Blvd,Highlands Ranch,CO,80126,39.545897,-104.943304,,Propane Tank Exchange,False
Pioneer Sand Broomfield,11250 Dillon Road,Broomfield,CO,80020,39.957861,-105.089425,,Propane Tank Exchange,False
Pioneer Sand Company,11250 Dillon Road,Broomfield,CO,80020,39.957861,-105.089425,,Propane Cylinder Refill,False
7 Eleven,3650 Highland Ranch Pkwy,Littleton,CO,80126,39.54296,-104.946547,,Propane Tank Exchange,False
Murdochs Ranch & Home Supply,12154 Dumont Way,Littleton,CO,80125,39.539437,-105.037068,,Propane Tank Exchange,False
Murdoch's Ranch & Home Supply,12154 Dumont Way,Littleton,CO,80125,39.539437,-105.037068,,Propane Cylinder Refill,False
ACE Hardware,9579 S University,Highlands Ranch,CO,80126,39.542141,-104.939393,,Propane Cylinder Refill,False
ACE Hardware,9579 S University Blvd,Highlands Ranch,CO,80126,39.542141,-104.939393,,Propane Tank Exchange,False
7 Eleven,8750 S Yosemite St,Lone Tree,CO,80124,39.557135,-104.881178,,Propane Tank Exchange,False
7 Eleven,19390 Quincy Rd Near Reservoir,Aurora,CO,80015,39.638,-104.761,,Propane Tank Exchange,False
Your Storage Center,22020 E Atlantic Place,Aurora,CO,80018,39.679586,-104.731837,,Propane Cylinder Refill,False
Marsala Xpress,4590 S Reservoir Rd,Centennial,CO,80015,39.634252,-104.759265,,Propane Tank Exchange,False
Circle K,18565 E Smokey Hill Road,Aurora,CO,80015,39.618316,-104.770899,,Propane Tank Exchange,False
Event Rents,13305 James E Casey Ave,Englewood,CO,80112,39.562341,-104.835044,,Propane Cylinder Refill,False
Murphy USA,2346 S Highway 287,Lafayette,CO,80026,39.973993,-105.089524,,Propane Tank Exchange,False
Walmart,21475 E Quincy Ave,Aurora,CO,80015,39.640048,-104.737784,,Propane Tank Exchange,True
Walmart,21475 E Quincy Avenue,Aurora,CO,80015,39.640072,-104.737601,,Propane Tank Exchange,False
7 Eleven,21405 E Quincy Ave,Aurora,CO,80015,39.639145,-104.737809,,Propane Tank Exchange,False
7 Eleven,15550 East Broncos Parkway,Englewood,CO,80112,39.574236,-104.807237,,Propane Tank Exchange,False
Safeway,9229 East Lincoln Ave,Lonetree,CO,80124,39.537875,-104.883172,,Propane Tank Exchange,False
Maverik,21800 E Quincy Ave,Aurora,CO,80015,39.637713,-104.733343,,Propane Tank Exchange,False
Home Depot (QR code),16420 Washington St,Broomfield,CO,80020,39.994352,-104.974481,,Propane Tank Exchange,True
Albertsons,910 West Cherry Ave,Louisville,CO,80027,39.963792,-105.16007,,Propane Tank Exchange,False
Circle K,225 West South Boulder Road,Lafayette,CO,80026,39.987261,-105.092299,,Propane Tank Exchange,False
7 Eleven,11802 East Oswego Street,Englewood,CO,80112,39.536756,-104.854394,,Propane Tank Exchange,False
Home Depot,1200 Dillon Rd,Louisville,CO,80027,39.961269,-105.169574,,Propane Tank Exchange,False
Circle K,585 W South Boulder Rd,Lafayette,CO,80026,39.988291,-105.097826,,Propane Tank Exchange,False
Centaur Food & Fuel,1208 Centaur Village Dr,Lafayette,CO,80026,39.986073,-105.10698,,Propane Tank Exchange,False
7 Eleven,3240 Village Vista Dr,Erie,CO,80516,40.000808,-105.01866,,Propane Tank Exchange,False
Murphy USA,405 State Hwy 7,Broomfield,CO,80023,40.001983,-104.983068,,Propane Tank Exchange,False
Nobel Store,12354 Weld County Rd 2,Brighton,CO,80603,40.000348,-104.944913,,Propane Tank Exchange,False
Cabelas,10670 Cabela Drive,Lone Tree,CO,80124,39.521141,-104.869387,,Propane Tank Exchange,False
Walmart,60 W Bromley Ln,Brighton,CO,80601,39.969527,-104.823754,,Propane Tank Exchange,True
Home Depot,2440 Buckley Rd,Brighton,CO,80601,39.951478,-104.787465,,Propane Tank Exchange,False
Murphy USA,79 W Bromley Ln,Brighton,CO,80601,39.972833,-104.822658,,Propane Tank Exchange,False
Home Depot,1014 El Rancho Rd,Golden,CO,80439,39.698989,-105.327061,,Propane Tank Exchange,False
Walmart,952 Swede Gulch Rd,Evergreen,CO,80439,39.70084,-105.327685,,Propane Tank Exchange,True
Circle K,385 East Bromley Lane,Brighton,CO,80601,39.972656,-104.818687,,Propane Tank Exchange,False
7 Eleven,1285 W Baseline Rd,Lafayette,CO,80026,40.000543,-105.106464,,Propane Tank Exchange,False
Walmart,745 N. Highway 287,Lafayette,CO,80026,40.005773,-105.105065,,Propane Tank Exchange,False
Home Depot (QR code),6000 S Gun Club Rd,Aurora,CO,80016,39.606796,-104.71582,,Propane Tank Exchange,True
Circle K,22998 E Smokey Hill Rd,Aurora,CO,80016,39.601018,-104.720831,,Propane Tank Exchange,False
Albertsons,6100 S Gun Club Rd,Aurora,CO,80016,39.604725,-104.714726,,Propane Tank Exchange,False
Circle K,6220 S Gun Club Rd,Aurora,CO,80016,39.602991,-104.71623,,Propane Tank Exchange,False
Stinker Stores,27885 Meadow Dr,Evergreen,CO,80439,39.636804,-105.315474,,Propane Tank Exchange,False
Circle K,16550 Keystone Boulevard,Parker,CO,80134,39.532767,-104.797104,,Propane Tank Exchange,False
7 Eleven,23830 E Smoky Hill Road,Aurora,CO,80016,39.599359,-104.711421,,Propane Tank Exchange,False
Walmart,6101 South Aurora Parkway,Aurora,CO,80016,39.60631,-104.704884,,Propane Tank Exchange,False
7 Eleven,7451 South Gartrell Road,Aurora,CO,80016,39.581283,-104.725571,,Propane Tank Exchange,False
Circle K,3334 Arapahoe Rd,Erie,CO,80516,40.016461,-105.102317,,Propane Tank Exchange,False
Safeway,3333 Arapahoe Road,Erie,CO,80516,40.016947,-105.100841,,Propane Tank Exchange,False
7 Eleven,1012 Bridge Street,Brighton,CO,80601,39.986451,-104.809508,,Propane Tank Exchange,False
Saddlerock ACE Hardware,7420 S Gartrell Road Unit B,Aurora,CO,80011,39.580607,-104.72252,,Propane Cylinder Refill,False
ACE Hardware,7420 S Gartrell Road,Aurora,CO,80016,39.580531,-104.722518,,Propane Tank Exchange,False
Safeway,8355 N Rampart Range Rd,Littleton,CO,80125,39.483608,-105.074505,,Propane Tank Exchange,False
Tractor Supply Co.,147 Denver St,Brighton,CO,80601,39.995017,-104.821476,,Propane Cylinder Refill,False
Circle K,9701 S Parker Rd,Parker,CO,80134,39.539828,-104.770189,,Propane Tank Exchange,False
7 Eleven,3876 E Bromley Ln,Brighton,CO,80601,39.971926,-104.773015,,Propane Tank Exchange,False
Safeway,1605 Bridge St,Brighton,CO,80601,39.987898,-104.801415,,Propane Tank Exchange,False
Murdochs Ranch & Home Supply,9853 S Parker Road,Parker,CO,80134,39.537591,-104.770472,,Propane Tank Exchange,False
7 Eleven,1446 N 95th Street,Lafayette,CO,80026,40.016244,-105.130609,,Propane Tank Exchange,False
Ponderosa Market And Spirits,4053 Evergreen Parkway,Evergreen,CO,80439,39.641391,-105.334521,,Propane Tank Exchange,False
Safeway,3851 South Highway 74,Evergreen,CO,80439,39.645997,-105.339512,,Propane Tank Exchange,False
AmeriGas Propane,1684 U.S. 80,Pearl,MS,39208,32.277842,-90.147049,(601) 939-1171,AmeriGas Office,False
CVS,305 Meadowbrook Rd,Jackson,MS,39206,32.349511,-90.17474,,Propane Tank Exchange,False
Quick Stop,4145 N State St,Jackson,MS,39206,32.348491,-90.175875,,Propane Tank Exchange,False
Piggly Wiggly,225 Meadowbrook Rd,Jackson,MS,39206,32.349066,-90.17657,,Propane Tank Exchange,False
U-Haul,4181 Northview Dr,Jackson,MS,39206,32.354356,-90.176515,,Propane Cylinder Refill,False
Dollar General,3957 Northview Drive,Jackson,MS,39213,32.349639,-90.178436,,Propane Tank Exchange,False
Marathon,2088 Lakeland Drive,Jackson,MS,39216,32.33329,-90.132516,,Propane Tank Exchange,False
Dollar General,304 Briarwood Drive,Jackson,MS,39213,32.380569,-90.154217,,Propane Tank Exchange,False
Circle K,2391 Lakeland Drive,Flowood,MS,39232,32.328157,-90.118975,,Propane Tank Exchange,False
Exxon,970 North State Street,Jackson,MS,39202,32.311956,-90.177668,,Propane Tank Exchange,False
Home Depot (QR code),6325 I-55 N,Jackson,MS,39213,32.394615,-90.14619,,Propane Tank Exchange,True
CVS,914 N  State St,Jackson,MS,39202,32.310229,-90.177631,,Propane Tank Exchange,False
Dollar General,340 E Fortification St,Jackson,MS,39202,32.312435,-90.183341,,Propane Tank Exchange,False
Circle K,6154 Old Canton Rd,Jackson,MS,39211,32.385478,-90.116052,,Propane Tank Exchange,False
Circle K,1264 High Street,Jackson,MS,39202,32.30364,-90.169764,,Propane Tank Exchange,False
Southland Gas & Grocery Store,3320 Medgar Evers Blvd,Jackson,MS,39213,32.336685,-90.209208,,Propane Tank Exchange,False
Murphy USA,6394 Ridgewood Rd,Jackson,MS,39211,32.399151,-90.140266,,Propane Tank Exchange,False
Fuel Junction,1330 West Woodrow Wilson Ave,Jackson,MS,39213,32.326725,-90.209306,,Propane Tank Exchange,False
CVS,1600 E County Line Rd,Ridgeland,MS,39157,32.399983,-90.122976,,Propane Tank Exchange,False
Dollar General,2003 E County Line Rd,Jackson,MS,39213,32.399483,-90.120433,,Propane Tank Exchange,False
Dollar General,1214 Capitol St,Jackson,MS,39203,32.308333,-90.201353,,Propane Tank Exchange,False
Jackson Ice Company,607 S Jefferson St,Jackson,MS,39213,32.293173,-90.179278,,Propane Tank Exchange,False
Dollar General,285 Highway 51,Ridgeland,MS,39157,32.412624,-90.140979,,Propane Tank Exchange,False
Dollar General,3150 Northside Dr,Jackson,MS,39213,32.356509,-90.22835,,Propane Tank Exchange,False
Fill N Chill,308 Highway 51,Ridgeland,MS,39157,32.414392,-90.13846,,Propane Tank Exchange,False
Food Depot,3188 W Northside Dr,Jackson,MS,39213,32.357481,-90.229596,,Propane Tank Exchange,False
U-Haul,2203 Hwy 80 E,Pearl,MS,39208,32.27942,-90.136118,,Propane Cylinder Refill,False
Quick Stop,396 Highway 51,Ridgeland,MS,39157,32.421001,-90.1334,,Propane Tank Exchange,False
Pilot Flying J,685 Hwy 80 East,Pearl,MS,39208,32.277377,-90.160437,,Propane Tank Exchange,False
Macs Cool Fuel,3190 Hwy 80 East,Pearl,MS,39208,32.283635,-90.114737,,Propane Tank Exchange,False
Academy Sports,Old Fannin & Flowood Dr,Flowood,MS,39232,32.345467,-90.064707,,Propane Tank Exchange,False
CVS,3201 Hwy 80 E,Pearl,MS,39208,32.282795,-90.112435,,Propane Tank Exchange,False
CVS,4899 Lakeland Dr,Flowood,MS,39232,32.338457,-90.064531,,Propane Tank Exchange,False
Dollar General,1095 West Hwy 80,Jackson,MS,39204,32.285197,-90.20426,,Propane Tank Exchange,False
Supermart,3601 Highway 80 East,Pearl,MS,39208,32.283182,-90.099997,,Propane Tank Exchange,False
Circle K,725 Rice Road,Ridgeland,MS,39157,32.420911,-90.105877,,Propane Tank Exchange,False
Sam's Club ,90 Bass Pro Dr,Pearl,MS,39208,32.269024,-90.148182,,Propane Tank Exchange,True
U-Haul,2234 Hwy 80 West,Jackson,MS,39204,32.290598,-90.223547,,Propane Cylinder Refill,False
Dollar General,1415 Ellis Ave,Jackson,MS,39204,32.293492,-90.228973,,Propane Tank Exchange,False
Circle K,461 South Pearson Rd,Pearl,MS,39208,32.263856,-90.134106,,Propane Tank Exchange,False
U-Haul,1414 Gibraltar Dr,Jackson,MS,39204,32.291848,-90.231868,,Propane Cylinder Refill,False
Dollar General,648 Raymond Road,Jackson,MS,39204,32.283155,-90.227623,,Propane Tank Exchange,False
Dollar General, 524 wWnNrthside dD,Jackson,MS,39209,32.356963,-90.267799,,Propane Tank Exchange,False
Raceway,460 Airport Road South,Pearl,MS,39208,32.278362,-90.071242,,Propane Tank Exchange,False
Food Depot,2861 Terry Rd,Jackson,MS,39213,32.267856,-90.220216,,Propane Tank Exchange,False
Dollar General,4331 Highway 80 W,Jackson,MS,39213,32.305925,-90.25918,,Propane Tank Exchange,False
Circle K,251 Airport Road,Pearl,MS,39208,32.273872,-90.073028,,Propane Tank Exchange,False
Murphy USA,5339 Hwy 25,Flowood,MS,39232,32.35135,-90.02395,,Propane Tank Exchange,False
Circle K,100 Cross Park Dr,Pearl,MS,39208,32.290302,-90.043756,,Propane Tank Exchange,False
Madison C Store,974 Highway 51,Madison,MS,39110,32.457911,-90.112925,,Propane Tank Exchange,False
Murphy USA,2709 Greenway Drive,Jackson,MS,39204,32.290152,-90.267385,,Propane Tank Exchange,False
Dollar General,104 Daniel Lake Blvd,Jackson,MS,39213,32.252385,-90.223843,,Propane Tank Exchange,False
CVS,1014 Highway 51 North,Madison,MS,39110,32.460918,-90.110389,,Propane Tank Exchange,False
Dollar General,604 Grants Ferry Rd,Flowood,MS,39232,32.357732,-90.015412,,Propane Tank Exchange,False
Academy Sports,1951 Main Street,Madison,MS,39110,32.465592,-90.125078,,Propane Tank Exchange,False
CVS,112 Stribling Lane,Brandon,MS,39042,32.283017,-90.036955,,Propane Tank Exchange,False
Circle K,1860 Main Street,Madison,MS,39110,32.46977,-90.131672,,Propane Tank Exchange,False
Home Depot (QR code),200 Orleans Way,Brandon,MS,39042,32.275042,-90.03856,,Propane Tank Exchange,True
Circle K,100 Colony Crossing Blvd,Madison,MS,39110,32.473042,-90.14273,,Propane Tank Exchange,False
CVS,110 Colony Crossing Way,Madison,MS,39110,32.473101,-90.141895,,Propane Tank Exchange,False
CVS,2803 Suncrest Dr,Jackson,MS,39212,32.268752,-90.261931,,Propane Tank Exchange,False
Circle K,1691 W Government Street,Brandon,MS,39042,32.28324,-90.030721,,Propane Tank Exchange,False
Circle K,2166 Hwy 18,Brandon,MS,39042,32.272946,-90.037281,,Propane Tank Exchange,False
Home Depot (QR code),211 Colony Way,Madison,MS,39110,32.4753,-90.144526,,Propane Tank Exchange,True
Circle K,2145 Hwy 18,Brandon,MS,39042,32.274777,-90.035424,,Propane Tank Exchange,False
Dollar General,833 Cooper Rd,Jackson,MS,39212,32.253935,-90.249446,,Propane Tank Exchange,False
Piggly Wiggly,1574 W Government Blvd,Brandon,MS,39042,32.28497,-90.023248,,Propane Tank Exchange,False
Raceway,5785 Hwy 18,Jackson,MS,39213,32.279441,-90.279688,,Propane Tank Exchange,False
Briars Food Mart,1419 East Northside Drive,Clinton,MS,39056,32.351428,-90.307399,,Propane Tank Exchange,False
CVS,801 Hwy 80 E,Clinton,MS,39056,32.332779,-90.310961,,Propane Tank Exchange,False
Dollar General,311 Karlie Dr,Richland,MS,39218,32.214948,-90.155359,,Propane Tank Exchange,False
Mills True Value,205 Clinton Blvd,Clinton,MS,39056,32.335297,-90.313421,,Propane Cylinder Refill,False
CVS,1201 US Hwy 49 S,Richland,MS,39218,32.213087,-90.153229,,Propane Tank Exchange,False
Dollar General,807 Berkshire Street,Clinton,MS,39056,32.347688,-90.315992,,Propane Tank Exchange,False
Tractor Supply Co.,102 Baptist Dr,Richland,MS,39218,32.20952,-90.148048,,Propane Cylinder Refill,False
Camping World,4601 I-55 S Frontage Rd,Jackson,MS,39212,32.223261,-90.226884,,Propane Cylinder Refill,False
Dollar General,1042 Highway 471,Brandon,MS,39042,32.297769,-89.994629,,Propane Tank Exchange,False
Hometown Quickie,285 Cleary Road,Richland,MS,39218,32.206042,-90.150267,,Propane Tank Exchange,False
Home Depot (QR code),5000 Hempstead Blvd,Clinton,MS,39056,32.328236,-90.321465,,Propane Tank Exchange,True
Dollar General,4514 Terry Road,Jackson,MS,39212,32.222729,-90.23961,,Propane Tank Exchange,False
Tiger Market,101 Johnston Place,Clinton,MS,39056,32.324441,-90.324827,,Propane Tank Exchange,False
Dtr Food Mart,410 Hwy 80 East,Clinton,MS,39056,32.333258,-90.327157,,Propane Tank Exchange,False
Circle K,550 Springridge Rd,Clinton,MS,39056,32.32384,-90.32613,,Propane Tank Exchange,False
Tractor Supply Co.,464 Springridge Rd,Clinton,MS,39056,32.329636,-90.32793,,Propane Cylinder Refill,False
Dollar General,700 Spring Ridge Rd,Clinton,MS,39056,32.316443,-90.326534,,Propane Tank Exchange,False
Dollar General,2030 N Siwell Road,Jackson,MS,39213,32.267008,-90.308427,,Propane Tank Exchange,False
Circle K,549 Highway 80 W,Clinton,MS,39056,32.335104,-90.337063,,Propane Tank Exchange,False
Dollar General,769 Highway 468,Brandon,MS,39042,32.266894,-89.989277,,Propane Tank Exchange,False
Dollar General,829 Hwy 469 N,Florence,MS,39073,32.21156,-90.048053,,Propane Tank Exchange,False
Dollar General,1153 Pocahontas Rd,Flora,MS,39071,32.473306,-90.287353,,Propane Tank Exchange,False
Fuel Time,1054 Gluckstadt Rd,Madison,MS,39110,32.517,-90.107973,,Propane Tank Exchange,False
Dollar General,163 Yandell Rd,Canton,MS,39046,32.513248,-90.080553,,Propane Tank Exchange,False
Dollar General,643 Holly Bush Rd,Brandon,MS,39047,32.40004,-89.95535,,Propane Tank Exchange,False
Lakeside Food Mart,9140 Hwy 18 W,Raymond,MS,39154,32.265669,-90.344884,,Propane Tank Exchange,False
Raymond Food Mart,9436 Hwy 18,Raymond,MS,39154,32.26548,-90.3449,,Propane Tank Exchange,False
Circle K,7442 S Siwell Rd,Jackson,MS,39272,32.185373,-90.258741,,Propane Tank Exchange,False
Dollar General,3355 Davis Rd,Terry,MS,39170,32.201887,-90.29499,,Propane Tank Exchange,False
Dollar General,2998 Hwy 49 South,Florence,MS,39073,32.15738,-90.12453,,Propane Tank Exchange,False
Dollar General,3267 Highway 18,Brandon,MS,39042,32.245219,-89.958997,,Propane Tank Exchange,False
Circle K,3100 Hwy 49 South,Florence,MS,39073,32.15521,-90.123731,,Propane Tank Exchange,False
Circle K,3104 Hwy 49,Florence,MS,39073,32.154238,-90.123043,,Propane Tank Exchange,False
Dollar General,895 East Main Street,Raymond,MS,39154,32.254897,-90.406253,,Propane Tank Exchange,False
Dollar General,117 Progress Dr,Flora,MS,39071,32.552551,-90.322309,,Propane Tank Exchange,False
Dollar General,472 Pisgah Rd,Brandon,MS,39047,32.48316,-89.887529,,Propane Tank Exchange,False
The Pit Stop,14005 Hwy 18,Raymond,MS,39154,32.244342,-90.43494,,Propane Tank Exchange,False
Dollar General,4231 Highway 49 South,Florence,MS,39073,32.103395,-90.050121,,Propane Tank Exchange,False
Dollar General,304 Bolton-Brownsville Rd,Bolton,MS,39041,32.35158,-90.461699,,Propane Tank Exchange,False
Texaco,1534 W. Peace St,Canton,MS,39046,32.605843,-90.071885,,Propane Tank Exchange,False
Dollar General,1229 W Peace Street,Canton,MS,39046,32.608389,-90.056965,,Propane Tank Exchange,False
Piggly Wiggly,110 East Academy St.,Canton,MS,39046,32.609459,-90.034184,,Propane Tank Exchange,False
Z Mini Mart,173 S Union St,Canton,MS,39046,32.61152,-90.035994,,Propane Tank Exchange,False
Bridges Quickie,1451 Highway 469 South,Florence,MS,39073,32.070838,-90.134674,,Propane Tank Exchange,False
Dollar General,107155 Frontage Rd,Terry,MS,39170,32.096263,-90.294257,,Propane Tank Exchange,False
Piggly Wiggly,1150 East Peace St,Canton,MS,39046,32.610357,-90.008781,,Propane Tank Exchange,False
Dollar General,1948 Highway 43 N,Canton,MS,39046,32.610302,-90.007614,,Propane Tank Exchange,False
Circle K,1963 Highway 43 N,Canton,MS,39046,32.611823,-90.008963,,Propane Tank Exchange,False
AmeriGas Propane,503 North Front St,Townsend,MT,59644,46.324051,-111.525127,(406) 266-3815,AmeriGas Office,False
Holiday Station,401 Euclid Ave,Helena,MT,59601,46.598419,-112.043233,,Propane Tank Exchange,False
U-Haul,990 E Lyndale,Helena,MT,59601,46.598548,-112.023619,,Propane Cylinder Refill,False
CVS,603 North Montana Avenue,Helena,MT,59601,46.589985,-112.019249,,Propane Tank Exchange,False
Safeway,611 North Montana St,Helena,MT,59601,46.590617,-112.018557,,Propane Tank Exchange,False
Albertsons,600 Fee St,Helena,MT,59601,46.590455,-112.006741,,Propane Tank Exchange,False
Holiday Station,606 N Fee Street,Helena,MT,59601,46.590919,-112.005714,,Propane Tank Exchange,False
Murdochs Ranch & Home Supply,3050 N Montana Ave,Helena,MT,59601,46.615754,-112.023172,,Propane Tank Exchange,False
Murdoch's Ranch & Home Supply,3050 N Montana Ave,Helena,MT,59601,46.615754,-112.023172,,Propane Cylinder Refill,False
CVS,3095 N Montana Ave,Helena,MT,59601,46.616062,-112.020078,,Propane Tank Exchange,False
Green Meadow,3300 Green Meadow,Helena,MT,59602,46.620296,-112.047464,,Propane Tank Exchange,False
Albertsons,3151 North Montana,Helena,MT,59602,46.618723,-112.01865,,Propane Tank Exchange,False
Home Depot (QR code),1801 E Custer Ave,Helena,MT,59602,46.615392,-112.008906,,Propane Tank Exchange,True
Walmart,2750 Prospect Avenue,Helena,MT,59601,46.593458,-111.990678,,Propane Tank Exchange,False
76,109 S Lane Ave,East Helena,MT,59635,46.587542,-111.908362,,Propane Tank Exchange,False
Bobs Valley Market,7507 North Montana Ave,Helena,MT,59602,46.704934,-112.020294,,Propane Tank Exchange,False
Canyon Creek Store,8703 West Lincoln Road,Canyon Creek,MT,59633,46.80593,-112.259289,,Propane Tank Exchange,False
AmeriGas Propane,7263 Scenic Hwy,Baton Rouge,LA,70807,30.51474,-91.175977,(225) 356-3295,AmeriGas Office,False
Circle K,3135 Nicholson Dr,Baton Rouge,LA,70802,30.419971,-91.187263,,Propane Tank Exchange,False
Circle K,3030 Perkins Rd,Baton Rouge,LA,70808,30.424238,-91.158077,,Propane Tank Exchange,False
CVS,3384 Government St,Baton Rouge,LA,70806,30.443513,-91.154655,,Propane Tank Exchange,False
Circle K,3676 Goverment St,Baton Rouge,LA,70806,30.443803,-91.151759,,Propane Tank Exchange,False
Circle K,3373 Florida Blvd,Baton Rouge,LA,70806,30.450499,-91.155302,,Propane Tank Exchange,False
Circle K,650 S Alexander Ave,Port Allen,LA,70767,30.447802,-91.209675,,Propane Tank Exchange,False
Albertsons,4857 Government Street,Baton Rouge,LA,70806,30.445026,-91.14055,,Propane Tank Exchange,False
Walmart,3132 College Dr,Baton Rouge,LA,70808,30.419981,-91.143099,,Propane Tank Exchange,False
Albertsons,2950 College Drive,Baton Rouge,LA,70808,30.422103,-91.141344,,Propane Tank Exchange,False
Dollar General,4825 Florida Blvd,Baton Rouge,LA,70806,30.450993,-91.140692,,Propane Tank Exchange,False
Circle K,5035 Government St,Baton Rouge,LA,70806,30.444794,-91.138102,,Propane Tank Exchange,False
Circle K,110 S Foster,Baton Rouge,LA,70806,30.4483,-91.139181,,Propane Tank Exchange,False
Circle K,4527 Perkins Rd,Baton Rouge,LA,70808,30.416703,-91.142688,,Propane Tank Exchange,False
CVS,2520 Plank Rd,Baton Rouge,LA,70805,30.470439,-91.162697,,Propane Tank Exchange,False
Q Mart,585 N. Foster,Baton Rouge,LA,70806,30.453539,-91.139612,,Propane Tank Exchange,False
Circle K,4245 Nicholson Dr,Baton Rouge,LA,70808,30.398093,-91.178524,,Propane Tank Exchange,False
Walmart,5255 Highland Road,Baton Rouge,LA,70808,30.395615,-91.160121,,Propane Tank Exchange,False
Walmart,5255 Highland Rd,Baton Rouge,LA,70808,30.395615,-91.160121,,Propane Tank Exchange,True
Circle K,5295 Highland/Lee,Baton Rouge,LA,70808,30.394315,-91.159868,,Propane Tank Exchange,False
Dollar General,4393 Hwy 1 South,Port Allen,LA,70767,30.414486,-91.224031,,Propane Tank Exchange,False
CVS,5360 Highland Rd,Baton Rouge,LA,70808,30.393113,-91.159518,,Propane Tank Exchange,False
