Date Ingested,Avg. Market Time (days),Make Model,ER,Serial Number,Previous Registration,MFR Year,EIS Date,Current Airframe Hours,Previous Country,Days On Market,Ask Price (M),Ask Price_MO,Sale Price,Sale Price_TBD,Sale Date,Engine Program Type,Passengers,Collins Venue CMS,Ku-band Internet,Ka-band internet,Starlink,BBML,GoGo Biz ATG-4000,GoGo Biz ATG-5000,Gogo Biz Avance L5,SwiftBroadband 
08/05/2025,147,Citation Sovereign+, ,511,N799MJ,2013,01-02-2014,"3,120",US,167,11.79,,10.5,,02/10/2024,Textron PA+,9, , , , , , , ,Yes, 
08/05/2025,243,Embraer L450 / Praetor 500, ,034,N55NG,2018,01-03-2018,"1,735",US,172,17.5,,,Yes,30/08/2024,MSP-G,8, , , , , , , ,Yes,Yes
08/05/2025,140,Citation XLS+, ,6037,N560JE,2009,01-08-2009,"7,970",US,358,6.99,,6.6,,02/01/2025,Textron PA+,8, , , , , ,Yes, , , 
08/05/2025,165,Citation Sovereign, ,010,N680ME,2004,01-04-2005,"13,555",US,68,6.29,,5.45,,14/05/2024,ESP-GL,8, , , , , ,Yes, , , 
08/05/2025,176,Citation X+, ,514,N442WE,2015,01-01-2015,"3,315",US,298,11.49,,10.4,,20/12/2024,RRCC,9, , , , , ,Yes, , , 
08/05/2025,188,Citation X, ,040,N740XJ,1998,01-07-1998,"6,280",US,91,,Yes,3.25,,08/01/2025,RRCC,8, , , , , , ,Yes, , 
08/05/2025,158,Challenger 300, ,375,N91QK,2012,01-11-2012,"6,585",US,134,,Yes,11.0,,27/12/2024,MSP-G,8, , , , , , , ,Yes, 
08/05/2025,188,Challenger 350, ,909,N756TG,2022,01-06-2022,440,US,195,23.5,,22.9,,10/12/2024,JSSI,9, , , , , , , ,Yes, 
08/05/2025,153,Citation CJ3, ,282,N578CJ,2008,01-11-2008,"2,360",US,93,5.79,,5.0,,29/08/2024,TAP Blue,7, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,237,N333BD,2005,01-11-2005,"7,395",US,155,3.09,,2.75,,11/10/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,401,N922RC,2023,01-04-2023,285,US,13,,Yes,11.9,,10/12/2024,Textron TA,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,604,N565SK,2002,01-03-2003,"7,950",US,464,1.9,,,Yes,12/03/2025,,8, , , , , , , , , 
08/05/2025,260,Gulfstream GIVSP, ,1442,N106TD,2001,01-12-2001,"9,990",US,72,,Yes,5.6,,18/09/2024,RRCC,13, , , , , , , ,Yes, 
08/05/2025,195,Gulfstream G650,Yes,6354,B-603R,2018,01-03-2019,900,CN,209,47.75,,46.8,,04/06/2024,RRCC,17, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5227,N811TD,2009,01-06-2009,"5,325",US,429,15.99,,15.0,,16/10/2024,RRCC,14, ,Yes, , , , , , ,Yes
08/05/2025,229,Gulfstream G450, ,4256,N611JE,2012,01-11-2012,"5,565",US,552,,Yes,15.0,,20/05/2024,JSSI,13, , ,Yes, , , , , , 
08/05/2025,108,Gulfstream G280, ,2282,N280CX,2024,01-08-2024,285,US,42,,Yes,24.75,,30/09/2024,JSSI,10, , , , , , , ,Yes, 
08/05/2025,275,Gulfstream G200, ,173,N125JF,2007,01-01-2008,"5,590",US,227,5.9,,5.6,,13/12/2024,ESP-G,9, , , , , , ,Yes, , 
08/05/2025,324,Global 5000, ,9544,OY-VIZ,2013,01-02-2014,"3,495",GB,183,16.5,,16.2,,02/08/2024,RRCC,13, , , , , , , , , 
08/05/2025,179,Falcon 7X, ,262,N770LM,2015,01-12-2015,"2,570",US,69,25.9,,,Yes,24/04/2025,ESP-P,14, , , , , , , ,Yes,Yes
08/05/2025,198,Falcon 2000EXy, ,154,N716GC,2008,01-09-2008,"4,900",US,147,,Yes,12.65,,07/06/2024,ESP-G,10, , , , , , , ,Yes, 
08/05/2025,115,Embraer Phenom 300, ,240,N29GS,2014,01-12-2014,"1,830",US,105,8.5,,8.3,,25/11/2024,ESP-P,7, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,154,N21SB,2010,01-05-2010,"3,400",US,67,2.49,,2.3,,25/06/2024,JSSI,4, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5531,N748W,2004,01-12-2004,"7,425",US,126,4.5,,3.7,,25/06/2024,,8, , , , , , , , , 
08/05/2025,144,Citation M2, ,861,N861CG,2014,01-02-2015,"2,075",US,165,,Yes,3.4,,30/12/2024,,5, , , , , , , , , 
08/05/2025,147,Citation Sovereign+, ,519,N461TA,2013,01-04-2014,"3,850",US,48,11.99,,10.75,,19/11/2024,Textron PA+,9, , , , , , , , , 
08/05/2025,243,Embraer L450 / Praetor 500, ,043,N982SC,2018,01-12-2019,"1,585",AR,278,17.25,,,Yes,16/12/2024,MSP,8, , , , , , , , ,Yes
08/05/2025,140,Citation XLS+, ,6052,N427PM,2009,01-01-2010,"4,010",US,65,,Yes,7.15,,07/11/2024,Textron PA+,8, , , , , ,Yes, , , 
08/05/2025,165,Citation Sovereign, ,013,N125JJ,2004,01-04-2005,"12,525",US,94,4.99,,4.9,,09/09/2024,ESP-SL,8, , , , , , , , , 
08/05/2025,176,Citation X+, ,531,N2828B,2018,01-02-2019,"1,795",US,103,13.99,,12.5,,12/08/2024,RRCC,8, , , , , ,Yes, , , 
08/05/2025,188,Citation X, ,056,N156VP,1998,01-01-1999,"6,870",PA,105,3.4,,2.0,,01/04/2025,,8, , , , , , , , , 
08/05/2025,158,Challenger 300, ,420,N420MP,2013,01-11-2013,"4,360",US,77,,Yes,12.75,,24/10/2024,MSP-G,8, , , , , , , ,Yes, 
08/05/2025,188,Challenger 350, ,911,C-FXFY,2022,01-09-2022,"1,035",CA,216,,Yes,,Yes,22/07/2024,MSP-G,9, , , , , , , ,Yes, 
08/05/2025,153,Citation CJ3, ,287,OO-PAR,2008,01-12-2008,"5,825",BE,531,4.49,,4.2,,11/07/2024,JSSI,6, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,402,N71VZ,2023,01-04-2023,340,US,50,,Yes,,Yes,10/07/2024,,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,605,N806MN,2002,01-03-2003,"4,730",US,72,3.29,,2.85,,20/11/2024,MSP,8, , , , , , , ,Yes, 
08/05/2025,260,Gulfstream GIVSP, ,1444,N424JS,2001,01-11-2001,"9,500",US,434,6.2,,,Yes,01/04/2025,RRCC,16,Yes, , , , , , , , 
08/05/2025,195,Gulfstream G650,Yes,6371,N154JS,2019,01-06-2019,"1,390",US,146,49.99,,48.5,,16/09/2024,RRCC,14, , ,Yes, , , , , , 
08/05/2025,194,Gulfstream G550, ,5230,N898CE,2009,01-06-2009,"5,330",US,169,17.99,,15.6,,04/12/2024,RRCC,16, , , , , ,Yes, , ,Yes
08/05/2025,229,Gulfstream G450, ,4281,N268BB,2013,01-08-2013,"3,400",US,204,15.39,,14.6,,13/11/2024,RRCC,14, , , , , , , ,Yes, 
08/05/2025,275,Gulfstream G200, ,179,N797M,2007,01-02-2008,"4,935",US,477,,Yes,4.75,,12/12/2024,ESP-G,9, , , , , , , , , 
08/05/2025,324,Global 5000, ,9558,N468GC,2013,01-12-2013,"3,905",US,135,,Yes,20.3,,30/01/2025,RRCC,13, , ,Yes, , , , ,Yes,Yes
08/05/2025,198,Falcon 2000EXy, ,161,OO-LMP,2008,01-02-2010,"4,575",BE,524,13.5,,12.7,,17/07/2024,JSSI,10, , , , , , , , , 
08/05/2025,115,Embraer Phenom 300, ,251,N500EC,2014,01-11-2014,"2,075",US,61,,Yes,,Yes,07/04/2025,JSSI,7, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,159,N367ER,2010,01-12-2010,"2,050",US,46,2.39,,2.29,,02/12/2024,JSSI,4, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5589,N109TD,2005,01-06-2006,"3,880",US,70,5.7,,5.5,,26/03/2025,,8, , , ,Yes, , , , , 
08/05/2025,144,Citation M2, ,880,N4997,2015,01-07-2015,"1,555",US,147,3.75,,3.6,,13/12/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,147,Citation Sovereign+, ,546,VH-MMC,2015,01-06-2015,"2,040",AU,175,,Yes,12.25,,06/03/2025,Textron PA+,9, , , , , ,Yes, , ,Yes
08/05/2025,243,Embraer L450 / Praetor 500, ,049,N918CW,2018,01-02-2019,970,US,218,17.1,,,Yes,11/03/2025,MSP-G,8, , , , , , , , ,Yes
08/05/2025,140,Citation XLS+, ,6086,N26XL,2011,01-09-2011,"3,825",US,325,,Yes,7.05,,08/11/2024,,8, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,024,N680EE,2005,01-05-2005,"6,490",US,109,,Yes,6.25,,18/03/2025,ESP-G,9, , , , , , , , , 
08/05/2025,188,Citation X, ,062,N301HR,1998,01-12-1998,"7,675",US,175,4.25,,2.5,,17/12/2024,RRCC,8, , , , , , , ,Yes, 
08/05/2025,158,Challenger 300, ,422,N422MP,2013,01-09-2013,"4,340",US,124,,Yes,12.8,,10/12/2024,MSP,8, , , , , , , ,Yes, 
08/05/2025,188,Challenger 350, ,912,N92ZZ,2022,01-06-2022,610,US,71,,Yes,21.8,,13/02/2025,MSP,9, , , , , , , ,Yes, 
08/05/2025,153,Citation CJ3, ,294,N294PW,2009,01-03-2009,"3,595",US,187,5.29,,,Yes,11/03/2025,TAP Elite,6, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,407,VH-8CJ,2023,01-03-2023,530,AU,463,11.9,,11.15,,05/11/2024,,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,606,N606WJ,2002,01-06-2003,"10,860",US,206,2.9,,2.6,,06/09/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,260,Gulfstream GIVSP, ,1450,N435HC,2001,01-10-2001,"6,645",US,137,,Yes,5.5,,30/12/2024,RRCC,13, , , , , , , ,Yes, 
08/05/2025,195,Gulfstream G650,Yes,6398,N779AR,2019,01-01-2020,"1,100",US,200,,Yes,50.25,,23/12/2024,JSSI,13, , ,Yes, , , , , , 
08/05/2025,194,Gulfstream G550, ,5233,HL8200,2009,01-09-2009,"4,625",US,137,,Yes,,Yes,16/07/2024,RRCC,13, , , , , , , , , 
08/05/2025,229,Gulfstream G450, ,4305,OY-APM,2014,01-06-2014,"4,550",DK,309,20.35,,16.4,,29/08/2024,RRCC,13, , , , , , , , , 
08/05/2025,275,Gulfstream G200, ,184,N404MC,2007,01-04-2008,"2,435",US,73,6.19,,5.8,,02/05/2025,ESP-G,9, , , , , , , ,Yes, 
08/05/2025,324,Global 5000, ,9602,G-LAMO,2013,01-09-2014,"5,330",GB,245,19.95,,18.75,,13/02/2025,RRCC,13, , , , , , , , , 
08/05/2025,198,Falcon 2000EXy, ,179,PR-OBE,2009,01-09-2009,"2,995",BR,263,15.9,,14.85,,16/12/2024,ESP-P,10, , , , , , , , , 
08/05/2025,115,Embraer Phenom 300, ,288,N95HE,2015,01-10-2015,"2,425",US,426,8.29,,7.5,,10/04/2025,ESP-G,8, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,168,OE-FKR,2010,01-09-2010,"1,985",AT,233,,Yes,2.5,,27/11/2024,JSSI,4, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5609,N845MB,2006,01-02-2006,"2,325",US,65,,Yes,,Yes,18/07/2024,,8, , , , , , , , , 
08/05/2025,144,Citation M2, ,887,N887SB,2015,01-10-2015,"2,010",US,329,3.65,,3.6,,27/02/2025,TAP Blue,5, , , , , , , , , 
08/05/2025,147,Citation Sovereign+, ,554,N606KG,2015,01-12-2015,"2,125",US,147,12.29,,12.2,,19/02/2025,Textron PA+,9, , , , , , , ,Yes, 
08/05/2025,243,Embraer L450 / Praetor 500, ,058,N500ML,2019,01-06-2020,"1,390",US,0,,Yes,17.5,,26/02/2025,MSP-G,8, , , , , , , , ,Yes
08/05/2025,140,Citation XLS+, ,6087,N52FE,2011,01-11-2011,"4,040",US,114,8.45,,7.6,,28/06/2024,JSSI,8, , , , , ,Yes, , , 
08/05/2025,165,Citation Sovereign, ,029,N33SL,2005,01-08-2005,"14,975",US,203,5.5,,3.9,,29/01/2025,ESP-SL,8, , , , , ,Yes, , , 
08/05/2025,188,Citation X, ,077,N110CX,1999,01-07-1999,"14,710",US,399,2.49,,2.4,,20/12/2024,RRCC,8, , , , , , ,Yes, , 
08/05/2025,158,Challenger 300, ,435,N796AC,2013,01-01-2014,"2,055",US,91,13.99,,13.8,,04/11/2024,MSP-G,8, , , , , , , ,Yes, 
08/05/2025,153,Citation CJ3, ,299,N802LE,2009,01-06-2010,"2,405",US,69,,Yes,5.6,,26/08/2024,Textron TA,7, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,411,N125DT,2023,01-07-2023,490,US,42,,Yes,12.45,,22/05/2024,Textron TA,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,616,N254SB,2003,01-07-2003,"9,810",US,128,2.59,,2.4,,12/09/2024,MSP,8, , , , , , ,Yes, , 
08/05/2025,260,Gulfstream GIVSP, ,1467,N259EE,2001,01-04-2002,"7,380",MX,302,,Yes,5.75,,08/04/2025,JSSI,14, , , , , , , , , 
08/05/2025,195,Gulfstream G650,Yes,6399,N750HL,2019,01-01-2020,"1,595",US,111,,Yes,49.75,,27/06/2024,RRCC,13, , , , , , , ,Yes,Yes
08/05/2025,194,Gulfstream G550, ,5234,N269HM,2009,01-08-2009,"6,220",US,107,18.75,,15.0,,26/12/2024,RRCC,16, , , , , ,Yes, , ,Yes
08/05/2025,229,Gulfstream G450, ,4311,N773LM,2014,01-09-2014,"3,870",US,284,,Yes,17.75,,21/06/2024,RRCC,14, , , , , , , ,Yes,Yes
08/05/2025,275,Gulfstream G200, ,192,N929AW,2008,01-07-2008,"3,585",US,65,,Yes,6.0,,07/08/2024,ESP-G,10, , , , , , ,Yes, ,Yes
08/05/2025,324,Global 5000, ,9610,N88ST,2014,01-09-2014,"2,895",HK,276,,Yes,19.0,,07/02/2025,RRCC,14, , , , , , , , , 
08/05/2025,198,Falcon 2000EXy, ,201,D-BEKY,2009,01-12-2009,"3,690",DE,158,,Yes,,Yes,13/12/2024,ESP-G,10, , , , , , , , ,Yes
08/05/2025,115,Embraer Phenom 300, ,293,N909BK,2015,01-09-2015,"2,605",US,0,,Yes,7.5,,18/10/2024,,8, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,228,N630AS,2011,01-06-2011,"5,510",US,32,2.3,,2.3,,26/07/2024,JSSI,4, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5658,N725SJ,2006,01-12-2006,"4,775",US,48,5.59,,5.4,,12/09/2024,Textron PA+,8, , , , , , , , , 
08/05/2025,144,Citation M2, ,900,N371RM,2015,01-12-2015,"2,125",US,58,3.59,,3.4,,12/12/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,147,Citation Sovereign+, ,555,N999CA,2015,01-01-2016,"1,980",US,60,11.89,,11.8,,31/01/2025,Textron PA+,9, , , , , , , , , 
08/05/2025,243,Embraer L450 / Praetor 500, ,059,C-FDSH,2019,01-12-2019,"1,565",CA,188,17.9,,17.25,,24/10/2024,,8, , , , , , , ,Yes, 
08/05/2025,140,Citation XLS+, ,6096,N27XL,2011,01-01-2012,"2,660",US,103,7.39,,7.0,,02/04/2025,,8, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,034,N211CC,2005,01-07-2005,"5,530",US,28,,Yes,5.3,,23/12/2024,ESP-G,8, , , , , , , , , 
08/05/2025,188,Citation X, ,097,N92TH,1999,01-12-1999,"9,860",US,292,3.29,,2.9,,13/01/2025,RRCC,8, , , , , , ,Yes, , 
08/05/2025,158,Challenger 300, ,440,N310TK,2013,01-01-2014,"2,885",US,116,13.8,,13.75,,06/08/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,153,Citation CJ3, ,302,N200DT,2009,01-03-2009,"4,735",US,67,,Yes,5.0,,04/02/2025,TAP Blue,7, , , , , , ,Yes, , 
08/05/2025,160,Citation CJ4, ,412,N33CJ,2023,01-06-2023,385,US,31,12.85,,12.77,,25/07/2024,Textron TA,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,626,N800AE,2003,01-10-2003,"4,285",US,93,,Yes,2.46,,16/01/2025,MSP-G,8, , , , , , , , , 
08/05/2025,260,Gulfstream GIVSP, ,1479,N226RS,2002,01-02-2003,"6,135",US,173,5.35,,4.9,,05/03/2025,,13, , , , , ,Yes, , , 
08/05/2025,195,Gulfstream G650,Yes,6437,B-620C,2020,01-11-2020,995,CN,199,,Yes,47.3,,05/08/2024,RRCC,17, , ,Yes, , , , , , 
08/05/2025,194,Gulfstream G550, ,5235,N589K,2009,01-08-2009,"5,115",US,172,,Yes,15.8,,30/07/2024,RRCC,14, , , , ,Yes, , , , 
08/05/2025,229,Gulfstream G450, ,4315,N78SD,2014,01-09-2015,"1,395",US,60,18.95,,18.6,,14/03/2025,RRCC,14, , , , ,Yes, , , , 
08/05/2025,275,Gulfstream G200, ,196,N196X,2008,01-01-2009,"5,270",US,392,5.49,,5.3,,26/02/2025,ESP-G,10, , , , , , , , , 
08/05/2025,324,Global 5000, ,9633,9H-AVA,2014,01-01-2015,"2,665",MT,122,21.0,,19.8,,21/02/2025,RRCC,13, ,Yes, , , , , , , 
08/05/2025,198,Falcon 2000EXy, ,206,N500GF,2009,01-06-2010,"3,175",US,192,,Yes,14.8,,20/12/2024,ESP-G,10, , , , , , , , , 
08/05/2025,115,Embraer Phenom 300, ,300,N505BD,2015,01-12-2015,"2,025",US,68,,Yes,7.8,,18/11/2024,ESP-G,8, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,243,D-IAAY,2011,01-06-2011,"5,460",DE,103,1.85,,1.8,,19/02/2025,ESP-G,4, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5670,N936EA,2006,01-12-2006,"6,860",US,172,5.45,,5.25,,22/10/2024,JSSI,7, , , , , , , , , 
08/05/2025,144,Citation M2, ,902,N68CH,2016,01-05-2016,"1,630",US,57,3.9,,,Yes,12/03/2025,TAP Blue,5, , , , , , , , , 
08/05/2025,147,Citation Sovereign+, ,559,N45AY,2016,01-12-2016,"2,000",US,142,,Yes,13.8,,11/10/2024,ESP-G,9, , , , , ,Yes, , , 
08/05/2025,140,Citation XLS+, ,6101,N301L,2012,01-04-2012,"5,685",US,133,,Yes,7.75,,30/04/2025,Textron PA+,8, , , , , , , ,Yes, 
08/05/2025,165,Citation Sovereign, ,038,N516DB,2005,01-08-2005,"4,545",US,93,,Yes,,Yes,29/01/2025,ESP-G,9, , , , , , , , , 
08/05/2025,188,Citation X, ,122,N577JC,2000,01-08-2000,"8,570",US,102,2.25,,2.1,,08/04/2025,RRCC,8, , , , , , , ,Yes, 
08/05/2025,158,Challenger 300, ,450,N99MR,2014,01-03-2014,"3,485",US,366,13.95,,13.25,,23/04/2025,MSP-G,9, , , , , , ,Yes, , 
08/05/2025,153,Citation CJ3, ,303,N724PB,2009,01-03-2009,"2,200",US,218,5.99,,5.5,,18/12/2024,TAP Elite,7, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,415,N888LB,2023,01-08-2023,235,US,45,,Yes,,Yes,31/01/2025,TAP Blue,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,647,N864DC,2003,01-05-2004,"7,420",US,15,,Yes,,Yes,31/12/2024,MSP-G,8, , , , , , , , , 
08/05/2025,260,Gulfstream GIVSP, ,1492,N377MG,2002,01-03-2003,"9,390",US,164,,Yes,6.1,,15/08/2024,JSSI,13, ,Yes, , , , , ,Yes, 
08/05/2025,195,Gulfstream G650,Yes,6459,M-WHIZ,2021,01-09-2021,"1,470",IE,215,57.99,,55.0,,18/09/2024,RRCC,16, , ,Yes, , , , , , 
08/05/2025,194,Gulfstream G550, ,5243,N988WJ,2009,01-01-2010,"3,160",VG,150,16.5,,16.3,,07/06/2024,RRCC,14, , , , , , , , ,Yes
08/05/2025,229,Gulfstream G450, ,4316,N450GT,2014,01-06-2015,"2,550",US,127,18.99,,18.5,,06/08/2024,JSSI,13,Yes, , , , ,Yes, , ,Yes
08/05/2025,275,Gulfstream G200, ,216,N765MS,2008,01-03-2009,"7,995",US,232,,Yes,4.25,,26/03/2025,ESP-G,9, , , , , , ,Yes, , 
08/05/2025,324,Global 5000, ,9642,C-FFIJ,2014,01-04-2015,"2,345",CA,346,,Yes,,Yes,31/10/2024,RRCC,12, , , , , , , , , 
08/05/2025,198,Falcon 2000EXy, ,207,N790J,2009,01-01-2011,"4,820",US,126,,Yes,14.6,,09/07/2024,ESP,10, , , , , , , ,Yes, 
08/05/2025,115,Embraer Phenom 300, ,306,C-GONF,2015,01-11-2015,"2,090",CA,130,8.95,,8.7,,27/08/2024,ESP,8, , , , , , ,Yes, , 
08/05/2025,180,Embraer Phenom 100, ,245,D-IAAW,2011,01-07-2011,"6,305",DE,238,2.1,,1.95,,05/03/2025,ESP-G,4, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5688,C-FDXU,2007,01-03-2007,"4,100",CA,81,,Yes,4.65,,21/06/2024,,8, , , , , , , , , 
08/05/2025,144,Citation M2, ,904,N12FL,2016,01-06-2016,"1,440",US,308,3.4,,3.2,,09/04/2025,,5, , , , , , , , , 
08/05/2025,147,Citation Sovereign+, ,568,N237BG,2016,01-03-2017,"1,640",US,163,,Yes,,Yes,03/10/2024,Textron PA+,9, , , , , , , , ,Yes
08/05/2025,140,Citation XLS+, ,6126,9H-GRM,2012,01-12-2012,"4,390",AT,214,8.49,,7.1,,20/08/2024,Textron PA+,9, , , , , , , , ,Yes
08/05/2025,165,Citation Sovereign, ,047,N941JS,2005,01-11-2005,"7,040",US,309,,Yes,6.25,,27/11/2024,Textron PA+,9, , , , , , , , , 
08/05/2025,188,Citation X, ,126,N962TX,2000,01-09-2000,"19,255",US,294,2.49,,2.4,,13/11/2024,RRCC,8, , , , , , ,Yes, , 
08/05/2025,158,Challenger 300, ,451,C-GWWW,2014,01-12-2014,"2,170",CA,168,13.5,,13.1,,03/03/2025,JSSI,8, , , , , , , , ,Yes
08/05/2025,153,Citation CJ3, ,316,N316BD,2009,01-05-2009,"2,010",US,343,5.35,,5.35,,21/08/2024,TAP Blue,7, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,420,N411NK,2023,01-09-2023,205,US,52,12.25,,12.1,,20/02/2025,TAP Blue,8, , , , , , , , ,Yes
08/05/2025,194,Hawker 800XP, ,655,N655MC,2004,01-06-2004,"5,015",US,87,3.7,,3.35,,09/12/2024,MSP-G,8, , , , , , , , , 
08/05/2025,260,Gulfstream GIVSP, ,1493,N154C,2002,01-04-2003,"9,385",US,230,5.9,,,Yes,31/10/2024,RRCC,13, , , , , ,Yes, , , 
08/05/2025,195,Gulfstream G650,Yes,6503,N99DM,2022,01-09-2022,850,MY,319,57.99,,55.0,,24/01/2025,RRCC,13, , , , , , , , ,Yes
08/05/2025,194,Gulfstream G550, ,5249,N603BG,2009,01-12-2009,"4,110",US,205,19.95,,18.5,,21/02/2025,RRCC,14, , ,Yes, , , , , , 
08/05/2025,229,Gulfstream G450, ,4345,N587DV,2015,01-05-2016,"1,935",US,95,,Yes,20.1,,21/06/2024,RRCC,14,Yes, , , , ,Yes, , ,Yes
08/05/2025,275,Gulfstream G200, ,220,N220AA,2008,01-08-2009,"6,060",US,288,6.99,,6.6,,30/05/2024,ESP,10, , , , , , , , , 
08/05/2025,324,Global 5000, ,9676,N680BA,2014,01-09-2015,"2,510",US,129,,Yes,21.2,,26/12/2024,RRCC,12, , , , , , , , , 
08/05/2025,198,Falcon 2000EXy, ,224,N917JD,2011,01-10-2011,"3,015",US,93,,Yes,15.5,,10/05/2024,ESP-P,10, , ,Yes, , , , , , 
08/05/2025,115,Embraer Phenom 300, ,337,N5PL,2016,01-12-2016,"1,540",US,56,8.6,,,Yes,22/10/2024,ESP-G,7, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,289,N289RZ,2012,01-10-2012,"3,150",US,72,1.79,,,Yes,24/07/2024,,4, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5690,N690XL,2007,01-03-2007,"5,120",US,200,5.89,,5.8,,05/07/2024,Textron PA+,8, , , , , , , , , 
08/05/2025,144,Citation M2, ,921,N650VM,2016,01-08-2016,"5,415",US,70,,Yes,3.25,,31/05/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,147,Citation Sovereign+, ,584,N8608,2018,01-04-2019,"1,135",US,167,15.99,,15.1,,05/02/2025,Textron PA,8, , , , , , , ,Yes, 
08/05/2025,140,Citation XLS+, ,6142,N512AB,2013,01-03-2014,"4,720",US,168,7.99,,7.0,,19/11/2024,Textron PA,8, , , , , ,Yes, , , 
08/05/2025,165,Citation Sovereign, ,059,SE-RFH,2006,01-03-2006,"5,735",SE,186,,Yes,6.5,,15/04/2025,Textron PA+,9, , , , , , , , , 
08/05/2025,188,Citation X, ,145,N954JS,2001,01-09-2001,"16,140",US,161,,Yes,3.0,,24/07/2024,RRCC,8, , , , , ,Yes, , , 
08/05/2025,153,Citation CJ3, ,341,N803SD,2010,01-12-2010,"7,865",US,30,,Yes,,Yes,07/11/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,435,N11LG,2024,01-04-2024,195,US,275,12.45,,12.4,,05/02/2025,TAP Blue,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,676,N676GH,2004,01-09-2004,"6,795",US,107,2.8,,2.7,,27/06/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,260,Gulfstream GIVSP, ,1495,N899AL,2002,01-05-2003,"8,670",US,309,6.49,,5.8,,16/10/2024,RRCC,13, , , , , ,Yes, , , 
08/05/2025,195,Gulfstream G650,Yes,6525,T7-DID,2022,01-06-2023,330,VN,88,,Yes,58.5,,14/01/2025,RRCC,17, , ,Yes, , , , , ,Yes
08/05/2025,194,Gulfstream G550, ,5250,N95MJ,2009,01-12-2009,"3,000",US,626,,Yes,20.0,,07/02/2025,RRCC,18, , ,Yes, , , , , , 
08/05/2025,229,Gulfstream G450, ,4347,N904TS,2016,01-06-2016,"2,565",US,264,,Yes,15.8,,04/09/2024,,16, , , , , , , , ,Yes
08/05/2025,275,Gulfstream G200, ,221,N408H,2009,01-06-2009,"2,490",US,268,,Yes,7.0,,21/02/2025,ESP-G,9, , , , , , ,Yes, , 
08/05/2025,324,Global 5000, ,9798,N798BD,2017,01-02-2018,"2,305",US,106,27.49,,25.75,,21/01/2025,RRCC,15, , ,Yes, , , , , ,Yes
08/05/2025,198,Falcon 2000EXy, ,225,N790R,2011,01-12-2011,"4,240",US,293,15.99,,14.75,,23/12/2024,ESP,10, , , , , , ,Yes, ,Yes
08/05/2025,115,Embraer Phenom 300, ,363,PS-ECE,2016,01-12-2016,"1,895",BR,76,11.95,,,Yes,12/11/2024,,8, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,333,N7913M,2013,01-12-2013,"1,900",US,184,3.3,,2.9,,18/12/2024,JSSI,5, , , , , , , , , 
08/05/2025,177,Citation XLS, ,5707,N580HC,2007,01-07-2007,"4,160",US,220,5.49,,4.0,,08/07/2024,,8, , , , , , , , , 
08/05/2025,144,Citation M2, ,932,N684PS,2016,01-12-2016,"2,520",US,129,3.69,,3.4,,19/12/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,140,Citation XLS+, ,6150,N660AS,2013,01-11-2013,"4,125",US,315,7.5,,7.3,,15/08/2024,Textron PA+,8, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,060,C-FMCG,2006,01-02-2006,"5,455",CA,119,7.5,,7.15,,09/05/2024,Textron PA+,9, , , , , ,Yes, , , 
