Date Ingested,Avg. Market Time (days),Make Model,ER,Serial Number,Previous Registration,MFR Year,EIS Date,Current Airframe Hours,Previous Country,Days On Market,Ask Price (M),Ask Price_MO,Sale Price,Sale Price_TBD,Sale Date,Engine Program Type,Passengers,Collins Venue CMS,Ku-band Internet,Ka-band internet,Starlink,BBML,GoGo Biz ATG-4000,GoGo Biz ATG-5000,Gogo Biz Avance L5,SwiftBroadband 
08/05/2025,144,Citation M2, ,1076,N945LF,2021,01-03-2021,750,US,73,4.59,,4.5,,04/01/2025,TAP Blue,5, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,279,OK-EMA,2009,01-05-2009,"9,560",CZ,282,5.0,,4.1,,09/01/2025,,9, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5432,N190SW,2013,01-12-2013,"4,660",US,247,19.95,,18.75,,29/05/2024,JSSI,14, , , , , ,Yes, , ,Yes
08/05/2025,115,Embraer Phenom 300, ,822,N277K,2024,01-10-2024,155,US,32,,Yes,14.7,,07/02/2025,ESP-P,9, , , , , , , , , 
08/05/2025,144,Citation M2, ,1079,N530AG,2021,01-04-2021,535,US,87,4.99,,4.9,,27/03/2025,Textron PA,5, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,282,N608HC,2009,01-10-2009,"4,890",US,147,7.85,,6.9,,26/12/2024,Textron PA+,10, , , , , ,Yes, , , 
08/05/2025,194,Gulfstream G550, ,5438,N447TR,2013,01-12-2013,"3,215",US,129,,Yes,24.1,,12/07/2024,RRCC,13, , ,Yes, , , , , , 
08/05/2025,144,Citation M2, ,1081,N916JL,2021,01-08-2021,755,US,138,4.79,,4.79,,06/08/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,290,N63JK,2010,01-12-2011,"3,190",US,100,8.99,,8.7,,20/02/2025,JSSI,9, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5441,N441GC,2013,01-12-2013,"4,135",US,29,,Yes,24.0,,31/10/2024,RRCC,16, , ,Yes, , ,Yes, , , 
08/05/2025,144,Citation M2, ,1102,N525GW,2021,01-12-2021,480,US,154,4.89,,4.45,,28/03/2025,TAP Blue,5, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,292,N5346M,2010,01-08-2011,"4,160",US,105,,Yes,7.8,,19/12/2024,Textron PA+,9, , , , , , , ,Yes, 
08/05/2025,194,Gulfstream G550, ,5490,N550AV,2014,01-02-2015,"4,385",US,77,25.9,,25.2,,16/12/2024,RRCC,14, ,Yes, , , ,Yes, , , 
08/05/2025,144,Citation M2, ,1108,N85VW,2022,01-03-2022,420,US,103,4.85,,4.37,,25/02/2025,,5, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,326,N807LP,2012,01-03-2012,"5,695",US,446,8.75,,8.5,,09/07/2024,Textron PA+,9, , , , , ,Yes, , , 
08/05/2025,194,Gulfstream G550, ,5503,N914X,2015,01-07-2015,"3,305",US,85,26.5,,25.0,,10/05/2024,JSSI,12, , ,Yes, , , , , ,Yes
08/05/2025,144,Citation M2, ,1109,N232BW,2022,01-08-2022,465,US,273,4.99,,4.6,,23/01/2025,Textron TA,4, , , , , , , , , 
08/05/2025,165,Citation Sovereign, ,337,C-GAWR,2012,01-10-2012,"2,285",CA,145,,Yes,9.2,,24/07/2024,Textron PA+,9, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5508,OE-LSE,2015,01-09-2015,"1,300",AT,148,,Yes,28.0,,31/10/2024,JSSI,18, , , , , , , , ,Yes
08/05/2025,144,Citation M2, ,1114,PS-SSS,2022,01-08-2022,765,BR,105,,Yes,,Yes,31/01/2025,,5, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5532,B-3988,2015,01-04-2016,"1,655",CN,289,29.0,,27.5,,24/07/2024,RRCC,14, , , , , , , , ,Yes
08/05/2025,144,Citation M2, ,1120,N55VH,2022,01-06-2022,515,US,120,,Yes,5.5,,15/11/2024,Textron TA,5, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5534,N360LF,2015,01-05-2016,"2,930",AU,63,29.5,,26.0,,23/12/2024,RRCC,15, , ,Yes, , , , , ,Yes
08/05/2025,144,Citation M2, ,1122,N906WG,2022,01-07-2022,880,US,224,5.69,,5.27,,14/05/2024,,5, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5538,N565JM,2016,01-11-2016,"3,875",US,70,25.95,,24.75,,22/10/2024,RRCC,14, , ,Yes, , , , , , 
08/05/2025,144,Citation M2, ,1133,N377PG,2022,01-03-2023,"1,040",US,447,5.19,,5.02,,10/12/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5561,N501GM,2017,01-12-2017,"2,375",GT,215,32.75,,31.5,,08/04/2025,RRCC,18, ,Yes, , ,Yes, , , , 
08/05/2025,144,Citation M2, ,1135,N1135K,2022,01-12-2022,270,US,43,5.75,,5.6,,14/03/2025,Textron PA+,5, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5575,N338MB,2018,01-12-2018,"1,625",GB,141,32.0,,30.75,,11/10/2024,RRCC,14, , , , , , , , ,Yes
08/05/2025,144,Citation M2, ,1139,N714LM,2023,01-05-2023,455,US,265,5.95,,5.6,,24/03/2025,Textron TA,5, , , , , , , , , 
08/05/2025,194,Gulfstream G550, ,5597,N178L,2019,01-01-2020,865,US,84,,Yes,35.6,,06/08/2024,RRCC,14, , ,Yes, , , , , , 
08/05/2025,144,Citation M2, ,1162,N103AP,2024,01-03-2024,155,US,89,6.39,,5.9,,22/10/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,144,Citation M2, ,1165,N311CP,2024,01-04-2024,235,US,70,6.18,,6.1,,16/12/2024,TAP Blue,5, , , , , , , , , 
08/05/2025,144,Citation M2, ,1166,N923TB,2024,01-04-2024,250,US,178,6.25,,5.9,,17/10/2024,,5, , , , , , , , , 
