Zpid,Street_address,City,State,ZipCode,Full Address,Price,Beds,Baths,Sqr_feet,Home_Status,Home_Type,Agent_name,Agent_phone,Listing Photos,Property_URL
447518658,2485 Woking Cres #404,Mississauga,ON,L5K1Z6,2485 Woking Cres #404 Mississauga ON L5K1Z6,"C$488,000",3,2.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/68939de44bbfc3c3be91228b22d7ebf2-p_e.jpg', 'https://photos.zillowstatic.com/fp/1b3218cc0c1709d3d2e292e2d0f6bda7-p_e.jpg', 'https://photos.zillowstatic.com/fp/0810e09484006d08b989474936f5f593-p_e.jpg', 'https://photos.zillowstatic.com/fp/add8fa37c549984401eb68d9816b9396-p_e.jpg', 'https://photos.zillowstatic.com/fp/21c3897f997ae46a3718e21eace51cfc-p_e.jpg', 'https://photos.zillowstatic.com/fp/fad62f7cec1df4c11ba381597b4aed71-p_e.jpg', 'https://photos.zillowstatic.com/fp/60dba25b10acb5d51073751d8a5e9206-p_e.jpg', 'https://photos.zillowstatic.com/fp/faf1c43c7ede5a408fdea1bbead35094-p_e.jpg', 'https://photos.zillowstatic.com/fp/c91cb7fc3884fdebb61b88d61b803a34-p_e.jpg', 'https://photos.zillowstatic.com/fp/5cd610e19ecc6121d04ba08b1c52078f-p_e.jpg', 'https://photos.zillowstatic.com/fp/af921be75e2a9863c4146891a938b992-p_e.jpg', 'https://photos.zillowstatic.com/fp/94caf236f74c73a1c6a31d3fb7cb4767-p_e.jpg', 'https://photos.zillowstatic.com/fp/a380180793f9eca174d98e939cb54e52-p_e.jpg', 'https://photos.zillowstatic.com/fp/b894d81647ef2e16f34b4038d3c610db-p_e.jpg', 'https://photos.zillowstatic.com/fp/53bf52056ec218f3ef4ff29178462e8b-p_e.jpg', 'https://photos.zillowstatic.com/fp/f1edf537cd7e51fe61f1e9c0483f8388-p_e.jpg', 'https://photos.zillowstatic.com/fp/e5c9de7fb691ecf06fac7b17bf656c8f-p_e.jpg', 'https://photos.zillowstatic.com/fp/5f06d814b8fc9da18bcc9787b6b0f395-p_e.jpg', 'https://photos.zillowstatic.com/fp/ca4f7b5e73a5cf06b5db01e579f1d51b-p_e.jpg', 'https://photos.zillowstatic.com/fp/5bc48785fcf72d6e8d6efdee81baa560-p_e.jpg', 'https://photos.zillowstatic.com/fp/4919ed9523d54be4ca8eed3a72218238-p_e.jpg', 'https://photos.zillowstatic.com/fp/480f397d46a612fd2155f9520afd8da6-p_e.jpg', 'https://photos.zillowstatic.com/fp/7bc9270014a2650ee641b6c8872de3d0-p_e.jpg', 'https://photos.zillowstatic.com/fp/db8f8e6595b78ac57be03afa5a3f5c15-p_e.jpg', 'https://photos.zillowstatic.com/fp/9e2b0d576786873e7378a522c5bcf692-p_e.jpg', 'https://photos.zillowstatic.com/fp/76fc1278dd30c959a106675bdfb0c6b4-p_e.jpg', 'https://photos.zillowstatic.com/fp/7a74ad9ab80782a8776bb5c23c16c99e-p_e.jpg']",https://www.zillow.com/homedetails/2485-Woking-Cres-404-Mississauga-ON-L5K-1Z6/447518658_zpid/
445812383,30 Malta Ave #1405,Brampton,ON,L6Y4S5,30 Malta Ave #1405 Brampton ON L6Y4S5,"C$499,000",3,2.0,,Condo for sale,CONDO,,,['https://photos.zillowstatic.com/fp/6199aef1923e449dd0bc564abcf4fe56-p_e.jpg'],https://www.zillow.com/homedetails/30-Malta-Ave-1405-Brampton-ON-L6Y-4S5/445812383_zpid/
441690356,6720 Glen Erin Dr #1013,Mississauga,ON,L5N3K8,6720 Glen Erin Dr #1013 Mississauga ON L5N3K8,"C$525,000",2,1.0,887,Condo for sale,CONDO,"Pinder Singh, Broker",905-821-3200,"['https://photos.zillowstatic.com/fp/63f4c6e04d10ab6aa106dbdb9ce40453-p_e.jpg', 'https://photos.zillowstatic.com/fp/b391d9bee8ac763950229dba4c038321-p_e.jpg', 'https://photos.zillowstatic.com/fp/354a5123866371ddf814ff60f9c7f3d9-p_e.jpg', 'https://photos.zillowstatic.com/fp/b1c8676c7b9326ca1321a877c134cd69-p_e.jpg', 'https://photos.zillowstatic.com/fp/31b85686c8cb993ff9606311e9811a7c-p_e.jpg', 'https://photos.zillowstatic.com/fp/16e1a1f365b506e42fd03ea5a6f9a6b4-p_e.jpg', 'https://photos.zillowstatic.com/fp/a58c0b29a1b2ee58c8ef74416fb1635d-p_e.jpg', 'https://photos.zillowstatic.com/fp/56d7636a7ee24abf23161f27db249269-p_e.jpg', 'https://photos.zillowstatic.com/fp/f3839670c7d8f0ca1911bde29c08bc7d-p_e.jpg', 'https://photos.zillowstatic.com/fp/40552b1f762481e5a1e1e71f015de179-p_e.jpg', 'https://photos.zillowstatic.com/fp/43665c8fbd363f36dcc0ddb135346764-p_e.jpg', 'https://photos.zillowstatic.com/fp/b6ffdd657725adec3443c5f574e4564c-p_e.jpg', 'https://photos.zillowstatic.com/fp/257943781a68e310738036d4a69e6bfd-p_e.jpg', 'https://photos.zillowstatic.com/fp/fa1e2d73e4b77b7704cfa78f15045c0f-p_e.jpg', 'https://photos.zillowstatic.com/fp/dbc842f493d719714aa4ae32b5049577-p_e.jpg', 'https://photos.zillowstatic.com/fp/9467d0bdfede7de5346b0ea1ae5a7788-p_e.jpg', 'https://photos.zillowstatic.com/fp/73d26667b2bcd3364fa515d122336a9c-p_e.jpg', 'https://photos.zillowstatic.com/fp/f7d4c5a536ebcddd363b2d9497a9b4dd-p_e.jpg', 'https://photos.zillowstatic.com/fp/283f236a8b74332f31d4d62e689db73c-p_e.jpg', 'https://photos.zillowstatic.com/fp/b340ffae4ea678d55276f162c6aba89f-p_e.jpg', 'https://photos.zillowstatic.com/fp/d8e7c6a4584a3d4d7a618381a8137283-p_e.jpg', 'https://photos.zillowstatic.com/fp/cfc89a51ea01fe2b4a6a33b2f42bb973-p_e.jpg', 'https://photos.zillowstatic.com/fp/977b8164188ecd7117bf343fac8f5840-p_e.jpg', 'https://photos.zillowstatic.com/fp/87f0f7fa96afb6c4abba2c7207bb3840-p_e.jpg', 'https://photos.zillowstatic.com/fp/34545c80ef09d0d47bc05ca43bd5c823-p_e.jpg', 'https://photos.zillowstatic.com/fp/7d357ae9337f2797cf89e23e4968980d-p_e.jpg', 'https://photos.zillowstatic.com/fp/45927349aaccf939a8d633f600958075-p_e.jpg', 'https://photos.zillowstatic.com/fp/cd8ef436620cd36416338287966bcd75-p_e.jpg', 'https://photos.zillowstatic.com/fp/6c021a2de205942fd911c86edaee4f05-p_e.jpg', 'https://photos.zillowstatic.com/fp/533c4d3a5a3f0f0ddefbbd7c1bf055c7-p_e.jpg', 'https://photos.zillowstatic.com/fp/ff7aaa12407c9675ecfcbda03dc7785e-p_e.jpg', 'https://photos.zillowstatic.com/fp/d37f7d83829c67f9a27a0e2fc7d2c079-p_e.jpg', 'https://photos.zillowstatic.com/fp/77aff8636981925bd9873dc52aedf580-p_e.jpg', 'https://photos.zillowstatic.com/fp/ab088deb3257812fb7bcd109cbb604cf-p_e.jpg', 'https://photos.zillowstatic.com/fp/b6d4acae5633fe5897fa7181a5edad16-p_e.jpg', 'https://photos.zillowstatic.com/fp/c832928bcc049061d433bcf77440a512-p_e.jpg', 'https://photos.zillowstatic.com/fp/48fc76c6cd8bfeefa6b5a6cfb4a830b7-p_e.jpg', 'https://photos.zillowstatic.com/fp/98e4fd2a1e66d041a17191a299843b57-p_e.jpg', 'https://photos.zillowstatic.com/fp/39ee839d191d6c0ec7db42d6b6a82452-p_e.jpg']",https://www.zillow.com/homedetails/6720-Glen-Erin-Dr-1013-Mississauga-ON-L5N-3K8/441690356_zpid/
2068504455,26 Hanover Rd #103,Brampton,ON,L6S4T2,26 Hanover Rd #103 Brampton ON L6S4T2,"C$514,900",3,2.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/63d6fd50ba48559e843c2a964ef75787-p_e.jpg', 'https://photos.zillowstatic.com/fp/7e00d9606f3fcb6ffcfcd6fe8d600fed-p_e.jpg', 'https://photos.zillowstatic.com/fp/42f392045edbfac52aff12220b7751ff-p_e.jpg', 'https://photos.zillowstatic.com/fp/2d8740c2860bcd0c4c86fd15d7c41dd8-p_e.jpg', 'https://photos.zillowstatic.com/fp/fa5dd78f3bb207d7a9b4676957fd62be-p_e.jpg', 'https://photos.zillowstatic.com/fp/98ac845dd0e8d03b2eac1277ad3c0b0e-p_e.jpg', 'https://photos.zillowstatic.com/fp/6aea5fa780477636b7af248d3be6ee11-p_e.jpg', 'https://photos.zillowstatic.com/fp/6c02e7e314dd979b8302eb2a52a5b8c2-p_e.jpg']",https://www.zillow.com/homedetails/26-Hanover-Rd-103-Brampton-ON-L6S-4T2/2068504455_zpid/
446923386,55 S Town Centre Blvd #908,Markham,ON,L6G0B1,55 S Town Centre Blvd #908 Markham ON L6G0B1,"C$580,000",2,1.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/3468f20cda07deb47347e2967091a352-p_e.jpg', 'https://photos.zillowstatic.com/fp/c506d4b738f2ebd570ea7cb02c914a39-p_e.jpg', 'https://photos.zillowstatic.com/fp/1c772f39a0e65606ca09f7c97b2d0ea0-p_e.jpg', 'https://photos.zillowstatic.com/fp/c34a49a17fae12955d4f4807b257b90c-p_e.jpg', 'https://photos.zillowstatic.com/fp/0679f889adea8d8d69893b84c0e400aa-p_e.jpg', 'https://photos.zillowstatic.com/fp/0e01fd896916a00e7761bb7e5a25ebcb-p_e.jpg', 'https://photos.zillowstatic.com/fp/505395d515c2c7fcb5b596905ae27c1e-p_e.jpg']",https://www.zillow.com/homedetails/55-S-Town-Centre-Blvd-908-Markham-ON-L6G-0B1/446923386_zpid/
446906745,90 Carisbrooke Ct,Brampton,ON,L6S3K1,90 Carisbrooke Ct Brampton ON L6S3K1,"C$549,900",3,2.0,,Townhouse for sale,TOWNHOUSE,,,['https://photos.zillowstatic.com/fp/193e7b8a5e343a6920bfc4836c2982d9-p_e.jpg'],https://www.zillow.com/homedetails/90-Carisbrooke-Ct-Brampton-ON-L6S-3K1/446906745_zpid/
2062250398,6839 2nd Line W,Mississauga,ON,L5W1M8,6839 2nd Line W Mississauga ON L5W1M8,"C$1,999,989",,0.0,,Lot / Land for sale,LOT,,,"['https://photos.zillowstatic.com/fp/1b5467a442563a1dde924226b568aeb6-p_e.jpg', 'https://photos.zillowstatic.com/fp/0a4c26c43804a459d23bc960dfe9b5aa-p_e.jpg']",https://www.zillow.com/homedetails/6839-2nd-Line-W-Mississauga-ON-L5W-1M8/2062250398_zpid/
2056026179,65 Watergarden Dr #201,Mississauga,ON,L5R0G9,65 Watergarden Dr #201 Mississauga ON L5R0G9,"C$488,000",3,2.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/d7e41f9598706e8e13c46c1acdc6d540-p_e.jpg', 'https://photos.zillowstatic.com/fp/02eb2ede9c94e79c139f0b50e9170fc5-p_e.jpg', 'https://photos.zillowstatic.com/fp/8ec34c5d83d95785db559e0302651b5b-p_e.jpg', 'https://photos.zillowstatic.com/fp/24ce1c079abda765a973c0d7302f1199-p_e.jpg', 'https://photos.zillowstatic.com/fp/2d96653164755d3fc41520b256b0c696-p_e.jpg', 'https://photos.zillowstatic.com/fp/72d3d3e73f2eae9bfb2bc31ea073e4dd-p_e.jpg', 'https://photos.zillowstatic.com/fp/b1f7e4b1ab6061aaa0a7333f8e02d09f-p_e.jpg', 'https://photos.zillowstatic.com/fp/2b674d8cfb3c6c688276b8ab96bdb90a-p_e.jpg', 'https://photos.zillowstatic.com/fp/e1103779e25e351a92a37c8a41f85af6-p_e.jpg', 'https://photos.zillowstatic.com/fp/b275341aeaedc43dc5a7c952be899fc1-p_e.jpg', 'https://photos.zillowstatic.com/fp/a09399889e3e2e309c56e4f5d245bb2c-p_e.jpg', 'https://photos.zillowstatic.com/fp/f54ced07c7041710dad61727a38a3e4e-p_e.jpg', 'https://photos.zillowstatic.com/fp/125661fd4b666520523b35da460009f2-p_e.jpg', 'https://photos.zillowstatic.com/fp/0093561813f857420b7e78c4cd441a97-p_e.jpg', 'https://photos.zillowstatic.com/fp/815dd9b3b57bf23f34420b2a774a1c4c-p_e.jpg', 'https://photos.zillowstatic.com/fp/0e62d0cd86a1ce8352c491d0bfb7cd75-p_e.jpg', 'https://photos.zillowstatic.com/fp/2e41e3d5cba720f191a06abc1f8338e1-p_e.jpg', 'https://photos.zillowstatic.com/fp/34ca7b10808b8371c12098d774995bc3-p_e.jpg', 'https://photos.zillowstatic.com/fp/51f961e92b5c1f54d4eea89474ff2e22-p_e.jpg', 'https://photos.zillowstatic.com/fp/2332ed2d4881561cc6f90f3059542d93-p_e.jpg', 'https://photos.zillowstatic.com/fp/9bfef18802b2fc4594493c56a1982c2d-p_e.jpg', 'https://photos.zillowstatic.com/fp/e699e7e15de87f11f964210ff8ccb83d-p_e.jpg', 'https://photos.zillowstatic.com/fp/723e0afe2ad16694d76622975b00b910-p_e.jpg', 'https://photos.zillowstatic.com/fp/424e5acc52be6ce9a48058194a5bd0c6-p_e.jpg']",https://www.zillow.com/homedetails/65-Watergarden-Dr-201-Mississauga-ON-L5R-0G9/2056026179_zpid/
442406418,3 Lisa St #312,Brampton,ON,L6T4A2,3 Lisa St #312 Brampton ON L6T4A2,"C$509,000",2,2.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/e3d6ee9dde0f9f84a672fa12d3c5416d-p_e.jpg', 'https://photos.zillowstatic.com/fp/dffc3b04d6ed6e16bce836e0455dcd87-p_e.jpg', 'https://photos.zillowstatic.com/fp/3cb22b7a09b783f78ca1a05a25f1f74d-p_e.jpg', 'https://photos.zillowstatic.com/fp/b105500f3b8ff38e8b4949df48809444-p_e.jpg', 'https://photos.zillowstatic.com/fp/54b92b5c9548c9f72d55a38608a70f16-p_e.jpg', 'https://photos.zillowstatic.com/fp/08b360d80d35039f9ffd1cd924df8403-p_e.jpg', 'https://photos.zillowstatic.com/fp/f708c045e15dd031201fc985c341784a-p_e.jpg', 'https://photos.zillowstatic.com/fp/e42f5278129fa8a4cda279453971277f-p_e.jpg', 'https://photos.zillowstatic.com/fp/7c7675c0f418f623a11fa0118d1b6783-p_e.jpg']",https://www.zillow.com/homedetails/3-Lisa-St-312-Brampton-ON-L6T-4A2/442406418_zpid/
446843167,188 Mill St S UNIT 215,Brampton,ON,L6Y1T8,188 Mill St S UNIT 215 Brampton ON L6Y1T8,"C$399,900",2,1.0,,Condo for sale,CONDO,,,[],https://www.zillow.com/homedetails/188-Mill-St-S-UNIT-215-Brampton-ON-L6Y-1T8/446843167_zpid/
2056273923,85 Attmar Dr #225,Brampton,ON,L6P2R4,85 Attmar Dr #225 Brampton ON L6P2R4,"C$529,000",1,1.0,,Townhouse for sale,TOWNHOUSE,,,"['https://photos.zillowstatic.com/fp/2e75301a372bdead7c3bbf8cd77b2693-p_e.jpg', 'https://photos.zillowstatic.com/fp/9f0f8b017df748ff62e01289a46b66f0-p_e.jpg', 'https://photos.zillowstatic.com/fp/87f87a178f248dcee379d7fbd02360ea-p_e.jpg', 'https://photos.zillowstatic.com/fp/7e0ebe7ccc1c5c3478a7da1ef7e74c4c-p_e.jpg']",https://www.zillow.com/homedetails/85-Attmar-Dr-225-Brampton-ON-L6P-2R4/2056273923_zpid/
441747539,310 Mill St S #1102,Brampton,ON,L6Y3B1,310 Mill St S #1102 Brampton ON L6Y3B1,"C$420,000",2,2.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/992009d6f8ae8eb7c2738e5377a6a2ef-p_e.jpg', 'https://photos.zillowstatic.com/fp/e0aa76f1a8a91bfa706274432c386903-p_e.jpg', 'https://photos.zillowstatic.com/fp/542d94474022ab919047d2c17415901f-p_e.jpg', 'https://photos.zillowstatic.com/fp/ac4bb424bbbe907c33f27147a78b69c1-p_e.jpg', 'https://photos.zillowstatic.com/fp/4a52dec2983dba4a6d35e1fa7fa43afb-p_e.jpg', 'https://photos.zillowstatic.com/fp/2921d895581df30bd7550645446f47f4-p_e.jpg', 'https://photos.zillowstatic.com/fp/736e670e1e2a82214123f083177cef06-p_e.jpg', 'https://photos.zillowstatic.com/fp/825ff9b65528cd07221771cd00594a29-p_e.jpg', 'https://photos.zillowstatic.com/fp/64926749fb1cbaee6219b58efc090bb0-p_e.jpg', 'https://photos.zillowstatic.com/fp/e874b5e28fc601ac4f1ec36f48a8c1c4-p_e.jpg', 'https://photos.zillowstatic.com/fp/6d1af0b8985bb2c49fb50ca466c15a76-p_e.jpg', 'https://photos.zillowstatic.com/fp/fa5a031e4a2114851eeae9ddf6db039f-p_e.jpg', 'https://photos.zillowstatic.com/fp/229202a20b9b1c2a1888214adbeee01e-p_e.jpg', 'https://photos.zillowstatic.com/fp/ef50af2acaa7bdc4f7507b6b566c18a3-p_e.jpg', 'https://photos.zillowstatic.com/fp/f6bd1a9c0d41b1d5e66a6a64353e9683-p_e.jpg', 'https://photos.zillowstatic.com/fp/fe62ae082f0b309a0af096e55d41c282-p_e.jpg', 'https://photos.zillowstatic.com/fp/de28a26d318ecb916465d3718185288c-p_e.jpg', 'https://photos.zillowstatic.com/fp/6317f36d34355c0034bee29c8b5467d6-p_e.jpg', 'https://photos.zillowstatic.com/fp/3f97159b1afc218f5b64b5e37b94e4ce-p_e.jpg', 'https://photos.zillowstatic.com/fp/ee2d55b521604eb3fa23b6a44da4656c-p_e.jpg', 'https://photos.zillowstatic.com/fp/957c5a972383c3b76bcba0a9da1ec339-p_e.jpg', 'https://photos.zillowstatic.com/fp/b507171b3bcc93ebd54361a346f17c9a-p_e.jpg', 'https://photos.zillowstatic.com/fp/dda1492be45bcef915c8bcbde13761c1-p_e.jpg', 'https://photos.zillowstatic.com/fp/60afda85395084c74cd06d1a4c55c508-p_e.jpg', 'https://photos.zillowstatic.com/fp/03010d0f7bb519d826004e7b1b333719-p_e.jpg', 'https://photos.zillowstatic.com/fp/5b3a8c8e58003acbcfc1492df8efa72c-p_e.jpg', 'https://photos.zillowstatic.com/fp/8593baee610581eddac4141068d09b66-p_e.jpg', 'https://photos.zillowstatic.com/fp/cf41145fbca8b9ff9c7e3c106c92df39-p_e.jpg', 'https://photos.zillowstatic.com/fp/db31192103553d64efa0dd63a04a1159-p_e.jpg', 'https://photos.zillowstatic.com/fp/56d7111b98802f348ef481b34ff87d4f-p_e.jpg', 'https://photos.zillowstatic.com/fp/9590c89ad10d014df1dabe882633d732-p_e.jpg', 'https://photos.zillowstatic.com/fp/a7e3e0c6fe9a3345663b9c71ec87474b-p_e.jpg', 'https://photos.zillowstatic.com/fp/693dc5983cae46c6a30f1c2bb1a16410-p_e.jpg', 'https://photos.zillowstatic.com/fp/98a71f76ca0905029199d364bfc3e5f2-p_e.jpg', 'https://photos.zillowstatic.com/fp/dffdc7454b8720ed72055378b2c29c1d-p_e.jpg', 'https://photos.zillowstatic.com/fp/55bfc3aa6abc05f08d7612f255895bdf-p_e.jpg', 'https://photos.zillowstatic.com/fp/0426af3f84ec1f1a633a988994310e88-p_e.jpg', 'https://photos.zillowstatic.com/fp/0a8f39ccc4fd48905a27ba316635e369-p_e.jpg', 'https://photos.zillowstatic.com/fp/b5940d02e14828e136196bcbc9850258-p_e.jpg']",https://www.zillow.com/homedetails/310-Mill-St-S-1102-Brampton-ON-L6Y-3B1/441747539_zpid/
2066387600,70 Baycliffe Cres #106,Brampton,ON,L7A0Z5,70 Baycliffe Cres #106 Brampton ON L7A0Z5,"C$2,749",2,2.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/c541352574a4f1bfb138cd74341d55e3-p_e.jpg', 'https://photos.zillowstatic.com/fp/2f8749f07bc7f286664ab6d9b210ef9c-p_e.jpg', 'https://photos.zillowstatic.com/fp/c28353299d0009bd7668517de79c6f2d-p_e.jpg', 'https://photos.zillowstatic.com/fp/db1e3461f7ab41632a8710e6b91d4da2-p_e.jpg', 'https://photos.zillowstatic.com/fp/c8af022396d9fa5ec817bec945138315-p_e.jpg', 'https://photos.zillowstatic.com/fp/a577e719c36ab4744e032ae5120da805-p_e.jpg', 'https://photos.zillowstatic.com/fp/2b244172bcd42a74971e5dae22e90df5-p_e.jpg']",https://www.zillow.com/homedetails/70-Baycliffe-Cres-106-Brampton-ON-L7A-0Z5/2066387600_zpid/
440333677,1930 Wanless Dr #44,Brampton,ON,L7A0A7,1930 Wanless Dr #44 Brampton ON L7A0A7,"C$649,900",2,2.0,,New construction,TOWNHOUSE,,,"['https://photos.zillowstatic.com/fp/1cb194fda5edd930aee4bfe56b7fb6e7-p_e.jpg', 'https://photos.zillowstatic.com/fp/a578b9d3544262cf598b171181d051b1-p_e.jpg', 'https://photos.zillowstatic.com/fp/a1f464b1d4daef6574849f043c2a9131-p_e.jpg', 'https://photos.zillowstatic.com/fp/9addffe3d11d3b64aaf531312c2b1958-p_e.jpg', 'https://photos.zillowstatic.com/fp/5588ecdcdefd09fcdd6e6969aa79cdda-p_e.jpg', 'https://photos.zillowstatic.com/fp/afa0b1dfd9a5e7f5807fb761a3dcbd2c-p_e.jpg', 'https://photos.zillowstatic.com/fp/f798fd77dd79e8eca83fa0771b1ba1ec-p_e.jpg']",https://www.zillow.com/homedetails/1930-Wanless-Dr-44-Brampton-ON-L7A-0A7/440333677_zpid/
445812398,15 Lynch St #1001,Brampton,ON,L6W2Z8,15 Lynch St #1001 Brampton ON L6W2Z8,"C$509,999",2,1.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/c76c81eba8e6a607000d1701f97b20cc-p_e.jpg', 'https://photos.zillowstatic.com/fp/8a2cc90dce2160b7f91702458a5157dc-p_e.jpg', 'https://photos.zillowstatic.com/fp/1fc714212e23c1b83eaec3fe42782a24-p_e.jpg', 'https://photos.zillowstatic.com/fp/8a179398db7611ab64d3cb6268ec66ab-p_e.jpg', 'https://photos.zillowstatic.com/fp/b4e69b7edbf9e32f426c6c6da37d33b7-p_e.jpg', 'https://photos.zillowstatic.com/fp/fe04a7c8d3eb10976d527b533c52efa4-p_e.jpg', 'https://photos.zillowstatic.com/fp/0d9187dfede6c4fbf1ddd37da2458322-p_e.jpg', 'https://photos.zillowstatic.com/fp/3c5d7710d193e5b810c45f26f7a992b1-p_e.jpg']",https://www.zillow.com/homedetails/15-Lynch-St-1001-Brampton-ON-L6W-2Z8/445812398_zpid/
2062241792,9650 Highway 27 Rd,Vaughan,ON,L4L1A7,9650 Highway 27 Rd Vaughan ON L4L1A7,C$2,6,4.0,,House for sale,SINGLE_FAMILY,,,"['https://photos.zillowstatic.com/fp/71bd90db52efc914f2e45a285895918e-p_e.jpg', 'https://photos.zillowstatic.com/fp/c9ff7494f91fc41bad9dfd4caf3aeb6e-p_e.jpg', 'https://photos.zillowstatic.com/fp/0c69be43f3b40089c8496288964c582e-p_e.jpg', 'https://photos.zillowstatic.com/fp/03f64af69991496991e4c2c94e1f5beb-p_e.jpg', 'https://photos.zillowstatic.com/fp/a941e1d681e3f0df86243568a938eb96-p_e.jpg', 'https://photos.zillowstatic.com/fp/5bd39cefa039fef625cb433ac22a50ae-p_e.jpg', 'https://photos.zillowstatic.com/fp/d56864669681de0a1add26400e688011-p_e.jpg', 'https://photos.zillowstatic.com/fp/bb50a696e6873063a6331bcfe6bfca3d-p_e.jpg', 'https://photos.zillowstatic.com/fp/e68278446e2f894b4faf9537b2de3063-p_e.jpg', 'https://photos.zillowstatic.com/fp/ba3d96ca16ebdf285c31b57c583f8c84-p_e.jpg', 'https://photos.zillowstatic.com/fp/f03ea602e403ae11de5b802b82a569e0-p_e.jpg', 'https://photos.zillowstatic.com/fp/a4329218ae92d2045247e7336116712a-p_e.jpg', 'https://photos.zillowstatic.com/fp/155fb7174036d68bfd296797a93ae54b-p_e.jpg', 'https://photos.zillowstatic.com/fp/4620cd9bc2ace4a709245eaaf6aaff7f-p_e.jpg', 'https://photos.zillowstatic.com/fp/7a2966f028aa01741e279ef22801bef7-p_e.jpg', 'https://photos.zillowstatic.com/fp/dde4c1b1915ce243a22a3e449f699369-p_e.jpg', 'https://photos.zillowstatic.com/fp/8660986430d37a01d85929dad1c366d3-p_e.jpg', 'https://photos.zillowstatic.com/fp/8e2d9836f0830a22ef6b1337966b3f01-p_e.jpg', 'https://photos.zillowstatic.com/fp/f5d0ba78def3f98c0c861491ebb7ac84-p_e.jpg', 'https://photos.zillowstatic.com/fp/897e1e8ec97f4d638081e1d46829d085-p_e.jpg', 'https://photos.zillowstatic.com/fp/d0d201050bd008b2df9bcdd9c585824d-p_e.jpg', 'https://photos.zillowstatic.com/fp/f4ad8236d257291d05d8f2a9036ccda5-p_e.jpg', 'https://photos.zillowstatic.com/fp/8067436da4604c22272cdccf8d480518-p_e.jpg', 'https://photos.zillowstatic.com/fp/9bf0cb839b37fed33ec8afcb70b3bb45-p_e.jpg', 'https://photos.zillowstatic.com/fp/b54e4dbf28be25455e39566f1294512e-p_e.jpg', 'https://photos.zillowstatic.com/fp/e6e2a01c2e0d53e7b495830c6487e1a4-p_e.jpg', 'https://photos.zillowstatic.com/fp/a806c5b214774c534e8be09309851702-p_e.jpg', 'https://photos.zillowstatic.com/fp/c26805647a2b03905eeb756b589bd35b-p_e.jpg', 'https://photos.zillowstatic.com/fp/d0b5ef1fd41d6841ea13f9e6c78da1f4-p_e.jpg', 'https://photos.zillowstatic.com/fp/a89b112f5d208b36e07884993e169ec1-p_e.jpg', 'https://photos.zillowstatic.com/fp/d2f62d5286e80cd70116bf9d5981befe-p_e.jpg', 'https://photos.zillowstatic.com/fp/0ac611068e095422fccaf66aa60e6362-p_e.jpg']",https://www.zillow.com/homedetails/9650-Highway-27-Rd-Vaughan-ON-L4L-1A7/2062241792_zpid/
