Title,price,saving,discountData,productLink,quantityPrice,category
L'Oréal Paris CR Intense Volume Matte 200 Orange,22.95,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/l-oreal-paris-cr-intense-volume-matte-200-orange/p/7123974,22.95/1ST,Make-Up
L'Oréal Paris CR Intense Volume Matte 300 Rouge,22.95,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/l-oreal-paris-cr-intense-volume-matte-300-rouge/p/7123975,22.95/1ST,Make-Up
L'Oréal Paris CR Intense Volume Matte 500 Beige,22.95,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/l-oreal-paris-cr-intense-volume-matte-500-beige/p/7123976,22.95/1ST,Make-Up
L'Oréal Paris Lippenstift Infaillible 2-Step 213 Toujours Teaberry,23.95,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/l-oreal-paris-lippenstift-infaillible-2-step-213-toujours-teaberry/p/6036285,23.95/1ST,Make-Up
L'Oréal Paris Lippenstift Infaillible 2-Step 404 Corail Constant,23.95,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/l-oreal-paris-lippenstift-infaillible-2-step-404-corail-constant/p/4444793,23.95/1ST,Make-Up
L'Oréal Paris Lipstick Infaillible X3 2-STEP 101,23.95,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/l-oreal-paris-lipstick-infaillible-x3-2-step-101/p/7123966,23.95/1ST,Make-Up
L'Oréal Paris Lipstick Infaillible X3 2-STEP 803,23.95,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/l-oreal-paris-lipstick-infaillible-x3-2-step-803/p/7123972,23.95/1ST,Make-Up
L'Oréal Paris Ral Color Riche Shine 111 Instaheaven,20.95,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/l-oreal-paris-ral-color-riche-shine-111-instaheaven/p/6099140,20.95/1ST,Make-Up
Lippenstift Brilliant Signature Plump-in-Gloss 410 I Inflate,21.95,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/lippenstift-brilliant-signature-plump-in-gloss-410-i-inflate/p/6768409,21.95/1ST,Make-Up
Lippenstift Brilliant Signature Plump-in-Gloss 412 I Heighten,21.95,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/lippenstift-brilliant-signature-plump-in-gloss-412-i-heighten/p/6768408,21.95/1ST,Make-Up
Lop Lipstick CR Intense Vol Mat 640,22.95,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/lop-lipstick-cr-intense-vol-mat-640/p/6869294,22.95/1ST,Make-Up
Maybelline Lippenstift Superstay 24H Color 250,18.95,,,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/maybelline-lippenstift-superstay-24h-color-250/p/4119887,18.95/1ST,Make-Up
Maybelline Lippenstift Superstay 24H Color 260,18.95,,,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/maybelline-lippenstift-superstay-24h-color-260/p/4119888,18.95/1ST,Make-Up
Maybelline Lippenstift Superstay 24H Color 640,18.95,,,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/maybelline-lippenstift-superstay-24h-color-640/p/5969724,18.95/1ST,Make-Up
Maybelline New York Lips Vinyl Ink 15 Peachy,19.95,,,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/maybelline-new-york-lips-vinyl-ink-15-peachy/p/7018904,19.95/1ST,Make-Up
Maybelline New York  Lips Vinyl Ink 20 Coy,19.95,,,https://www.coop.ch/de/kosmetik-gesundheit/make-up/lippen/lippenstifte/maybelline-new-york-lips-vinyl-ink-20-coy/p/7018903,19.95/1ST,Make-Up
Gourmet Perle Genuss Sauce Fleisch 4x85g,4.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/gourmet-perle-genuss-sauce-fleisch-4x85g/p/6139569,1.46/100g,Tierwelt
Purina ONE Katzenfutter Sensitive Truthahn & Reis,13.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/trockenfutter-fuer-katzen/purina-one-katzenfutter-sensitive-truthahn-reis/p/4965589,0.93/100g,Tierwelt
Ultra Brilliant Katzenstreu Box,4.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenstreu/klumpend/ultra-brilliant-katzenstreu-box/p/7103400,0.83/1l,Tierwelt
Prix Garantie Katzenfutter Pastete Truthahn & Huhn 4x100g,1,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/prix-garantie-katzenfutter-pastete-truthahn-huhn-4x100g/p/6443255,0.25/100g,Tierwelt
Felix Katzenfutter Soup Fisch assortiert 6x48g,3.1,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/felix-katzenfutter-soup-fisch-assortiert-6x48g/p/6325162,1.08/100g,Tierwelt
Sheba Filets Huhn & Thunfisch 4x  60g,7.2,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/sheba-filets-huhn-thunfisch/p/6985336,3.00/100g,Tierwelt
Prix Garantie Cat Mix Katzenfutter in Sauce assortiert 24x100g,5.9,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/prix-garantie-cat-mix-katzenfutter-in-sauce-assortiert-24x100g/p/5817557,0.25/100g,Tierwelt
Gourmet Revelations Thunfisch 2x57g,2.4,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/gourmet-revelations-thunfisch-2x57g/p/6727459,2.11/100g,Tierwelt
Gourmet Mon Petit Katzenfutter in Sauce Rind & Huhn 6x50g,4.4,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/gourmet-mon-petit-katzenfutter-in-sauce-rind-huhn-6x50g/p/5937305,1.47/100g,Tierwelt
Felix Sensations Fleisch,5.3,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/trockenfutter-fuer-katzen/felix-sensations-fleisch/p/4008778,0.53/100g,Tierwelt
Purina ONE Katzenfutter Senior 7+ in Sauce Huhn 4x85g,4.8,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/purina-one-katzenfutter-senior-7-in-sauce-huhn-4x85g/p/3627860,1.41/100g,Tierwelt
Felix so gut wie Katzenfutter in Gelee Fisch 24x85g,14.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/felix-so-gut-wie-katzenfutter-in-gelee-fisch-24x85g/p/6871887,0.73/100g,Tierwelt
Prix Garantie Katzenfutter Pastete Rind & Kalb 4x100g,1,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/prix-garantie-katzenfutter-pastete-rind-kalb-4x100g/p/6443253,0.25/100g,Tierwelt
Vitakraft Cat-Stick Katzensnack Truthahn & Lamm 6 Stück,2.1,,50% ab 2,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/katzensnacks-katzenmilch/vitakraft-cat-stick-katzensnack-truthahn-lamm-6-stueck/p/4325687,5.83/100g,Tierwelt
Gourmet Perle Katzenfutter in Sauce Fleisch & Lachs assortiert 4x85g,4.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/gourmet-perle-katzenfutter-in-sauce-fleisch-lachs-assortiert-4x85g/p/3474024,1.46/100g,Tierwelt
Fidelio geschälte Sonnenblumenkerne,5.2,,,https://www.coop.ch/de/haushalt-tier/tierwelt/voegel/vogelfutter/wildvoegel/fidelio-geschaelte-sonnenblumenkerne/p/6359919,0.58/100g,Tierwelt
Vitakraft Beef-Stick Hundesnack Truthahn 4x12g,3.1,,,https://www.coop.ch/de/haushalt-tier/tierwelt/hunde/hundefutter/hundesnacks-belohnungen/vitakraft-beef-stick-hundesnack-truthahn-4x12g/p/3409749,6.46/100g,Tierwelt
Catsan Hygiene Plus Smart Pack nicht klumpend 2 Stück,16.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenstreu/nicht-klumpend/catsan-hygiene-plus-smart-pack-nicht-klumpend-2-stueck/p/3573386,8.48/1ST,Tierwelt
Purina ONE Katzenfutter Sterilcat in Sauce Lachs 4x85g,4.8,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/purina-one-katzenfutter-sterilcat-in-sauce-lachs-4x85g/p/4318627,1.41/100g,Tierwelt
Prix Garantie Wildvögel Streufutter,8.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/voegel/vogelfutter/wildvoegel/prix-garantie-wildvoegel-streufutter/p/6676202,0.18/100g,Tierwelt
Cat's Best Original Katzenstreu klumpend,22.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenstreu/klumpend/cat-s-best-original-katzenstreu-klumpend/p/5902810,2.67/1kg,Tierwelt
"Purina ONE Senior 7+ zarte Stückchen in Sauce mit Rind und Karotten, Katzennassfutter, Beutel 4x85g",4.8,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/purina-one-senior-7-zarte-stueckchen-in-sauce-mit-rind-und-karotten-katzennassfutter-beutel-4x85g/p/4681788,1.41/100g,Tierwelt
Sheba Katzenfutter in Sauce Fresh & Fine Fisch 15x50g,10.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/sheba-katzenfutter-in-sauce-fresh-fine-fisch-15x50g/p/6463400,1.46/100g,Tierwelt
Felix Doppelt Lecker Katzenfutter in Gelée assortiert 12x85g,7.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/felix-doppelt-lecker-katzenfutter-in-gelee-assortiert-12x85g/p/6871776,0.78/100g,Tierwelt
Prix Garantie Wiesenheu,2.2,,,https://www.coop.ch/de/haushalt-tier/tierwelt/kleintier/streu/prix-garantie-wiesenheu/p/7101570,2.20/1kg,Tierwelt
Fidelio Terrassenmix,4.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/voegel/vogelfutter/wildvoegel/fidelio-terrassenmix/p/6029278,0.55/100g,Tierwelt
Dreamies mit Huhn 180G,6.7,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/katzensnacks-katzenmilch/dreamies-mit-huhn-180g/p/5788449,3.72/100g,Tierwelt
Sheba Katzenfutter in Sauce Fresh & Fine Geflügel 15x50g,10.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/nassfutter-fuer-katzen/sheba-katzenfutter-in-sauce-fresh-fine-gefluegel-15x50g/p/6463561,1.46/100g,Tierwelt
Felix Katzensnack Party Mix Seaside,5.95,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/katzensnacks-katzenmilch/felix-katzensnack-party-mix-seaside/p/6139397,2.98/100g,Tierwelt
Prix Garantie Cat Menu Mix mit Geflügel & Rind,2.5,,,https://www.coop.ch/de/haushalt-tier/tierwelt/katzen/katzenfutter/trockenfutter-fuer-katzen/prix-garantie-cat-menu-mix-mit-gefluegel-rind/p/6378889,0.13/100g,Tierwelt
Naturaline Herren Shirt schwarz S,19.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/shirts-pullover/herren-shirt/naturaline-herren-shirt-schwarz-s/p/3450446005,,Bekleidung
Naturaline Herren Shirt schwarz XL,19.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/shirts-pullover/herren-shirt/naturaline-herren-shirt-schwarz-xl/p/3450446008,,Bekleidung
Naturaline Herren T-Shirt Kurzarm schwarz S,24.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/shirts-pullover/herren-shirt/naturaline-herren-t-shirt-kurzarm-schwarz-s/p/6031467016,,Bekleidung
Naturaline Herren T-Shirt Kurzarm weiss S,24.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/shirts-pullover/herren-shirt/naturaline-herren-t-shirt-kurzarm-weiss-s/p/6031467006,,Bekleidung
Avela Socken Cotton Euro 39 - 41,5.5,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/socken/avela-socken-cotton-euro-39-41/p/4091029004,,Bekleidung
Avela Socken Cotton Noir 35 - 38,5.5,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/socken/avela-socken-cotton-noir-35-38/p/4091029007,,Bekleidung
Avela Söckchen Ideal Noir One Size,4.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/socken/avela-soeckchen-ideal-noir-one-size/p/6077158006,2.48/1ST,Bekleidung
Avela Söckchen Pure Hasel One Size,2.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/socken/avela-soeckchen-pure-hasel-one-size/p/6077154003,1.48/1ST,Bekleidung
Avela Söckchen Pure Natural One Size,2.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/socken/avela-soeckchen-pure-natural-one-size/p/6077154004,1.48/1ST,Bekleidung
Avela Strumpfhose Belform Liberty Hasel  10 - 10.5,6.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-belform-liberty-hasel-10-105/p/6075681007,,Bekleidung
Avela Strumpfhose Belform Liberty Hasel  11 - 12,6.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-belform-liberty-hasel-11-12/p/6075681008,,Bekleidung
Avela Strumpfhose Belform Liberty Hasel  8.5 - 9,6.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-belform-liberty-hasel-85-9/p/6075681005,,Bekleidung
Avela Strumpfhose Belform Liberty Hasel  9.5,6.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-belform-liberty-hasel-95/p/6075681006,,Bekleidung
Avela Strumpfhose Belform Liberty Natural  10 - 10.5,6.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-belform-liberty-natural-10-105/p/6075681011,,Bekleidung
Avela Strumpfhose Belform Liberty Natural  11 - 12,6.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-belform-liberty-natural-11-12/p/6075681012,,Bekleidung
Avela Strumpfhose Belform Liberty Natural  8.5 - 9,6.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-belform-liberty-natural-85-9/p/6075681009,,Bekleidung
Avela Strumpfhose Belform Liberty Natural  9.5,6.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-belform-liberty-natural-95/p/6075681010,,Bekleidung
Avela Strumpfhose Belform Liberty Noir  10 - 10.5,6.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-belform-liberty-noir-10-105/p/6075681015,,Bekleidung
Avela Strumpfhose Belform Liberty Noir  11 - 12,6.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-belform-liberty-noir-11-12/p/6075681016,,Bekleidung
Avela Strumpfhose Belform Liberty Noir  8.5 - 9,6.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-belform-liberty-noir-85-9/p/6075681013,,Bekleidung
Avela Strumpfhose Belform Liberty Noir  9.5,6.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-belform-liberty-noir-95/p/6075681014,,Bekleidung
Avela Strumpfhose Madame Hasel  10 - 10.5,5.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-madame-hasel-10-105/p/6075745007,,Bekleidung
Avela Strumpfhose Madame Hasel  11 - 12,5.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-madame-hasel-11-12/p/6075745008,,Bekleidung
Avela Strumpfhose Madame Hasel  8.5 - 9,5.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-madame-hasel-85-9/p/6075745005,,Bekleidung
Avela Strumpfhose Madame Hasel  9.5,5.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-madame-hasel-95/p/6075745006,,Bekleidung
Avela Strumpfhose Madame Natural  11 - 12,5.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-madame-natural-11-12/p/6075745012,,Bekleidung
Avela Strumpfhose Madame Natural  8.5 - 9,5.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-madame-natural-85-9/p/6075745009,,Bekleidung
Avela Strumpfhose Madame Noir  10 - 10.5,5.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-madame-noir-10-105/p/6075745015,,Bekleidung
Avela Strumpfhose Madame Noir  8.5 - 9,5.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-madame-noir-85-9/p/6075745013,,Bekleidung
Avela Strumpfhose Madame Noir  9.5,5.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-madame-noir-95/p/6075745014,,Bekleidung
well Crèmedose 2x20ml,4.95,,25% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/koerperpflege/pflege-accessoires/weitere-pflege-accesoires/well-cremedose-2x20ml/p/3681044,,Gesichtspflege
Pantene PRO-V Haarshampoo Repair&Care Mini,2.95,,,https://www.coop.ch/de/kosmetik-gesundheit/haarpflege-styling/shampoo/repair-color-shampoo/pantene-pro-v-haarshampoo-repair-care-mini/p/6135231,3.28/100ml,Gesichtspflege
L'Oréal Men Expert Hydra Energy Kühlendes Feuchtigkeits-Gel Anti-Glanz (50 ml),11.5,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/herrenpflege-rasur/herren-gesichtspflege/gesichtspflege/l-oreal-men-expert-hydra-energy-kuehlendes-feuchtigkeits-gel-anti-glanz-50-ml/p/4473624,2.30/10ml,Gesichtspflege
Carmex Classic Stick Lippenbalsam,3.5,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/gesichtspflege/lippenpflege/carmex-classic-stick-lippenbalsam/p/6844420,8.24/10g,Gesichtspflege
NIVEA Volume & Strength Shampoo pH-Balance Mini,1.95,,,https://www.coop.ch/de/kosmetik-gesundheit/haarpflege-styling/shampoo/volumen-locken-shampoo/nivea-volume-strength-shampoo-ph-balance-mini/p/4290522,0.39/10ml,Gesichtspflege
well Massageblume,4.95,,25% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/koerperpflege/pflege-accessoires/massageprodukte/well-massageblume/p/4891596,,Gesichtspflege
Nivea Q10 Power Anti-Falten Schützende Tagescreme LSF 30,16.95,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/gesichtspflege/tagescreme/nivea-q10-power-anti-falten-schuetzende-tagescreme-lsf-30/p/5888715,3.39/10ml,Gesichtspflege
Nivea Derma Skin Clear Peeling,7.95,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/abschminken-reinigen/waschgel-peelings/nivea-derma-skin-clear-peeling/p/7093294,5.30/100ml,Gesichtspflege
Sibonet Duschgel Mini,1.5,,,https://www.coop.ch/de/kosmetik-gesundheit/koerperpflege/duschen/gel-dusch/sibonet-duschgel-mini/p/3674256,0.30/10ml,Gesichtspflege
Naturaline Reinigungstücher 25 Stück,3.95,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/abschminken-reinigen/reinigungstuecher/naturaline-reinigungstuecher-25-stueck/p/6666163,15.80/100ST,Gesichtspflege
well Augenmake-up Entferner Pad ölfrei 60 Stück,3.9,,25% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/abschminken-reinigen/makeup-entferner/well-augenmake-up-entferner-pad-oelfrei-60-stueck/p/6966029,0.65/10ST,Gesichtspflege
Neutrogena Reinigungsgel Hydro Boost Aqua,8.5,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/abschminken-reinigen/waschgel-peelings/neutrogena-reinigungsgel-hydro-boost-aqua/p/5876748,4.25/100ml,Gesichtspflege
Neutrogena Waschgel Anti-Bibeli,8.45,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/abschminken-reinigen/waschgel-peelings/neutrogena-waschgel-anti-bibeli/p/5943705,4.23/100ml,Gesichtspflege
Nivea Q10 Power Anti Falten Reinigungsmilch,7.8,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/abschminken-reinigen/reinigungsmilch/nivea-q10-power-anti-falten-reinigungsmilch/p/3596985,3.90/100ml,Gesichtspflege
Nivea Erfrischendes Tonic,5.3,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/abschminken-reinigen/gesichtstonic/nivea-erfrischendes-tonic/p/3433176,2.65/100ml,Gesichtspflege
Borotalco Puder Dose,3.8,,,https://www.coop.ch/de/kosmetik-gesundheit/koerperpflege/pflege-accessoires/weitere-pflege-accesoires/borotalco-puder-dose/p/3389609,3.80/100g,Gesichtspflege
NIVEA Glow Boost Tuchmaske,2.95,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/gesichtspflege/gesichtsmasken/nivea-glow-boost-tuchmaske/p/7173040,2.95/1ST,Gesichtspflege
Nivea Body Milk Mini,2.35,,,https://www.coop.ch/de/kosmetik-gesundheit/koerperpflege/hautpflege/bodylotion-creme/nivea-body-milk-mini/p/6132863,3.13/100ml,Gesichtspflege
Nivea Hyaluron Cellular Filler Volumen Tuchmaske,4.95,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/gesichtspflege/gesichtsmasken/nivea-hyaluron-cellular-filler-volumen-tuchmaske/p/6436905,4.95/1ST,Gesichtspflege
Well Tuchmaske mit Algen-Extrakt und Hyaluron,2.5,,25% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/gesichtspflege/gesichtsmasken/well-tuchmaske-mit-algen-extrakt-und-hyaluron/p/6814239,0.93/10g,Gesichtspflege
Nivea Rosenwasser Waschgel,6.95,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/abschminken-reinigen/reinigungsmilch/nivea-rosenwasser-waschgel/p/6591692,4.63/100ml,Gesichtspflege
Naturaline Waschgel,7.95,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/abschminken-reinigen/waschgel-peelings/naturaline-waschgel/p/4415409,5.30/100ml,Gesichtspflege
Borotalco Deo Spray Original Mini,2.5,,,https://www.coop.ch/de/kosmetik-gesundheit/koerperpflege/deo-fuer-sie/deo-body-sprays/borotalco-deo-spray-original-mini/p/4292311,0.56/10ml,Gesichtspflege
Colgate Plax Cool Mint Mundspülung Mini,2.8,,,https://www.coop.ch/de/kosmetik-gesundheit/zahnpflege/mundhygiene/mundspuelung/colgate-plax-cool-mint-mundspuelung-mini/p/6761013,2.80/100ml,Gesichtspflege
L'Oréal Paris Revitalift Feuchtigkeitspflege Tag,16.95,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/gesichtspflege/tagescreme/l-oreal-paris-revitalift-feuchtigkeitspflege-tag/p/3162001,3.39/10ml,Gesichtspflege
elmex Zahnpasta Kariesschutz Professional,2.5,,20% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/zahnpflege/zahnpaste/zahnpaste-fuer-erwachsene/elmex-zahnpasta-kariesschutz-professional/p/6591080,12.50/100ml,Gesichtspflege
Neutrogena Mizellenwasser,8.5,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/abschminken-reinigen/makeup-entferner/neutrogena-mizellenwasser/p/6325363,2.13/100ml,Gesichtspflege
Labello Lippenpflege Sun Protect,5.95,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/gesichtspflege/lippenpflege/labello-lippenpflege-sun-protect/p/5647901,12.40/10g,Gesichtspflege
"L'Oréal Paris Revitalift Clinical Vitamin C Sofort-Glow Serum-Maske, 26.0g",5.45,,30% ab 2,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/gesichtspflege/gesichtsmasken/l-oreal-paris-revitalift-clinical-vitamin-c-sofort-glow-serum-maske-260g/p/7176360,5.45/1ST,Gesichtspflege
Garnier Pure 3 in 1 Washgel,7.5,,,https://www.coop.ch/de/kosmetik-gesundheit/gesichtspflege/abschminken-reinigen/waschgel-peelings/garnier-pure-3-in-1-washgel/p/3702303,5.00/100ml,Gesichtspflege
Avela Strumpfhose Top Silhouette Natural  10 - 10.5,9.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-top-silhouette-natural-10-105/p/6076125011,,Bekleidung
Avela Strumpfhose Top Silhouette Natural  11 - 12,9.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-top-silhouette-natural-11-12/p/6076125012,,Bekleidung
Avela Strumpfhose Top Silhouette Natural  9.5,9.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-top-silhouette-natural-95/p/6076125010,,Bekleidung
Avela Strumpfhose Top Silhouette Noir  10 - 10.5,9.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-top-silhouette-noir-10-105/p/6076125015,,Bekleidung
Avela Strumpfhose Top Silhouette Noir  11 - 12,9.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-top-silhouette-noir-11-12/p/6076125016,,Bekleidung
Avela Strumpfhose Top Silhouette Noir  8.5 - 9,9.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-top-silhouette-noir-85-9/p/6076125013,,Bekleidung
Avela Strumpfhose Top Silhouette Noir  9.5,9.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-top-silhouette-noir-95/p/6076125014,,Bekleidung
Avela Strumpfhose Top Size Hasel  13 - 14,3.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-top-size-hasel-13-14/p/6075749002,,Bekleidung
Avela Strumpfhose Top Size Noir  11 - 12,3.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-top-size-noir-11-12/p/6075749003,,Bekleidung
Avela Strumpfhose Top Size Noir  13 - 14,3.95,,,https://www.coop.ch/de/haushalt-tier/bekleidung/socken-unterwaesche/struempfe/avela-strumpfhose-top-size-noir-13-14/p/6075749004,,Bekleidung
