Team,Category,Date,vs,Opp,Game Result,Team Pts,Opp Pts,Spread,eFG #,eFG %,Rim #,Rim %,Short Mid #,Short Mid %,Long Mid #,Long Mid %,All Mid #,All Mid %,Corner Three #,Corner Three %,Non Corner #,Non Corner %,All Three #,All Three %,Pts/Poss %,Pts/Poss #,ALL TRANSITION Pts+/Poss %,ALL TRANSITION Pts+/Poss #,ALL TRANSITION Freq #,ALL TRANSITION Freq %,ALL TRANSITION Pts/Poss %,ALL TRANSITION Pts/Poss #,OFF STEALS Pts+/Poss %,OFF STEALS Pts+/Poss #,OFF STEALS Freq #,OFF STEALS Freq %,OFF STEALS Pts/Poss %,OFF STEALS Pts/Poss #,OFF LIVE REBOUNDS Pts+/Poss %,OFF LIVE REBOUNDS Pts+/Poss #,OFF LIVE REBOUNDS Freq #,OFF LIVE REBOUNDS Freq %,OFF LIVE REBOUNDS Pts/Poss %,OFF LIVE REBOUNDS Pts/Poss #
BRK,Offense: Shooting Frequency,01/31/24,vs.,PHX,L,120,136,+3.5,75,59.3%,48,32.6%,47,21.1%,29,6.3%,35,27.4%,63,10.5%,69,29.5%,70,40.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/29/24,vs.,UTA,W,147,114,+1.0,78,60.3%,80,39.8%,13,14.6%,25,5.8%,8,20.4%,35,7.8%,83,32.0%,70,39.8%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/27/24,vs.,HOU,W,106,104,-4.0,61,56.8%,43,31.7%,37,19.5%,27,6.1%,26,25.6%,94,15.9%,53,26.8%,82,42.7%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/25/24,vs.,MIN,L,94,96,+4.0,32,51.9%,7,20.7%,90,31.7%,53,8.5%,88,40.2%,30,7.3%,82,31.7%,66,39.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/23/24,vs.,NYK,L,103,108,+3.5,33,52.1%,32,29.5%,18,15.8%,78,11.6%,35,27.4%,81,12.6%,75,30.5%,84,43.2%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/21/24,@,LAC,L,114,125,+10.5,61,56.7%,28,28.7%,66,24.5%,20,5.3%,47,29.8%,94,16.0%,44,25.5%,77,41.5%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/19/24,@,LAL,W,130,112,+7.0,90,64.0%,25,27.8%,44,20.6%,11,4.1%,22,24.7%,84,13.4%,89,34.0%,95,47.4%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/17/24,@,POR,L,103,105,-5.0,73,59.0%,41,31.3%,44,20.5%,9,3.6%,19,24.1%,43,8.4%,95,36.1%,90,44.6%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/15/24,vs.,MIA,L,95,96,+1.0,2,40.8%,6,19.2%,68,25.0%,10,3.8%,43,28.8%,97,17.3%,91,34.6%,99,51.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/11/24,@,CLE,L,102,111,+3.0,25,50.6%,69,37.1%,50,21.3%,83,12.4%,67,33.7%,36,7.9%,18,21.3%,15,29.2%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/07/24,vs.,POR,L,127,134,-9.0,76,59.6%,71,37.4%,41,20.2%,27,6.1%,29,26.3%,58,10.1%,49,26.3%,52,36.4%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/05/24,vs.,OKC,W,124,115,+4.5,38,52.7%,54,34.0%,47,21.0%,26,6.0%,33,27.0%,87,14.0%,38,25.0%,65,39.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/03/24,@,HOU,L,101,112,+4.0,7,44.9%,27,28.3%,65,24.2%,11,4.0%,40,28.3%,27,7.1%,95,36.4%,86,43.4%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,01/02/24,@,NOP,L,85,112,+5.5,1,39.7%,32,29.3%,32,18.7%,33,6.7%,25,25.3%,95,16.0%,68,29.3%,91,45.3%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/31/23,@,OKC,L,108,124,+7.5,6,44.7%,59,35.0%,43,20.4%,4,2.9%,16,23.3%,96,16.5%,41,25.2%,78,41.7%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/29/23,@,WAS,L,104,110,-6.0,14,47.8%,40,31.1%,85,29.1%,84,12.6%,91,41.7%,17,5.8%,19,21.4%,8,27.2%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/27/23,vs.,MIL,L,122,144,+10.0,18,49.0%,84,41.0%,76,26.7%,4,2.9%,46,29.5%,9,4.8%,38,24.8%,16,29.5%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/26/23,@,DET,W,118,112,-6.5,54,55.5%,17,25.5%,99,41.5%,63,9.6%,99,51.1%,20,6.4%,4,17.0%,3,23.4%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/23/23,vs.,DET,W,126,115,-9.5,76,59.5%,74,38.0%,78,27.2%,64,9.8%,79,37.0%,33,7.6%,5,17.4%,4,25.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/22/23,vs.,DEN,L,117,122,+5.0,54,55.6%,94,45.3%,22,16.8%,12,4.2%,10,21.1%,86,13.7%,12,20.0%,37,33.7%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/20/23,vs.,NYK,L,102,121,+1.5,6,44.5%,15,25.0%,64,24.0%,20,5.2%,44,29.2%,98,17.7%,61,28.1%,92,45.8%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/18/23,@,UTA,L,108,125,-3.5,34,52.2%,6,20.0%,92,32.6%,29,6.3%,84,38.9%,63,10.5%,75,30.5%,75,41.1%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/16/23,@,GSW,L,120,124,+3.5,70,58.2%,1,13.4%,97,37.1%,28,6.2%,93,43.3%,41,8.2%,92,35.1%,85,43.3%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/14/23,@,DEN,L,101,124,+9.5,4,43.1%,85,41.6%,67,24.7%,23,5.6%,51,30.3%,24,6.7%,18,21.3%,11,28.1%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/13/23,@,PHX,W,116,112,+4.5,48,54.5%,29,28.9%,68,24.7%,5,3.1%,37,27.8%,96,16.5%,52,26.8%,85,43.3%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/11/23,@,SAC,L,118,131,+5.0,42,53.7%,55,34.1%,91,31.8%,3,2.3%,69,34.1%,48,9.1%,26,22.7%,27,31.8%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/08/23,vs.,WAS,W,124,97,-9.5,45,54.2%,73,38.0%,78,27.0%,18,5.0%,59,32.0%,26,7.0%,27,23.0%,18,30.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/06/23,@,ATL,W,114,113,+3.5,30,51.6%,69,37.0%,78,27.0%,58,9.0%,75,36.0%,68,11.0%,2,16.0%,8,27.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,12/02/23,vs.,ORL,W,129,101,-2.5,58,56.2%,36,30.3%,70,25.3%,75,11.1%,77,36.4%,88,14.1%,10,19.2%,34,33.3%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/30/23,vs.,CHA,L,128,129,-9.0,55,55.8%,21,26.6%,86,29.4%,75,11.0%,88,40.4%,49,9.2%,32,23.9%,34,33.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/28/23,vs.,TOR,W,115,103,-1.5,38,52.8%,34,29.8%,49,21.3%,53,8.5%,47,29.8%,43,8.5%,83,31.9%,73,40.4%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/26/23,vs.,CHI,W,118,109,-3.0,91,64.5%,4,18.0%,50,21.3%,1,1.1%,13,22.5%,78,12.4%,100,47.2%,100,59.6%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/25/23,vs.,MIA,W,112,97,-7.5,82,61.3%,72,37.6%,11,14.1%,37,7.1%,10,21.2%,93,15.3%,47,25.9%,76,41.2%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/22/23,@,ATL,L,145,147,+3.5,53,55.3%,96,46.7%,26,17.5%,33,6.7%,20,24.2%,79,12.5%,3,16.7%,15,29.2%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/19/23,vs.,PHI,L,99,121,+3.5,41,53.4%,41,31.2%,68,25.0%,76,11.2%,76,36.2%,56,10.0%,24,22.5%,31,32.5%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/16/23,@,MIA,L,115,122,+3.5,53,55.4%,50,33.3%,36,19.4%,42,7.5%,32,26.9%,54,9.7%,73,30.1%,69,39.8%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/14/23,vs.,ORL,W,124,104,-2.5,94,66.1%,78,39.1%,25,17.4%,2,2.2%,7,19.6%,83,13.0%,62,28.3%,76,41.3%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/12/23,vs.,WAS,W,102,94,-7.0,5,43.9%,8,21.4%,37,19.4%,79,11.7%,54,31.1%,80,12.6%,91,35.0%,95,47.6%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/10/23,@,BOS,L,107,121,+12.0,37,52.6%,6,19.8%,47,21.0%,98,18.5%,86,39.5%,31,7.4%,87,33.3%,74,40.7%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/08/23,vs.,LAC,W,100,93,+5.5,16,48.4%,46,32.3%,33,18.8%,40,7.3%,28,26.0%,71,11.5%,73,30.2%,78,41.7%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/06/23,vs.,MIL,L,125,129,+4.5,63,57.0%,16,25.2%,22,16.5%,96,16.5%,64,33.0%,65,10.7%,78,31.1%,78,41.7%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/04/23,vs.,BOS,L,114,124,+10.0,29,51.5%,17,25.5%,19,16.0%,62,9.4%,25,25.5%,15,5.7%,99,43.4%,97,49.1%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/03/23,@,CHI,W,109,107,+4.0,52,55.2%,50,33.3%,3,10.4%,70,10.4%,9,20.8%,71,11.5%,90,34.4%,92,45.8%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,11/01/23,@,MIA,W,109,105,+7.0,58,56.2%,67,36.7%,33,18.9%,22,5.6%,20,24.4%,94,15.6%,29,23.3%,65,38.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,10/30/23,@,CHA,W,133,121,-1.0,85,62.2%,74,38.1%,58,22.7%,11,4.1%,32,26.8%,61,10.3%,38,24.7%,43,35.1%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,10/27/23,@,DAL,L,120,125,+6.0,81,61.0%,11,23.2%,47,21.1%,78,11.6%,62,32.6%,72,11.6%,85,32.6%,88,44.2%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Frequency,10/25/23,vs.,CLE,L,113,114,+1.5,57,56.0%,74,38.0%,52,21.7%,81,12.0%,67,33.7%,75,12.0%,3,16.3%,12,28.3%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,03/17/24,@,SAS,L,115,122,+2.0,20,50.0%,48,66.7%,52,43.8%,29,30.8%,32,37.9%,5,12.5%,27,30.4%,9,25.8%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,03/16/24,@,IND,L,100,121,+8.5,25,50.7%,58,69.2%,0,11.8%,18,25.0%,0,14.3%,69,50.0%,64,40.0%,70,41.7%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,03/13/24,@,ORL,L,106,114,+6.0,28,51.2%,60,69.6%,67,50.0%,49,41.7%,65,46.9%,0,0.0%,36,33.3%,11,26.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,03/10/24,@,CLE,W,120,101,+6.5,90,63.8%,60,69.6%,2,18.2%,75,55.6%,22,35.0%,69,50.0%,89,50.0%,92,50.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,03/09/24,@,CHA,L,99,110,-6.5,14,47.8%,5,48.5%,10,27.3%,94,75.0%,38,40.0%,16,22.2%,49,36.4%,30,33.3%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,03/07/24,@,DET,L,112,118,-2.5,74,59.1%,40,64.0%,16,30.8%,94,75.0%,44,41.2%,18,25.0%,89,50.0%,75,42.5%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,03/05/24,vs.,PHI,W,112,107,-1.0,49,54.8%,69,72.7%,17,31.2%,0,0.0%,3,23.8%,84,57.1%,36,33.3%,59,39.3%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,03/04/24,vs.,MEM,L,102,106,-9.5,43,53.8%,29,60.7%,38,40.0%,18,25.0%,17,33.3%,57,42.9%,41,34.3%,43,35.7%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,03/02/24,vs.,ATL,W,114,102,+1.0,56,55.9%,26,60.0%,30,36.8%,29,33.3%,24,35.7%,24,27.3%,98,57.1%,87,46.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,02/29/24,vs.,ATL,W,124,97,-1.5,91,64.3%,9,52.6%,38,40.0%,98,100.0%,86,55.0%,62,43.8%,93,51.7%,92,48.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,02/27/24,@,ORL,L,81,108,+6.5,6,44.4%,30,61.1%,67,50.0%,8,11.1%,14,31.6%,26,28.6%,24,29.4%,17,29.2%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,02/26/24,@,MEM,W,111,86,-2.5,73,59.1%,91,81.8%,59,46.2%,24,28.6%,38,40.0%,30,30.0%,64,40.0%,49,37.1%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,02/24/24,@,MIN,L,86,101,+8.0,0,36.5%,10,53.1%,8,26.1%,50,42.9%,17,32.4%,11,18.2%,2,16.7%,1,17.1%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,02/22/24,@,TOR,L,93,121,+1.5,14,47.9%,57,68.8%,52,43.8%,13,20.0%,33,38.1%,45,37.5%,16,26.9%,17,29.4%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,02/14/24,@,BOS,L,86,136,+11.5,0,38.1%,48,66.7%,6,25.0%,18,25.0%,4,25.0%,45,37.5%,4,20.0%,10,26.1%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,02/13/24,vs.,BOS,L,110,118,+8.0,72,58.9%,60,69.6%,32,37.5%,24,28.6%,21,34.8%,57,42.9%,84,46.2%,84,45.5%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,02/10/24,vs.,SAS,W,123,103,-6.0,94,66.2%,85,78.3%,61,46.7%,39,36.4%,48,42.3%,26,28.6%,98,58.3%,95,51.6%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,02/08/24,vs.,CLE,L,95,118,+8.0,11,46.6%,48,66.7%,4,22.2%,13,20.0%,2,21.6%,92,66.7%,15,26.7%,70,41.7%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,02/06/24,vs.,DAL,L,107,119,+2.5,30,51.6%,42,64.5%,38,40.0%,9,14.3%,17,33.3%,57,42.9%,42,34.6%,46,36.4%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,02/05/24,vs.,GSW,L,98,109,+1.0,10,46.6%,31,61.5%,11,27.8%,0,0.0%,3,23.8%,26,27.8%,49,36.4%,30,32.5%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,02/03/24,@,PHI,W,136,121,+1.0,94,66.2%,88,80.0%,3,20.0%,85,62.5%,62,46.2%,87,60.0%,60,38.7%,79,43.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/31/24,vs.,PHX,L,120,136,+3.5,75,59.3%,5,50.0%,99,73.7%,29,33.3%,97,64.0%,50,40.0%,74,42.9%,72,42.1%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/29/24,vs.,UTA,W,147,114,+1.0,78,60.3%,53,67.6%,5,23.1%,29,33.3%,5,26.3%,45,37.5%,89,48.5%,86,46.3%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/27/24,vs.,HOU,W,106,104,-4.0,61,56.8%,61,70.0%,78,53.3%,43,40.0%,72,50.0%,17,23.1%,74,42.9%,42,35.3%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/25/24,vs.,MIN,L,94,96,+4.0,32,51.9%,18,57.1%,87,58.3%,60,50.0%,89,56.7%,69,50.0%,16,26.9%,24,31.2%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/23/24,vs.,NYK,L,103,108,+3.5,33,52.1%,18,57.1%,19,33.3%,81,60.0%,54,44.0%,69,50.0%,30,31.0%,47,36.6%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/21/24,@,LAC,L,114,125,+10.5,61,56.7%,85,78.3%,37,39.1%,81,60.0%,50,42.9%,34,33.3%,54,37.5%,44,35.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/19/24,@,LAL,W,130,112,+7.0,90,64.0%,75,75.0%,67,50.0%,94,75.0%,85,54.2%,32,30.8%,85,46.9%,73,42.2%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/17/24,@,POR,L,103,105,-5.0,73,59.0%,56,68.4%,67,50.0%,0,0.0%,53,43.8%,57,42.9%,64,40.0%,65,40.5%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/15/24,vs.,MIA,L,95,96,+1.0,2,40.8%,63,70.6%,45,41.7%,0,0.0%,29,37.0%,16,22.2%,7,22.2%,4,22.2%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/11/24,@,CLE,L,102,111,+3.0,25,50.6%,22,58.6%,67,50.0%,43,40.0%,62,46.2%,84,57.1%,6,21.1%,22,30.8%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/07/24,vs.,POR,L,127,134,-9.0,76,59.6%,54,67.7%,77,52.9%,43,40.0%,72,50.0%,87,60.0%,29,30.8%,57,38.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/05/24,vs.,OKC,W,124,115,+4.5,38,52.7%,18,57.1%,67,50.0%,29,33.3%,61,45.8%,7,14.3%,87,48.0%,44,35.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/03/24,@,HOU,L,101,112,+4.0,7,44.9%,48,66.7%,29,36.4%,0,0.0%,12,30.8%,84,57.1%,8,22.9%,15,28.6%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,01/02/24,@,NOP,L,85,112,+5.5,1,39.7%,24,59.1%,0,0.0%,13,20.0%,0,5.9%,69,50.0%,3,18.2%,17,29.4%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/31/23,@,OKC,L,108,124,+7.5,6,44.7%,18,56.7%,36,38.9%,0,0.0%,17,33.3%,5,11.8%,58,38.5%,14,27.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/29/23,@,WAS,L,104,110,-6.0,14,47.8%,48,66.7%,24,34.6%,42,38.5%,25,35.9%,92,66.7%,8,22.7%,27,32.1%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/27/23,vs.,MIL,L,122,144,+10.0,18,49.0%,23,59.0%,79,53.8%,29,33.3%,79,51.7%,50,40.0%,4,19.2%,4,22.6%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/26/23,@,DET,W,118,112,-6.5,54,55.5%,42,64.7%,54,44.1%,88,66.7%,72,48.8%,92,66.7%,30,31.2%,67,40.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/23/23,vs.,DET,W,126,115,-9.5,76,59.5%,58,69.0%,84,56.5%,16,22.2%,65,46.9%,84,57.1%,54,37.5%,78,43.5%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/22/23,vs.,DEN,L,117,122,+5.0,54,55.6%,30,61.1%,52,43.8%,18,25.0%,38,40.0%,67,46.2%,61,38.9%,72,41.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/20/23,vs.,NYK,L,102,121,+1.5,6,44.5%,2,45.0%,18,31.8%,43,40.0%,17,33.3%,80,52.9%,7,22.2%,35,34.1%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/18/23,@,UTA,L,108,125,-3.5,34,52.2%,2,42.9%,57,45.2%,60,50.0%,62,45.9%,87,60.0%,41,34.5%,67,41.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/16/23,@,GSW,L,120,124,+3.5,70,58.2%,69,72.7%,74,51.5%,60,50.0%,77,51.3%,45,37.5%,70,41.2%,65,40.5%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/14/23,@,DEN,L,101,124,+9.5,4,43.1%,14,55.2%,43,40.9%,43,40.0%,42,40.7%,34,33.3%,2,16.7%,3,20.8%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/13/23,@,PHX,W,116,112,+4.5,48,54.5%,45,65.2%,57,45.5%,29,33.3%,54,44.0%,45,37.5%,48,36.0%,47,36.6%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/11/23,@,SAC,L,118,131,+5.0,42,53.7%,20,57.7%,14,29.6%,0,0.0%,8,28.6%,69,50.0%,89,50.0%,92,50.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/08/23,vs.,WAS,W,124,97,-9.5,45,54.2%,79,75.8%,42,40.7%,13,20.0%,30,37.5%,84,57.1%,14,26.1%,30,33.3%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/06/23,@,ATL,W,114,113,+3.5,30,51.6%,47,65.6%,10,26.9%,55,44.4%,14,31.4%,65,45.5%,54,37.5%,66,40.7%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,12/02/23,vs.,ORL,W,129,101,-2.5,58,56.2%,69,72.7%,75,52.2%,13,20.0%,49,42.4%,84,57.1%,15,26.3%,60,39.4%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/30/23,vs.,CHA,L,128,129,-9.0,55,55.8%,81,76.9%,57,45.2%,23,27.3%,42,40.5%,50,40.0%,58,38.5%,57,38.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/28/23,vs.,TOR,W,115,103,-1.5,38,52.8%,65,71.4%,17,31.2%,24,28.6%,11,30.4%,57,42.9%,36,33.3%,41,35.1%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/26/23,vs.,CHI,W,118,109,-3.0,91,64.5%,22,58.3%,62,47.1%,98,100.0%,72,50.0%,98,81.8%,57,38.1%,88,47.2%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/25/23,vs.,MIA,W,112,97,-7.5,82,61.3%,94,84.6%,32,37.5%,0,0.0%,2,21.4%,80,53.8%,32,31.8%,62,40.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/22/23,@,ATL,L,145,147,+3.5,53,55.3%,12,53.8%,54,44.4%,60,50.0%,62,46.2%,68,46.7%,64,40.0%,75,42.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/19/23,vs.,PHI,L,99,121,+3.5,41,53.4%,17,56.5%,25,35.3%,60,50.0%,38,40.0%,90,62.5%,36,33.3%,73,42.3%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/16/23,@,MIA,L,115,122,+3.5,53,55.4%,48,66.7%,19,33.3%,29,33.3%,17,33.3%,82,55.6%,42,34.6%,62,40.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/14/23,vs.,ORL,W,124,104,-2.5,94,66.1%,64,71.0%,35,38.5%,0,0.0%,17,33.3%,69,50.0%,89,50.0%,92,50.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/12/23,vs.,WAS,W,102,94,-7.0,5,43.9%,48,66.7%,47,42.1%,49,41.7%,47,41.9%,48,38.5%,4,19.4%,7,24.5%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/10/23,@,BOS,L,107,121,+12.0,37,52.6%,3,46.2%,32,37.5%,60,50.0%,52,43.3%,69,50.0%,67,40.7%,74,42.4%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/08/23,vs.,LAC,W,100,93,+5.5,16,48.4%,2,44.4%,25,35.3%,78,57.1%,46,41.7%,24,27.3%,56,37.9%,40,35.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/06/23,vs.,MIL,L,125,129,+4.5,63,57.0%,29,60.9%,98,70.6%,54,43.8%,91,57.6%,24,27.3%,54,37.5%,40,34.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/04/23,vs.,BOS,L,114,124,+10.0,29,51.5%,35,62.5%,49,42.9%,60,50.0%,61,45.8%,34,33.3%,35,32.6%,30,32.7%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/03/23,@,CHI,W,109,107,+4.0,52,55.2%,42,64.5%,67,50.0%,7,10.0%,11,30.0%,80,54.5%,49,36.4%,67,40.9%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,11/01/23,@,MIA,W,109,105,+7.0,58,56.2%,29,60.7%,5,23.1%,13,20.0%,2,22.2%,57,42.9%,89,50.0%,87,47.1%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,10/30/23,@,CHA,W,133,121,-1.0,85,62.2%,94,84.4%,36,38.9%,94,75.0%,59,45.5%,62,44.4%,27,30.4%,37,34.4%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,10/27/23,@,DAL,L,120,125,+6.0,81,61.0%,44,65.0%,67,50.0%,13,18.2%,32,37.9%,80,54.5%,88,48.4%,92,50.0%,,,,,,,,,,,,,,,,,,,,
BRK,Offense: Shooting Accuracy,10/25/23,vs.,CLE,L,113,114,+1.5,57,56.0%,31,61.3%,77,52.9%,75,55.6%,84,53.8%,80,54.5%,4,20.0%,39,34.6%,,,,,,,,,,,,,,,,,,,,
