Team,Category,Date,vs,Opp,Game Result,Team Pts,Opp Pts,Spread,eFG #,eFG %,Rim #,Rim %,Short Mid #,Short Mid %,Long Mid #,Long Mid %,All Mid #,All Mid %,Corner Three #,Corner Three %,Non Corner #,Non Corner %,All Three #,All Three %,Pts/Poss %,Pts/Poss #,ALL TRANSITION Pts+/Poss %,ALL TRANSITION Pts+/Poss #,ALL TRANSITION Freq #,ALL TRANSITION Freq %,ALL TRANSITION Pts/Poss %,ALL TRANSITION Pts/Poss #,OFF STEALS Pts+/Poss %,OFF STEALS Pts+/Poss #,OFF STEALS Freq #,OFF STEALS Freq %,OFF STEALS Pts/Poss %,OFF STEALS Pts/Poss #,OFF LIVE REBOUNDS Pts+/Poss %,OFF LIVE REBOUNDS Pts+/Poss #,OFF LIVE REBOUNDS Freq #,OFF LIVE REBOUNDS Freq %,OFF LIVE REBOUNDS Pts/Poss %,OFF LIVE REBOUNDS Pts/Poss #
ATL,Offense: Shooting Accuracy,02/02/24,vs.,PHX,W,129,120,+3.5,79,60.5%,35,62.5%,93,62.5%,88,66.7%,96,63.2%,45,37.5%,63,39.3%,56,38.6%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/30/24,vs.,LAL,W,138,122,-5.5,78,60.3%,60,69.7%,76,52.4%,24,28.6%,64,46.4%,34,33.3%,83,45.8%,70,41.7%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/28/24,vs.,TOR,W,126,125,-6.5,20,50.0%,72,73.3%,13,29.4%,0,0.0%,2,21.7%,32,30.8%,1,15.4%,5,23.1%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/26/24,vs.,DAL,L,143,148,-2.0,78,60.3%,34,62.1%,79,53.8%,60,50.0%,82,52.9%,26,28.6%,88,48.1%,80,44.1%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/24/24,@,GSW,L,112,134,+6.5,24,50.6%,98,90.0%,25,35.3%,94,75.0%,38,39.5%,34,33.3%,41,34.4%,36,34.1%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/22/24,@,SAC,L,107,122,+8.5,10,46.2%,9,52.0%,19,33.3%,24,28.6%,16,32.1%,16,22.2%,60,38.7%,40,35.0%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/20/24,vs.,CLE,L,95,116,+2.0,9,46.1%,3,46.7%,67,50.0%,43,40.0%,68,48.0%,57,42.9%,14,25.9%,17,29.4%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/19/24,@,MIA,W,109,108,+7.0,56,55.9%,16,56.0%,37,39.1%,60,50.0%,42,40.7%,65,45.5%,82,45.5%,84,45.5%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/17/24,vs.,ORL,W,106,104,-4.5,61,56.6%,69,72.7%,19,33.3%,88,66.7%,35,38.9%,26,28.6%,46,35.3%,30,33.3%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/15/24,vs.,SAS,W,109,99,-8.5,20,50.0%,35,62.5%,9,26.3%,60,50.0%,11,30.4%,5,11.1%,70,41.4%,36,34.2%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/13/24,vs.,WAS,L,99,127,-8.0,1,40.3%,1,40.7%,30,36.8%,18,25.0%,21,34.8%,50,40.0%,7,22.2%,12,27.0%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/12/24,vs.,IND,L,108,126,-6.0,32,51.8%,5,50.0%,45,41.7%,81,60.0%,57,44.8%,56,41.7%,64,40.0%,66,40.7%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/10/24,vs.,PHI,W,139,132,-1.0,39,53.0%,20,57.5%,63,47.4%,40,37.5%,55,44.4%,32,30.8%,72,42.1%,50,37.5%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/07/24,@,ORL,L,110,117,-2.5,26,51.1%,38,63.6%,64,47.6%,24,28.6%,50,42.9%,34,33.3%,20,28.6%,19,30.0%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/05/24,@,IND,L,116,150,+2.5,7,45.2%,21,57.9%,90,60.0%,0,0.0%,84,53.6%,50,40.0%,1,14.8%,3,21.6%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,01/03/24,vs.,OKC,W,141,138,-1.0,73,59.1%,22,58.6%,97,70.0%,50,42.9%,96,63.0%,45,37.5%,56,37.9%,52,37.8%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/31/23,@,WAS,W,130,126,-6.5,55,55.8%,63,70.6%,67,50.0%,60,50.0%,72,50.0%,34,33.3%,62,39.1%,50,37.5%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/29/23,vs.,SAC,L,110,117,+1.5,14,47.8%,4,48.4%,25,35.3%,29,33.3%,22,35.0%,56,41.2%,33,32.0%,43,35.7%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/26/23,@,CHI,L,113,118,-2.5,41,53.4%,94,84.0%,45,41.7%,29,33.3%,35,38.9%,56,41.7%,11,24.2%,16,28.9%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/23/23,vs.,MEM,L,119,125,-1.5,42,53.6%,26,60.0%,94,63.2%,60,50.0%,95,60.9%,56,41.7%,13,25.8%,20,30.2%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/22/23,@,MIA,L,113,122,-1.0,42,53.6%,69,72.7%,66,48.1%,60,50.0%,71,48.4%,26,27.8%,61,38.9%,42,35.2%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/20/23,@,HOU,W,134,127,+2.5,83,61.7%,45,65.2%,75,52.2%,81,60.0%,84,53.6%,43,36.4%,79,44.4%,72,42.1%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/18/23,vs.,DET,W,130,124,-11.5,89,63.5%,64,71.0%,59,46.2%,43,40.0%,55,44.4%,65,45.5%,78,44.0%,81,44.4%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/16/23,@,CLE,L,119,127,+4.5,71,58.4%,24,59.1%,47,42.1%,93,71.4%,72,50.0%,45,37.5%,89,50.0%,79,43.8%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/15/23,@,TOR,W,125,104,+1.5,71,58.6%,18,57.1%,92,61.3%,60,50.0%,93,59.5%,69,50.0%,54,37.5%,62,40.0%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/13/23,@,TOR,L,128,135,+2.5,63,57.0%,7,51.4%,94,63.2%,0,0.0%,72,50.0%,80,53.8%,73,42.3%,85,46.2%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/11/23,vs.,DEN,L,122,129,+3.5,49,54.7%,11,53.3%,95,64.3%,18,25.0%,72,50.0%,34,33.3%,64,40.0%,56,38.6%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/08/23,@,PHI,L,114,125,+8.5,11,46.6%,36,63.0%,8,25.8%,50,42.9%,9,28.9%,34,33.3%,47,35.7%,41,35.1%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/06/23,vs.,BKN,L,113,114,-3.5,26,51.1%,20,57.7%,65,48.0%,40,37.5%,59,45.5%,7,14.3%,63,39.3%,37,34.3%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,12/02/23,@,MIL,L,121,132,+6.5,33,52.0%,9,52.6%,51,43.5%,60,47.6%,59,45.5%,57,42.9%,56,37.9%,57,38.9%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/30/23,@,SAS,W,137,135,-6.5,70,58.3%,36,62.9%,25,35.3%,87,63.6%,64,46.4%,84,57.1%,58,38.5%,74,42.4%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/28/23,@,CLE,L,105,128,+4.0,2,41.1%,5,50.0%,45,41.7%,7,9.1%,14,31.4%,26,28.6%,34,32.1%,23,31.0%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/26/23,@,BOS,L,103,113,+7.5,35,52.3%,88,80.0%,63,47.4%,0,0.0%,25,36.0%,87,60.0%,44,34.8%,50,37.3%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/25/23,@,WAS,W,136,108,-9.5,74,59.3%,38,63.3%,47,42.1%,60,50.0%,54,44.0%,62,44.4%,85,47.1%,85,46.2%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/22/23,vs.,BKN,W,147,145,-3.5,34,52.2%,18,57.1%,4,22.2%,93,71.4%,25,36.0%,34,33.3%,51,36.6%,45,36.2%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/21/23,vs.,IND,L,152,157,-3.5,96,67.9%,30,61.0%,98,72.2%,96,80.0%,100,73.9%,50,40.0%,95,52.4%,90,48.4%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/17/23,vs.,PHI,L,116,126,+1.5,35,52.3%,31,61.3%,43,40.9%,0,0.0%,25,36.0%,45,37.5%,54,37.5%,50,37.5%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/15/23,vs.,NYK,L,114,116,-1.5,87,62.7%,83,77.8%,90,60.0%,74,54.5%,91,57.7%,87,60.0%,20,28.6%,56,38.7%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/14/23,@,DET,W,126,120,-4.5,75,59.3%,24,59.3%,87,57.9%,94,75.0%,96,63.0%,0,0.0%,79,44.4%,56,38.7%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/11/23,vs.,MIA,L,109,117,-7.5,44,54.0%,48,66.7%,25,35.0%,29,33.3%,21,34.8%,45,37.5%,64,40.0%,59,39.1%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/09/23,@,ORL,W,120,119,-3.5,60,56.5%,55,68.2%,56,45.0%,29,33.3%,52,43.5%,50,40.0%,49,36.4%,48,36.8%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/06/23,@,OKC,L,117,126,+1.0,5,44.1%,25,59.4%,11,27.8%,0,0.0%,1,17.9%,7,14.3%,74,42.9%,30,33.3%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/04/23,@,NOP,W,123,105,+2.0,57,55.9%,58,69.2%,67,50.0%,60,50.0%,72,50.0%,67,46.2%,20,28.6%,36,34.1%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,11/01/23,vs.,WAS,W,130,121,-9.0,50,54.9%,63,70.6%,36,38.9%,94,75.0%,72,50.0%,43,35.7%,7,22.2%,14,28.1%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,10/30/23,vs.,MIN,W,127,113,+1.5,93,65.5%,54,67.9%,67,50.0%,93,70.0%,91,57.7%,98,83.3%,54,37.5%,87,46.7%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,10/29/23,@,MIL,W,127,110,+7.5,84,61.9%,92,82.6%,19,33.3%,60,50.0%,38,40.0%,50,40.0%,84,46.2%,82,45.2%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,10/27/23,vs.,NYK,L,120,126,+1.5,55,55.8%,37,63.2%,15,30.0%,60,50.0%,30,37.5%,34,33.3%,68,40.9%,56,38.7%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Shooting Accuracy,10/25/23,@,CHA,L,110,116,-4.0,6,44.6%,48,66.7%,19,33.3%,43,40.0%,24,35.7%,0,0.0%,24,29.4%,1,18.5%,,,,,,,,,,,,,,,,,,,,
ATL,Offense: Play Context: Transition,03/18/24,@,LAL,L,105,136,+9.0,,,,,,,,,,,,,,,,,23,106.8,28,-0.2,77,18.2%,27,106.7,57,1.8,11,42.9%,42,133.3,21,-2.0,97,50.0%,26,100.0
ATL,Offense: Play Context: Transition,03/17/24,@,LAC,W,110,93,+9.5,,,,,,,,,,,,,,,,,61,119.3,99,14.8,69,17.0%,100,215.4,81,3.6,32,60.0%,64,166.7,99,11.1,43,26.5%,99,257.1
ATL,Offense: Play Context: Transition,03/15/24,@,UTA,L,122,124,-1.0,,,,,,,,,,,,,,,,,61,119.2,88,8.0,52,15.2%,87,166.7,91,5.1,91,100.0%,76,185.7,71,2.9,43,26.7%,71,150.0
ATL,Offense: Play Context: Transition,03/13/24,@,POR,L,102,106,-4.0,,,,,,,,,,,,,,,,,22,106.3,44,1.8,74,17.7%,41,118.8,25,-0.2,78,81.8%,18,100.0,62,2.0,62,32.0%,68,142.9
ATL,Offense: Play Context: Transition,03/10/24,vs.,NOP,L,103,116,+7.0,,,,,,,,,,,,,,,,,25,107.5,28,-0.2,70,17.2%,16,93.8,32,0.3,79,83.3%,18,100.0,34,-0.5,80,37.9%,25,90.9
ATL,Offense: Play Context: Transition,03/08/24,@,MEM,W,99,92,-3.5,,,,,,,,,,,,,,,,,44,113.8,16,-1.9,39,13.8%,17,100.0,69,2.7,25,55.6%,69,175.0,6,-4.5,26,21.9%,6,50.0
ATL,Offense: Play Context: Transition,03/06/24,vs.,CLE,W,112,101,-3.0,,,,,,,,,,,,,,,,,58,118.1,59,3.6,31,12.8%,70,145.5,65,2.5,56,71.4%,60,160.0,52,1.1,22,20.6%,59,133.3
ATL,Offense: Play Context: Transition,03/05/24,@,NYK,W,116,100,+1.0,,,,,,,,,,,,,,,,,69,122.1,35,0.7,15,10.5%,30,110.0,20,-0.6,43,66.7%,13,75.0,53,1.2,9,15.8%,59,133.3
ATL,Offense: Play Context: Transition,03/02/24,@,BKN,L,102,114,-1.0,,,,,,,,,,,,,,,,,26,107.9,2,-7.0,13,10.1%,1,33.3,14,-1.3,2,25.0%,0,0.0,3,-5.7,46,27.6%,4,37.5
ATL,Offense: Play Context: Transition,02/29/24,@,BKN,L,97,124,+1.5,,,,,,,,,,,,,,,,,31,109.8,38,1.0,86,19.5%,27,106.7,21,-0.5,91,100.0%,9,66.7,31,-0.8,92,44.4%,26,100.0
ATL,Offense: Play Context: Transition,02/27/24,vs.,UTA,W,124,97,-1.5,,,,,,,,,,,,,,,,,54,117.0,88,7.9,76,17.9%,72,147.1,78,3.4,8,37.5%,94,233.3,83,4.6,84,40.0%,56,128.6
ATL,Offense: Play Context: Transition,02/25/24,vs.,ORL,W,109,92,-2.0,,,,,,,,,,,,,,,,,43,113.5,69,4.7,81,18.8%,61,137.5,85,4.1,72,80.0%,53,150.0,47,0.7,49,28.6%,52,125.0
ATL,Offense: Play Context: Transition,02/23/24,vs.,TOR,L,121,123,-7.5,,,,,,,,,,,,,,,,,66,121.0,73,5.2,33,13.0%,55,130.8,88,4.5,72,80.0%,78,200.0,48,0.8,43,26.5%,26,100.0
ATL,Offense: Play Context: Transition,02/14/24,@,CHA,L,99,122,-7.0,,,,,,,,,,,,,,,,,16,103.2,1,-8.5,3,7.4%,0,0.0,2,-3.6,63,75.0%,0,0.0,5,-4.9,6,13.8%,0,0.0
ATL,Offense: Play Context: Transition,02/12/24,vs.,CHI,L,126,136,-5.0,,,,,,,,,,,,,,,,,69,122.3,98,12.0,79,18.4%,88,168.4,92,5.3,91,100.0%,95,250.0,85,4.9,87,41.2%,62,135.7
ATL,Offense: Play Context: Transition,02/10/24,vs.,HOU,W,122,113,-7.5,,,,,,,,,,,,,,,,,52,116.3,51,2.5,64,16.3%,47,123.5,28,0.1,83,85.7%,32,116.7,83,4.6,48,28.1%,77,155.6
ATL,Offense: Play Context: Transition,02/09/24,@,PHI,W,127,121,-3.5,,,,,,,,,,,,,,,,,84,128.3,14,-2.2,8,9.1%,10,83.3,37,0.6,63,75.0%,53,150.0,15,-2.7,9,16.1%,6,50.0
ATL,Offense: Play Context: Transition,02/07/24,@,BOS,L,117,125,+11.5,,,,,,,,,,,,,,,,,43,113.6,59,3.5,11,9.7%,69,144.4,60,2.1,63,75.0%,53,150.0,60,1.8,0,2.8%,94,200.0
ATL,Offense: Play Context: Transition,02/05/24,vs.,LAC,L,144,149,+4.0,,,,,,,,,,,,,,,,,97,141.2,16,-1.9,39,13.7%,14,91.7,62,2.3,91,100.0%,49,140.0,8,-4.2,71,34.6%,8,57.1
ATL,Offense: Play Context: Transition,02/03/24,vs.,GSW,W,141,134,-2.0,,,,,,,,,,,,,,,,,73,123.7,98,12.1,43,14.0%,98,200.0,84,4.0,32,60.0%,98,266.7,93,6.4,53,29.3%,88,175.0
ATL,Offense: Play Context: Transition,02/02/24,vs.,PHX,W,129,120,+3.5,,,,,,,,,,,,,,,,,81,126.7,51,2.6,12,9.9%,64,140.0,80,3.5,11,42.9%,94,233.3,10,-3.7,9,16.1%,4,40.0
ATL,Offense: Play Context: Transition,01/30/24,vs.,LAL,W,138,122,-5.5,,,,,,,,,,,,,,,,,82,127.2,80,6.3,72,17.5%,73,150.0,90,4.7,72,80.0%,69,175.0,47,0.7,48,28.1%,51,122.2
ATL,Offense: Play Context: Transition,01/28/24,vs.,TOR,W,126,125,-6.5,,,,,,,,,,,,,,,,,76,124.8,2,-6.2,59,15.8%,3,66.7,0,-4.7,56,71.4%,4,20.0,24,-1.5,73,35.5%,24,90.0
ATL,Offense: Play Context: Transition,01/26/24,vs.,DAL,L,143,148,-2.0,,,,,,,,,,,,,,,,,91,133.6,84,7.0,67,16.8%,87,166.7,48,1.3,28,57.1%,53,150.0,79,3.9,99,54.2%,80,160.0
ATL,Offense: Play Context: Transition,01/24/24,@,GSW,L,112,134,+6.5,,,,,,,,,,,,,,,,,54,117.0,59,3.5,31,12.8%,56,133.3,79,3.5,56,71.4%,73,180.0,53,1.2,19,20.0%,46,116.7
ATL,Offense: Play Context: Transition,01/22/24,@,SAC,L,107,122,+8.5,,,,,,,,,,,,,,,,,17,103.9,51,2.6,11,9.8%,69,144.4,39,0.7,91,100.0%,53,150.0,60,1.9,26,21.6%,68,142.9
ATL,Offense: Play Context: Transition,01/20/24,vs.,CLE,L,95,116,+2.0,,,,,,,,,,,,,,,,,7,97.9,28,-0.1,6,8.5%,35,114.3,42,0.9,1,20.0%,78,200.0,14,-3.0,16,18.8%,9,60.0
ATL,Offense: Play Context: Transition,01/19/24,@,MIA,W,109,108,+7.0,,,,,,,,,,,,,,,,,51,116.0,10,-3.0,40,13.8%,7,76.9,55,1.7,14,50.0%,42,133.3,5,-4.7,70,34.5%,9,60.0
ATL,Offense: Play Context: Transition,01/17/24,vs.,ORL,W,106,104,-4.5,,,,,,,,,,,,,,,,,33,110.4,75,5.5,29,12.5%,85,163.6,85,4.0,91,100.0%,68,171.4,56,1.5,5,12.9%,71,150.0
ATL,Offense: Play Context: Transition,01/15/24,vs.,SAS,W,109,99,-8.5,,,,,,,,,,,,,,,,,11,100.9,3,-5.7,90,20.4%,11,86.4,11,-1.6,38,62.5%,15,80.0,21,-2.0,72,34.9%,26,100.0
ATL,Offense: Play Context: Transition,01/13/24,vs.,WAS,L,99,127,-8.0,,,,,,,,,,,,,,,,,7,97.8,4,-5.3,43,14.1%,7,76.9,15,-1.1,87,87.5%,18,100.0,8,-4.2,25,21.4%,6,50.0
ATL,Offense: Play Context: Transition,01/12/24,vs.,IND,L,108,126,-6.0,,,,,,,,,,,,,,,,,31,109.8,67,4.4,53,15.2%,67,142.9,43,0.9,38,61.5%,37,125.0,67,2.5,66,33.3%,80,160.0
ATL,Offense: Play Context: Transition,01/10/24,vs.,PHI,W,139,132,-1.0,,,,,,,,,,,,,,,,,73,123.6,82,6.8,12,10.0%,94,181.8,50,1.4,14,50.0%,64,166.7,88,5.3,21,20.5%,92,187.5
ATL,Offense: Play Context: Transition,01/07/24,@,ORL,L,110,117,-2.5,,,,,,,,,,,,,,,,,18,104.8,58,3.4,62,16.2%,61,137.5,13,-1.4,4,33.3%,9,66.7,72,3.0,58,31.0%,67,141.7
ATL,Offense: Play Context: Transition,01/05/24,@,IND,L,116,150,+2.5,,,,,,,,,,,,,,,,,32,110.1,33,0.3,37,13.5%,38,116.7,35,0.5,72,80.0%,37,125.0,52,1.1,66,33.3%,56,128.6
ATL,Offense: Play Context: Transition,01/03/24,vs.,OKC,W,141,138,-1.0,,,,,,,,,,,,,,,,,92,134.3,67,4.4,62,16.2%,68,143.8,30,0.3,38,62.5%,33,120.0,80,4.1,72,35.3%,77,154.5
ATL,Offense: Play Context: Transition,12/31/23,@,WAS,W,130,126,-6.5,,,,,,,,,,,,,,,,,64,120.6,64,4.0,19,11.2%,66,141.7,53,1.6,8,40.0%,78,200.0,67,2.4,26,21.7%,58,130.0
ATL,Offense: Play Context: Transition,12/29/23,vs.,SAC,L,110,117,+1.5,,,,,,,,,,,,,,,,,39,112.2,72,5.2,45,14.3%,81,158.3,85,4.1,70,77.8%,59,157.1,51,1.0,24,21.2%,80,160.0
ATL,Offense: Play Context: Transition,12/26/23,@,CHI,L,113,118,-2.5,,,,,,,,,,,,,,,,,49,115.3,7,-4.0,45,14.3%,8,78.6,48,1.3,79,83.3%,49,140.0,4,-5.4,62,32.1%,5,44.4
ATL,Offense: Play Context: Transition,12/23/23,vs.,MEM,L,119,125,-1.5,,,,,,,,,,,,,,,,,63,120.2,54,3.0,52,15.2%,55,130.8,65,2.5,14,50.0%,69,175.0,45,0.5,83,39.3%,40,111.1
ATL,Offense: Play Context: Transition,12/22/23,@,MIA,L,113,122,-1.0,,,,,,,,,,,,,,,,,41,113.0,86,7.5,76,18.0%,73,150.0,46,1.2,43,66.7%,33,120.0,92,6.3,82,38.7%,82,163.6
ATL,Offense: Play Context: Transition,12/20/23,@,HOU,W,134,127,+2.5,,,,,,,,,,,,,,,,,94,136.7,7,-3.9,1,6.1%,1,50.0,6,-2.3,14,50.0%,0,0.0,23,-1.6,4,12.5%,14,75.0
ATL,Offense: Play Context: Transition,12/18/23,vs.,DET,W,130,124,-11.5,,,,,,,,,,,,,,,,,80,126.5,17,-1.8,31,12.7%,17,100.0,21,-0.5,43,66.7%,18,100.0,26,-1.2,58,31.0%,26,100.0
ATL,Offense: Play Context: Transition,12/16/23,@,CLE,L,119,127,+4.5,,,,,,,,,,,,,,,,,78,125.3,58,3.4,39,13.7%,46,123.1,10,-1.6,72,80.0%,6,50.0,72,3.0,49,28.6%,63,137.5
ATL,Offense: Play Context: Transition,12/15/23,@,TOR,W,125,104,+1.5,,,,,,,,,,,,,,,,,76,124.7,24,-0.7,28,12.4%,17,100.0,53,1.6,63,75.0%,64,166.7,18,-2.3,30,23.1%,13,71.4
ATL,Offense: Play Context: Transition,12/13/23,@,TOR,L,128,135,+2.5,,,,,,,,,,,,,,,,,81,126.7,89,8.3,82,18.8%,79,155.6,58,1.9,89,88.9%,37,125.0,78,3.8,46,27.6%,86,171.4
ATL,Offense: Play Context: Transition,12/11/23,vs.,DEN,L,122,129,+3.5,,,,,,,,,,,,,,,,,69,122.2,90,8.7,13,10.1%,96,190.0,99,8.4,25,55.6%,98,280.0,56,1.5,14,18.2%,52,125.0
ATL,Offense: Play Context: Transition,12/08/23,@,PHI,L,114,125,+8.5,,,,,,,,,,,,,,,,,49,115.3,86,7.5,27,12.2%,91,175.0,81,3.6,91,100.0%,94,233.3,78,3.8,48,28.1%,77,155.6
ATL,Offense: Play Context: Transition,12/06/23,vs.,BKN,L,113,114,-3.5,,,,,,,,,,,,,,,,,28,108.7,69,4.7,93,21.2%,56,133.3,66,2.5,32,60.0%,78,200.0,68,2.5,92,44.7%,52,125.0
ATL,Offense: Play Context: Transition,12/02/23,@,MIL,L,121,132,+6.5,,,,,,,,,,,,,,,,,52,116.3,34,0.5,71,17.3%,33,112.5,83,3.9,42,63.6%,59,157.1,18,-2.3,84,40.0%,22,87.5
ATL,Offense: Play Context: Transition,11/30/23,@,SAS,W,137,135,-6.5,,,,,,,,,,,,,,,,,78,125.7,20,-1.2,49,14.7%,26,106.3,5,-2.6,11,42.9%,9,66.7,67,2.5,58,31.0%,69,144.4
ATL,Offense: Play Context: Transition,11/28/23,@,CLE,L,105,128,+4.0,,,,,,,,,,,,,,,,,9,100.0,34,0.5,72,17.5%,39,117.6,27,0.0,70,77.8%,32,116.7,43,0.4,76,36.7%,48,118.2
ATL,Offense: Play Context: Transition,11/26/23,@,BOS,L,103,113,+7.5,,,,,,,,,,,,,,,,,19,105.1,6,-4.5,71,17.3%,9,81.3,20,-0.6,72,80.0%,18,100.0,10,-3.8,78,37.5%,14,75.0
ATL,Offense: Play Context: Transition,11/25/23,@,WAS,W,136,108,-9.5,,,,,,,,,,,,,,,,,96,139.0,72,5.1,100,28.6%,42,119.0,62,2.3,78,81.8%,36,122.2,49,0.8,77,37.0%,26,100.0
ATL,Offense: Play Context: Transition,11/22/23,vs.,BKN,W,147,145,-3.5,,,,,,,,,,,,,,,,,85,128.9,54,2.9,65,16.7%,59,135.3,42,0.9,54,70.0%,41,128.6,62,2.1,66,33.3%,65,140.0
ATL,Offense: Play Context: Transition,11/21/23,vs.,IND,L,152,157,-3.5,,,,,,,,,,,,,,,,,98,142.1,48,2.2,74,17.8%,45,122.2,27,0.0,87,87.5%,30,114.3,64,2.2,92,44.4%,56,127.3
ATL,Offense: Play Context: Transition,11/17/23,vs.,PHI,L,116,126,+1.5,,,,,,,,,,,,,,,,,65,120.8,75,5.4,92,20.8%,47,125.0,92,5.3,87,87.5%,59,157.1,23,-1.6,92,44.0%,25,90.9
ATL,Offense: Play Context: Transition,11/15/23,vs.,NYK,L,114,116,-1.5,,,,,,,,,,,,,,,,,67,121.3,8,-3.8,84,19.1%,16,94.1,0,-7.9,91,90.9%,5,40.0,74,3.2,53,29.2%,83,166.7
ATL,Offense: Play Context: Transition,11/14/23,@,DET,W,126,120,-4.5,,,,,,,,,,,,,,,,,73,123.8,95,10.5,67,16.8%,86,164.7,71,2.9,89,88.9%,48,137.5,96,7.7,51,29.0%,93,188.9
ATL,Offense: Play Context: Transition,11/11/23,vs.,MIA,L,109,117,-7.5,,,,,,,,,,,,,,,,,23,106.9,72,5.1,87,19.6%,56,131.6,30,0.3,79,83.3%,33,120.0,80,4.1,84,39.4%,59,133.3
ATL,Offense: Play Context: Transition,11/09/23,@,ORL,W,120,119,-3.5,,,,,,,,,,,,,,,,,47,114.6,39,1.2,86,19.4%,44,121.1,94,5.8,24,53.8%,78,200.0,5,-4.7,94,46.4%,14,75.0
ATL,Offense: Play Context: Transition,11/06/23,@,OKC,L,117,126,+1.0,,,,,,,,,,,,,,,,,33,110.5,64,4.0,84,19.0%,49,126.3,29,0.2,63,75.0%,18,100.0,79,4.0,81,38.2%,65,138.5
ATL,Offense: Play Context: Transition,11/04/23,@,NOP,W,123,105,+2.0,,,,,,,,,,,,,,,,,86,129.5,72,5.1,58,15.8%,71,146.7,37,0.6,63,75.0%,42,133.3,83,4.5,75,36.4%,71,150.0
ATL,Offense: Play Context: Transition,11/01/23,vs.,WAS,W,130,121,-9.0,,,,,,,,,,,,,,,,,58,118.2,38,1.0,84,19.1%,25,105.3,93,5.5,87,87.5%,76,185.7,6,-4.5,66,32.6%,9,58.3
ATL,Offense: Play Context: Transition,10/30/23,vs.,MIN,W,127,113,+1.5,,,,,,,,,,,,,,,,,87,130.2,91,8.7,88,19.8%,84,162.5,76,3.3,91,100.0%,64,166.7,89,5.5,86,40.6%,80,160.0
